date,state,district,pincode,demo_age_5_17,demo_age_17_,match
12-09-2025,assam,goalpara,783121,1,9,False
12-09-2025,bihar,aurangabad,824130,0,5,False
12-09-2025,bihar,aurangabad,824216,2,4,False
12-09-2025,bihar,aurangabad,824218,0,17,False
12-09-2025,bihar,banka,813121,0,6,False
12-09-2025,bihar,banka,813125,0,4,False
12-09-2025,bihar,banka,813128,0,3,False
12-09-2025,bihar,begusarai,851119,1,6,False
12-09-2025,bihar,begusarai,851219,2,25,False
12-09-2025,bihar,muzaffarpur,843141,0,6,False
12-09-2025,bihar,muzaffarpur,843146,3,18,False
12-09-2025,bihar,muzaffarpur,843162,0,2,False
12-09-2025,bihar,nalanda,805130,1,15,False
12-09-2025,bihar,patna,800029,0,1,False
12-09-2025,bihar,patna,803206,1,4,False
12-09-2025,bihar,saharsa,852210,1,27,False
12-09-2025,bihar,samastipur,848116,0,1,False
12-09-2025,bihar,saran,841433,1,7,False
12-09-2025,bihar,vaishali,844139,0,16,False
12-09-2025,chandigarh,chandigarh,160003,0,6,False
12-09-2025,chhattisgarh,raipur,492011,0,6,False
12-09-2025,dadra and nagar haveli and daman and diu,daman,396210,2,10,False
11-09-2025,telangana,adilabad,504346,3,31,False
11-09-2025,telangana,nizamabad,503188,0,1,False
11-09-2025,uttar pradesh,azamgarh,224166,3,7,False
11-09-2025,uttar pradesh,baghpat,250515,0,14,False
11-09-2025,uttar pradesh,bara banki,227302,6,23,False
11-09-2025,uttar pradesh,budaun,202521,3,7,False
11-09-2025,uttar pradesh,budaun,202525,3,39,False
11-09-2025,uttar pradesh,budaun,243621,4,15,False
11-09-2025,uttar pradesh,bulandshahr,202397,7,20,False
11-09-2025,uttar pradesh,bulandshahr,245402,8,20,False
11-09-2025,uttar pradesh,bulandshahr,245407,2,8,False
11-09-2025,uttar pradesh,bulandshahr,245411,2,23,False
11-09-2025,uttar pradesh,farrukhabad,205302,7,31,False
11-09-2025,uttar pradesh,farrukhabad,207505,6,33,False
11-09-2025,uttar pradesh,fatehpur,216221,7,38,False
11-09-2025,uttar pradesh,firozabad,205130,3,21,False
11-09-2025,uttar pradesh,gautam buddha nagar,201308,1,12,False
11-09-2025,uttar pradesh,jaunpur,222102,1,5,False
11-09-2025,uttar pradesh,jaunpur,222111,1,3,False
11-09-2025,uttar pradesh,jaunpur,223106,0,2,False
11-09-2025,uttar pradesh,lucknow,227107,8,72,False
11-09-2025,uttar pradesh,lucknow,227305,5,70,False
11-09-2025,uttar pradesh,mainpuri,205130,2,9,False
13-09-2025,west bengal,paschim medinipur,721258,2,26,False
13-09-2025,west bengal,purba medinipur,721630,0,1,False
13-09-2025,west bengal,purba medinipur,721665,1,1,False
13-09-2025,west bengal,uttar dinajpur,733144,1,9,False
13-09-2025,west bengal,uttar dinajpur,733216,1,28,False
13-09-2025,west bengal,uttar dinajpur,733252,0,7,False
14-09-2025,arunachal pradesh,kamle,791130,0,1,False
14-09-2025,bihar,aurangabad,824216,1,1,False
14-09-2025,bihar,banka,813116,0,2,False
14-09-2025,bihar,banka,813121,0,1,False
14-09-2025,bihar,banka,813224,0,10,False
14-09-2025,bihar,bhagalpur,813112,1,17,False
14-09-2025,bihar,bhagalpur,813206,0,6,False
14-09-2025,bihar,jehanabad,804433,0,1,False
14-09-2025,bihar,muzaffarpur,843165,0,12,False
14-09-2025,bihar,purnia,854206,0,4,False
14-09-2025,chandigarh,chandigarh,160103,2,2,False
14-09-2025,chhattisgarh,bijapur,494447,0,1,False
14-09-2025,chhattisgarh,raipur,492006,0,3,False
14-09-2025,chhattisgarh,raipur,492007,0,6,False
14-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,0,1,False
14-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,0,7,False
14-09-2025,dadra and nagar haveli and daman and diu,daman,396215,0,1,False
14-09-2025,gujarat,kachchh,370240,1,0,False
14-09-2025,gujarat,mahesana,382860,0,1,False
14-09-2025,gujarat,valsad,396230,1,0,False
14-09-2025,jammu and kashmir,udhampur,182117,0,1,False
14-09-2025,jharkhand,dhanbad,828308,0,1,False
14-09-2025,jharkhand,gumla,835324,2,6,False
14-09-2025,jharkhand,ramgarh,829117,0,2,False
12-09-2025,uttar pradesh,azamgarh,276401,0,8,False
12-09-2025,uttar pradesh,bara banki,227131,11,67,False
12-09-2025,uttar pradesh,bara banki,227301,8,50,False
12-09-2025,uttar pradesh,budaun,202524,5,30,False
12-09-2025,uttar pradesh,budaun,202526,7,41,False
12-09-2025,uttar pradesh,bulandshahr,202397,10,58,False
12-09-2025,uttar pradesh,bulandshahr,202398,8,61,False
12-09-2025,uttar pradesh,bulandshahr,245401,0,18,False
12-09-2025,uttar pradesh,bulandshahr,245402,11,13,False
12-09-2025,uttar pradesh,bulandshahr,245407,3,23,False
12-09-2025,uttar pradesh,farrukhabad,205302,12,27,False
12-09-2025,uttar pradesh,farrukhabad,207502,2,65,False
12-09-2025,uttar pradesh,fatehpur,212662,1,13,False
12-09-2025,uttar pradesh,fatehpur,216221,16,88,False
12-09-2025,uttar pradesh,firozabad,205130,16,24,False
12-09-2025,uttar pradesh,kanpur nagar,241503,0,1,False
12-09-2025,uttar pradesh,lucknow,227101,2,30,False
12-09-2025,uttar pradesh,lucknow,227105,1,13,False
12-09-2025,uttar pradesh,lucknow,227111,16,64,False
12-09-2025,uttar pradesh,lucknow,227116,5,12,False
12-09-2025,uttar pradesh,lucknow,227305,4,62,False
12-09-2025,uttar pradesh,mainpuri,206302,7,63,False
12-09-2025,uttar pradesh,rampur,202411,0,4,False
12-09-2025,uttar pradesh,saharanpur,247670,0,9,False
12-09-2025,uttar pradesh,sambhal,202522,25,107,False
12-09-2025,uttar pradesh,shahjahanpur,242123,2,14,False
12-09-2025,uttar pradesh,sonbhadra,232221,5,22,False
12-09-2025,uttar pradesh,unnao,229502,0,6,False
12-09-2025,uttar pradesh,unnao,229881,5,55,False
12-09-2025,west bengal,bankura,722145,3,46,False
12-09-2025,west bengal,bankura,722174,0,5,False
12-09-2025,west bengal,bankura,722180,1,5,False
12-09-2025,west bengal,bankura,722182,0,8,False
12-09-2025,west bengal,bankura,723168,0,4,False
12-09-2025,west bengal,birbhum,731131,0,1,False
12-09-2025,west bengal,birbhum,731213,4,64,False
12-09-2025,west bengal,cooch behar,736132,3,14,False
12-09-2025,west bengal,cooch behar,736181,0,6,False
12-09-2025,west bengal,dakshin dinajpur,733148,0,6,False
12-09-2025,west bengal,darjeeling,734319,0,3,False
12-09-2025,west bengal,darjeeling,734502,0,2,False
12-09-2025,west bengal,hooghly,712424,3,5,False
12-09-2025,west bengal,hooghly,712428,0,4,False
12-09-2025,west bengal,howrah,711326,0,1,False
12-09-2025,west bengal,howrah,711416,0,6,False
12-09-2025,west bengal,jalpaiguri,735136,1,7,False
12-09-2025,west bengal,jalpaiguri,735138,0,15,False
12-09-2025,west bengal,jalpaiguri,735306,2,8,False
12-09-2025,west bengal,jhargram,721141,0,1,False
12-09-2025,west bengal,jhargram,721254,1,0,False
12-09-2025,west bengal,murshidabad,742176,0,2,False
12-09-2025,west bengal,murshidabad,742178,0,1,False
12-09-2025,west bengal,murshidabad,742180,0,5,False
12-09-2025,west bengal,murshidabad,742230,0,4,False
12-09-2025,west bengal,murshidabad,742307,0,2,False
12-09-2025,west bengal,paschim bardhaman,713377,0,2,False
12-09-2025,west bengal,paschim medinipur,721141,0,2,False
12-09-2025,west bengal,paschim medinipur,721165,0,2,False
12-09-2025,west bengal,paschim medinipur,721170,0,5,False
12-09-2025,west bengal,paschim medinipur,721254,1,5,False
12-09-2025,west bengal,paschim medinipur,721256,0,2,False
12-09-2025,west bengal,paschim medinipur,721518,0,3,False
12-09-2025,west bengal,purba bardhaman,713160,0,1,False
12-09-2025,west bengal,purba medinipur,721665,0,3,False
12-09-2025,west bengal,purba medinipur,721668,0,5,False
12-09-2025,west bengal,purba medinipur,721670,0,1,False
12-09-2025,west bengal,south 24 parganas,743385,0,1,False
12-09-2025,west bengal,south 24 parganas,743606,0,5,False
12-09-2025,west bengal,uttar dinajpur,733212,1,14,False
12-09-2025,west bengal,uttar dinajpur,733216,0,35,False
13-09-2025,telangana,nagarkurnool,509401,1,4,False
13-09-2025,telangana,suryapet,508222,0,21,False
13-09-2025,uttar pradesh,azamgarh,224166,1,1,False
13-09-2025,uttar pradesh,baghpat,250515,1,4,False
13-09-2025,uttar pradesh,bara banki,227302,2,16,False
13-09-2025,uttar pradesh,bijnor,246765,0,7,False
13-09-2025,uttar pradesh,budaun,202520,12,33,False
13-09-2025,uttar pradesh,budaun,202521,2,8,False
13-09-2025,uttar pradesh,budaun,202524,9,31,False
13-09-2025,uttar pradesh,budaun,202525,5,27,False
13-09-2025,uttar pradesh,budaun,243621,4,13,False
13-09-2025,uttar pradesh,bulandshahr,202390,4,26,False
13-09-2025,uttar pradesh,bulandshahr,202392,10,33,False
13-09-2025,uttar pradesh,bulandshahr,202396,5,38,False
13-09-2025,uttar pradesh,bulandshahr,245403,2,21,False
13-09-2025,uttar pradesh,bulandshahr,245411,5,17,False
13-09-2025,uttar pradesh,bulandshahr,245412,4,19,False
13-09-2025,uttar pradesh,farrukhabad,207501,7,33,False
13-09-2025,uttar pradesh,fatehpur,212666,0,1,False
13-09-2025,uttar pradesh,firozabad,205142,8,30,False
13-09-2025,uttar pradesh,firozabad,205145,4,27,False
13-09-2025,uttar pradesh,firozabad,205147,5,11,False
13-09-2025,uttar pradesh,gautam buddha nagar,201308,0,9,False
13-09-2025,uttar pradesh,lucknow,227105,0,16,False
13-09-2025,uttar pradesh,lucknow,227205,5,22,False
13-09-2025,uttar pradesh,lucknow,227308,3,33,False
13-09-2025,uttar pradesh,mainpuri,205130,0,1,False
13-09-2025,uttar pradesh,mainpuri,206301,5,35,False
13-09-2025,uttar pradesh,mirzapur,231310,3,16,False
13-09-2025,uttar pradesh,moradabad,202410,1,0,False
13-09-2025,uttar pradesh,moradabad,202415,1,14,False
13-09-2025,uttar pradesh,sambhal,202411,4,20,False
13-09-2025,uttar pradesh,sambhal,202421,11,62,False
13-09-2025,uttar pradesh,sant kabir nagar,272170,1,23,False
13-09-2025,uttar pradesh,unnao,229501,2,19,False
13-09-2025,uttar pradesh,varanasi,221102,0,1,False
13-09-2025,uttarakhand,haridwar,246763,3,1,False
13-09-2025,uttarakhand,haridwar,247662,0,13,False
13-09-2025,west bengal,bankura,722163,0,7,False
13-09-2025,west bengal,bankura,722172,0,2,False
13-09-2025,west bengal,bankura,722179,0,4,False
13-09-2025,west bengal,cooch behar,734502,0,1,False
13-09-2025,west bengal,dakshin dinajpur,733149,0,6,False
13-09-2025,west bengal,dakshin dinajpur,733155,0,1,False
13-09-2025,west bengal,darjeeling,734502,0,1,False
13-09-2025,west bengal,hooghly,712419,0,2,False
13-09-2025,west bengal,hooghly,712422,1,0,False
13-09-2025,west bengal,hooghly,712426,0,2,False
13-09-2025,west bengal,hooghly,712704,0,14,False
13-09-2025,west bengal,jalpaiguri,735137,0,7,False
13-09-2025,west bengal,jalpaiguri,735140,0,8,False
13-09-2025,west bengal,jalpaiguri,735235,0,6,False
13-09-2025,west bengal,malda,732213,0,1,False
13-09-2025,west bengal,malda,732214,2,4,False
13-09-2025,west bengal,murshidabad,742172,3,2,False
13-09-2025,west bengal,murshidabad,742176,0,7,False
13-09-2025,west bengal,murshidabad,742177,0,3,False
13-09-2025,west bengal,murshidabad,742191,0,4,False
13-09-2025,west bengal,murshidabad,742231,1,19,False
13-09-2025,west bengal,murshidabad,742232,0,17,False
13-09-2025,west bengal,north 24 parganas,743195,0,1,False
13-09-2025,madhya pradesh,bhopal,462420,0,2,False
13-09-2025,madhya pradesh,gwalior,474005,2,11,False
13-09-2025,madhya pradesh,niwari,472446,0,1,False
13-09-2025,madhya pradesh,shajapur,465440,0,1,False
13-09-2025,madhya pradesh,umaria,484552,1,9,False
13-09-2025,maharashtra,jalgaon,424116,1,6,False
13-09-2025,maharashtra,jalgaon,424209,1,9,False
13-09-2025,maharashtra,jalgaon,425127,0,5,False
13-09-2025,maharashtra,nagpur,441002,1,13,False
13-09-2025,maharashtra,nanded,431646,0,5,False
13-09-2025,maharashtra,thane,401104,0,1,False
13-09-2025,odisha,sambalpur,768026,0,1,False
13-09-2025,puducherry,yanam,533464,0,3,False
13-09-2025,puducherry,puducherry,533464,0,8,False
13-09-2025,puducherry,puducherry,605501,0,5,False
13-09-2025,andhra pradesh,east godavari,507134,1,2,False
13-09-2025,andhra pradesh,eluru,507121,0,8,False
13-09-2025,andhra pradesh,west godavari,507114,1,12,False
13-09-2025,andhra pradesh,west godavari,507121,0,2,False
13-09-2025,arunachal pradesh,upper siang,792061,0,1,False
13-09-2025,bihar,banka,813119,0,1,False
13-09-2025,bihar,banka,813127,0,4,False
13-09-2025,bihar,banka,813224,0,12,False
13-09-2025,bihar,bhagalpur,813113,1,10,False
13-09-2025,bihar,bhagalpur,813129,0,3,False
13-09-2025,bihar,bhojpur,802237,0,24,False
13-09-2025,bihar,gaya,805130,0,1,False
13-09-2025,bihar,jamui,811315,4,43,False
13-09-2025,bihar,muzaffarpur,843146,0,8,False
13-09-2025,bihar,muzaffarpur,843153,0,5,False
13-09-2025,bihar,muzaffarpur,843165,1,11,False
13-09-2025,bihar,nawada,805108,0,15,False
13-09-2025,bihar,nawada,805133,0,2,False
13-09-2025,bihar,samastipur,848220,0,6,False
13-09-2025,bihar,vaishali,844139,0,6,False
13-09-2025,chhattisgarh,bastar,494226,0,1,False
13-09-2025,chhattisgarh,bijapur,494444,2,21,False
13-09-2025,chhattisgarh,bijapur,494447,0,9,False
13-09-2025,dadra and nagar haveli and daman and diu,diu,362520,1,0,False
13-09-2025,dadra and nagar haveli and daman and diu,daman,396220,0,1,False
13-09-2025,gujarat,ahmedabad,382440,5,42,False
13-09-2025,gujarat,arvalli,383350,1,1,False
13-09-2025,gujarat,mahisagar,389240,1,4,False
13-09-2025,gujarat,narmada,393155,4,1,False
13-09-2025,gujarat,navsari,396440,0,1,False
14-09-2025,karnataka,uttara kannada,581305,0,1,False
14-09-2025,madhya pradesh,tikamgarh,472338,0,1,False
14-09-2025,madhya pradesh,umaria,484552,0,2,False
14-09-2025,maharashtra,amravati,444728,0,2,False
14-09-2025,maharashtra,jalgaon,425127,0,2,False
14-09-2025,maharashtra,mumbai,400036,0,1,False
14-09-2025,maharashtra,nagpur,440004,0,1,False
14-09-2025,odisha,sambalpur,768026,0,1,False
14-09-2025,punjab,jalandhar,144013,0,1,False
14-09-2025,rajasthan,alwar,301712,1,0,False
14-09-2025,rajasthan,jaipur,303802,0,1,False
14-09-2025,rajasthan,pratapgarh,313611,1,18,False
13-09-2025,gujarat,rajkot,364465,0,2,False
13-09-2025,gujarat,rajkot,364485,1,2,False
13-09-2025,gujarat,sabar kantha,383350,0,1,False
13-09-2025,gujarat,tapi,394360,1,0,False
13-09-2025,gujarat,vadodara,391346,0,2,False
13-09-2025,gujarat,valsad,396235,0,1,False
13-09-2025,gujarat,valsad,396240,1,2,False
13-09-2025,himachal pradesh,mandi,176120,2,12,False
13-09-2025,jammu and kashmir,jammu,184120,2,7,False
13-09-2025,jharkhand,dumka,814145,2,33,False
13-09-2025,jharkhand,east singhbhum,832110,1,12,False
13-09-2025,jharkhand,latehar,822127,0,1,False
13-09-2025,jharkhand,ramgarh,825314,0,2,False
13-09-2025,jharkhand,simdega,835201,0,47,False
13-09-2025,karnataka,koppal,584130,0,1,False
13-09-2025,karnataka,koppal,584131,0,1,False
13-09-2025,karnataka,mysuru,570021,0,1,False
13-09-2025,karnataka,uttara kannada,581305,0,1,False
13-09-2025,karnataka,vijayapura,586245,1,2,False
13-09-2025,kerala,kottayam,686039,0,1,False
13-09-2025,kerala,kozhikode,673019,4,20,False
13-09-2025,punjab,ludhiana,141017,1,2,False
13-09-2025,rajasthan,chittorgarh,323306,2,5,False
13-09-2025,rajasthan,jaipur,302023,2,1,False
13-09-2025,rajasthan,jaipur,302025,0,1,False
13-09-2025,tamil nadu,chennai,600029,6,17,False
13-09-2025,tamil nadu,kancheepuram,600027,0,1,False
13-09-2025,tamil nadu,kancheepuram,600114,6,2,False
13-09-2025,tamil nadu,salem,636104,1,3,False
13-09-2025,tamil nadu,viluppuram,605102,0,3,False
12-09-2025,tamil nadu,kallakurichi,606107,0,4,False
12-09-2025,tamil nadu,kancheepuram,600027,1,1,False
12-09-2025,tamil nadu,kanniyakumari,629855,0,1,False
12-09-2025,tamil nadu,karur,639003,1,5,False
12-09-2025,tamil nadu,salem,636104,0,6,False
12-09-2025,tamil nadu,theni,625582,0,11,False
12-09-2025,tamil nadu,viluppuram,605102,1,1,False
14-09-2025,west bengal,bankura,722182,0,2,False
14-09-2025,west bengal,bankura,722209,0,2,False
14-09-2025,west bengal,bankura,723168,0,1,False
14-09-2025,west bengal,birbhum,731239,0,1,False
14-09-2025,west bengal,cooch behar,736132,0,1,False
14-09-2025,west bengal,cooch behar,736177,0,1,False
14-09-2025,west bengal,hooghly,712422,0,3,False
14-09-2025,west bengal,hooghly,712704,0,1,False
14-09-2025,west bengal,malda,732147,0,6,False
14-09-2025,west bengal,murshidabad,742157,0,19,False
14-09-2025,west bengal,murshidabad,742181,1,6,False
14-09-2025,west bengal,paschim medinipur,721256,0,2,False
14-09-2025,west bengal,purba medinipur,721168,0,1,False
14-09-2025,west bengal,purba medinipur,721668,0,1,False
14-09-2025,west bengal,uttar dinajpur,733212,0,4,False
14-09-2025,west bengal,uttar dinajpur,733216,0,15,False
15-09-2025,andhra pradesh,alluri sitharama raju,507121,0,7,False
15-09-2025,andhra pradesh,alluri sitharama raju,507129,0,1,False
15-09-2025,andhra pradesh,east godavari,507111,2,0,False
15-09-2025,andhra pradesh,east godavari,507134,0,9,False
15-09-2025,andhra pradesh,sri potti sriramulu nellore,524218,0,2,False
15-09-2025,arunachal pradesh,longding,786630,0,1,False
15-09-2025,arunachal pradesh,west siang,792051,0,1,False
15-09-2025,assam,dibrugarh,786005,2,5,False
15-09-2025,bihar,banka,813119,0,6,False
15-09-2025,bihar,banka,813123,0,9,False
15-09-2025,bihar,banka,813125,0,3,False
15-09-2025,bihar,banka,813224,1,15,False
15-09-2025,bihar,jamui,811315,4,42,False
15-09-2025,bihar,muzaffarpur,843139,0,4,False
15-09-2025,bihar,muzaffarpur,843141,0,7,False
15-09-2025,bihar,muzaffarpur,843143,0,18,False
15-09-2025,bihar,nawada,805108,3,5,False
15-09-2025,bihar,patna,800111,0,25,False
15-09-2025,bihar,patna,801118,0,2,False
15-09-2025,bihar,saran,841433,1,13,False
15-09-2025,bihar,vaishali,844134,0,3,False
15-09-2025,bihar,vaishali,844139,1,5,False
15-09-2025,chandigarh,chandigarh,140901,0,1,False
15-09-2025,chhattisgarh,bastar,494111,0,1,False
15-09-2025,chhattisgarh,bijapur,494444,6,35,False
15-09-2025,chhattisgarh,dakshin bastar dantewada,494441,5,19,False
15-09-2025,chhattisgarh,dakshin bastar dantewada,494551,1,1,False
15-09-2025,chhattisgarh,kondagaon,494226,10,165,False
15-09-2025,chhattisgarh,kondagaon,494230,0,24,False
15-09-2025,chhattisgarh,raipur,492006,0,9,False
15-09-2025,chhattisgarh,sukma,494115,1,19,False
15-09-2025,chhattisgarh,uttar bastar kanker,494665,3,17,False
15-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,4,10,False
15-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,4,18,False
15-09-2025,dadra and nagar haveli and daman and diu,diu,362570,0,4,False
15-09-2025,dadra and nagar haveli and daman and diu,daman,396210,2,2,False
15-09-2025,dadra and nagar haveli and daman and diu,daman,396220,1,1,False
15-09-2025,dadra and nagar haveli and daman and diu,diu,362520,0,1,False
15-09-2025,dadra and nagar haveli and daman and diu,diu,362570,3,8,False
15-09-2025,gujarat,ahmedabad,363610,0,8,False
15-09-2025,gujarat,botad,363415,1,0,False
15-09-2025,gujarat,chhotaudepur,391175,0,1,False
15-09-2025,gujarat,kachchh,370240,1,6,False
15-09-2025,gujarat,mahesana,382732,1,14,False
15-09-2025,gujarat,mahesana,382815,2,2,False
15-09-2025,gujarat,mahesana,382820,0,4,False
15-09-2025,gujarat,mahesana,382825,0,2,False
15-09-2025,gujarat,mahesana,382830,0,8,False
15-09-2025,gujarat,mahesana,382870,5,24,False
15-09-2025,gujarat,mahesana,384350,0,6,False
15-09-2025,gujarat,narmada,393155,0,1,False
15-09-2025,gujarat,navsari,396440,0,1,False
15-09-2025,gujarat,vadodara,391346,0,0,False
15-09-2025,haryana,panchkula,134115,0,1,False
15-09-2025,himachal pradesh,mandi,176122,0,2,False
15-09-2025,jammu and kashmir,anantnag,192102,0,3,False
15-09-2025,jammu and kashmir,udhampur,182117,1,4,False
15-09-2025,jharkhand,dhanbad,828308,0,3,False
15-09-2025,jharkhand,godda,814145,0,2,False
15-09-2025,jharkhand,ramgarh,825314,3,6,False
15-09-2025,maharashtra,amravati,444728,2,3,False
15-09-2025,maharashtra,jalgaon,424209,0,7,False
15-09-2025,maharashtra,nagpur,440004,0,1,False
15-09-2025,maharashtra,palghar,401610,0,6,False
15-09-2025,maharashtra,pune,412114,0,16,False
15-09-2025,maharashtra,thane,401610,0,3,False
15-09-2025,mizoram,aizawl,796005,0,10,False
15-09-2025,mizoram,kolasib,796075,1,0,False
15-09-2025,puducherry,karaikal,609603,0,4,False
15-09-2025,puducherry,karaikal,609603,1,1,False
15-09-2025,puducherry,puducherry,605014,2,1,False
15-09-2025,puducherry,puducherry,673311,0,3,False
15-09-2025,punjab,amritsar,143003,0,6,False
15-09-2025,punjab,hoshiarpur,144203,0,9,False
15-09-2025,rajasthan,banswara,327608,0,6,False
15-09-2025,uttar pradesh,azamgarh,224166,0,12,False
15-09-2025,uttar pradesh,azamgarh,276401,0,5,False
15-09-2025,uttar pradesh,bara banki,227302,6,17,False
15-09-2025,uttar pradesh,bareilly,262407,9,58,False
15-09-2025,uttar pradesh,bijnor,246765,1,3,False
15-09-2025,uttar pradesh,budaun,202522,0,2,False
15-09-2025,uttar pradesh,budaun,202526,5,33,False
15-09-2025,uttar pradesh,bulandshahr,202394,14,65,False
15-09-2025,uttar pradesh,bulandshahr,245405,9,47,False
15-09-2025,uttar pradesh,bulandshahr,245407,3,17,False
15-09-2025,uttar pradesh,fatehpur,212662,0,8,False
15-09-2025,uttar pradesh,fatehpur,212666,1,8,False
15-09-2025,uttar pradesh,firozabad,205145,8,48,False
15-09-2025,uttar pradesh,firozabad,205151,13,65,False
15-09-2025,uttar pradesh,jaunpur,222102,0,1,False
15-09-2025,uttar pradesh,jaunpur,222113,3,8,False
15-09-2025,uttar pradesh,lucknow,227105,1,15,False
15-09-2025,uttar pradesh,lucknow,227111,7,24,False
15-09-2025,uttar pradesh,lucknow,227115,2,19,False
15-09-2025,uttar pradesh,mirzapur,231310,1,11,False
15-09-2025,uttar pradesh,moradabad,202414,0,7,False
15-09-2025,uttar pradesh,moradabad,202415,2,15,False
15-09-2025,uttar pradesh,sambhal,202414,4,18,False
15-09-2025,uttar pradesh,sambhal,202421,9,52,False
15-09-2025,uttar pradesh,sambhal,202523,2,13,False
15-09-2025,uttar pradesh,sant kabir nagar,272170,10,24,False
15-09-2025,uttar pradesh,unnao,229502,1,15,False
15-09-2025,uttar pradesh,unnao,229881,0,24,False
15-09-2025,uttarakhand,haridwar,247662,5,17,False
15-09-2025,uttarakhand,nainital,263002,2,7,False
15-09-2025,west bengal,bankura,722180,0,3,False
15-09-2025,west bengal,cooch behar,735136,0,1,False
15-09-2025,west bengal,dakshin dinajpur,733153,0,8,False
15-09-2025,west bengal,darjeeling,734121,0,5,False
15-09-2025,west bengal,darjeeling,734317,0,2,False
15-09-2025,west bengal,darjeeling,734436,1,2,False
15-09-2025,west bengal,hooghly,712418,0,1,False
15-09-2025,west bengal,hooghly,712419,0,1,False
15-09-2025,west bengal,jalpaiguri,735136,0,8,False
15-09-2025,west bengal,jhargram,721502,0,2,False
15-09-2025,west bengal,malda,732147,0,11,False
15-09-2025,west bengal,malda,732211,0,5,False
15-09-2025,west bengal,murshidabad,742177,0,5,False
15-09-2025,west bengal,murshidabad,742190,1,8,False
15-09-2025,west bengal,paschim medinipur,721123,0,1,False
15-09-2025,west bengal,paschim medinipur,721252,0,3,False
15-09-2025,west bengal,paschim medinipur,721257,0,2,False
15-09-2025,karnataka,kolar,563102,0,1,False
15-09-2025,karnataka,koppal,584112,0,1,False
15-09-2025,karnataka,koppal,584119,0,1,False
15-09-2025,karnataka,mandya,571810,0,1,False
15-09-2025,karnataka,vijayapura,586102,0,2,False
15-09-2025,kerala,kottayam,686039,0,1,False
15-09-2025,kerala,kozhikode,673615,0,1,False
15-09-2025,madhya pradesh,bhopal,462032,0,1,False
15-09-2025,madhya pradesh,bhopal,462420,1,8,False
15-09-2025,madhya pradesh,sagar,470111,0,2,False
15-09-2025,madhya pradesh,shajapur,465331,1,2,False
15-09-2025,madhya pradesh,shajapur,465440,0,3,False
14-09-2025,tamil nadu,chennai,600108,0,1,False
14-09-2025,tamil nadu,theni,625582,0,1,False
14-09-2025,telangana,adilabad,504346,0,1,False
14-09-2025,telangana,hanumakonda,506313,0,1,False
14-09-2025,uttar pradesh,bara banki,227301,1,5,False
14-09-2025,uttar pradesh,basti,272170,3,9,False
14-09-2025,uttar pradesh,budaun,202523,0,22,False
14-09-2025,uttar pradesh,budaun,202524,1,13,False
14-09-2025,uttar pradesh,budaun,202526,0,12,False
14-09-2025,uttar pradesh,bulandshahr,202390,7,23,False
14-09-2025,uttar pradesh,bulandshahr,202395,1,3,False
14-09-2025,uttar pradesh,bulandshahr,245407,1,4,False
14-09-2025,uttar pradesh,bulandshahr,245409,1,12,False
14-09-2025,uttar pradesh,farrukhabad,207502,1,16,False
14-09-2025,uttar pradesh,farrukhabad,207503,5,11,False
14-09-2025,uttar pradesh,fatehpur,212623,0,2,False
14-09-2025,uttar pradesh,fatehpur,212660,2,3,False
14-09-2025,uttar pradesh,fatehpur,212662,0,2,False
14-09-2025,uttar pradesh,firozabad,205135,2,15,False
14-09-2025,uttar pradesh,firozabad,205152,1,12,False
14-09-2025,uttar pradesh,jaunpur,222107,1,2,False
14-09-2025,uttar pradesh,kanpur dehat,209715,0,2,False
14-09-2025,uttar pradesh,kanpur nagar,209201,0,1,False
14-09-2025,uttar pradesh,lucknow,227105,1,1,False
14-09-2025,uttar pradesh,lucknow,227115,2,26,False
14-09-2025,uttar pradesh,lucknow,227116,1,9,False
14-09-2025,uttar pradesh,lucknow,227305,0,13,False
14-09-2025,uttar pradesh,mirzapur,231310,0,1,False
14-09-2025,uttar pradesh,moradabad,202413,4,22,False
14-09-2025,uttar pradesh,sant kabir nagar,272170,0,1,False
14-09-2025,uttar pradesh,shahjahanpur,242123,0,2,False
14-09-2025,uttar pradesh,sultanpur,228172,2,1,False
14-09-2025,uttar pradesh,unnao,229502,0,4,False
14-09-2025,uttar pradesh,unnao,229503,0,5,False
15-09-2025,rajasthan,ganganagar,335023,0,7,False
15-09-2025,rajasthan,jaipur,302025,0,1,False
15-09-2025,tamil nadu,chengalpattu,603202,2,26,False
15-09-2025,tamil nadu,cuddalore,606112,0,1,False
15-09-2025,tamil nadu,kanniyakumari,629305,1,1,False
15-09-2025,tamil nadu,madurai,625502,0,1,False
15-09-2025,tamil nadu,madurai,625705,0,17,False
15-09-2025,tamil nadu,salem,636104,1,7,False
15-09-2025,tamil nadu,theni,625582,2,8,False
15-09-2025,tamil nadu,tirunelveli,627130,0,3,False
15-09-2025,tamil nadu,viluppuram,605102,0,3,False
15-09-2025,telangana,hanumakonda,506313,0,8,False
15-09-2025,telangana,mancherial,504215,0,40,False
