,date,state,district,pincode,age_0_5,age_5_17,age_18_greater
1037,31-12-2025,rajasthan,udaipur,313031,7,7,0
1038,31-12-2025,rajasthan,udaipur,313202,2,5,0
1039,31-12-2025,rajasthan,udaipur,313703,1,3,0
1040,31-12-2025,rajasthan,udaipur,313905,2,3,0
1041,31-12-2025,tamil nadu,ariyalur,621714,2,1,0
1042,31-12-2025,tamil nadu,ariyalur,621715,5,0,0
1043,31-12-2025,tamil nadu,ariyalur,621718,1,1,0
1044,31-12-2025,tamil nadu,ariyalur,621719,1,0,0
1045,31-12-2025,tamil nadu,ariyalur,621806,1,1,0
1046,31-12-2025,tamil nadu,chengalpattu,600064,0,2,0
1047,31-12-2025,tamil nadu,chengalpattu,600126,1,0,0
1048,31-12-2025,tamil nadu,chengalpattu,600130,1,2,0
1049,31-12-2025,tamil nadu,chengalpattu,603309,1,0,0
1050,31-12-2025,tamil nadu,chennai,600012,6,4,0
1051,31-12-2025,tamil nadu,chennai,600015,5,3,0
1052,31-12-2025,tamil nadu,chennai,600019,1,0,0
1053,31-12-2025,tamil nadu,chennai,600033,1,0,0
1054,31-12-2025,tamil nadu,chennai,600034,0,2,0
1055,31-12-2025,tamil nadu,chennai,600049,1,0,0
1056,31-12-2025,tamil nadu,chennai,600080,1,0,0
1057,31-12-2025,tamil nadu,chennai,600088,0,1,0
1058,31-12-2025,tamil nadu,chennai,600091,4,0,0
1059,31-12-2025,tamil nadu,chennai,600106,2,1,0
1060,31-12-2025,tamil nadu,chennai,600116,0,1,0
1061,31-12-2025,tamil nadu,chennai,600117,1,0,0
1062,31-12-2025,tamil nadu,coimbatore,641001,4,2,0
1063,31-12-2025,tamil nadu,coimbatore,641004,2,2,0
1064,31-12-2025,tamil nadu,coimbatore,641007,2,0,0
1065,31-12-2025,tamil nadu,coimbatore,641010,2,4,0
1066,31-12-2025,tamil nadu,coimbatore,641016,4,0,0
1067,31-12-2025,tamil nadu,coimbatore,641017,1,1,0
1068,31-12-2025,tamil nadu,coimbatore,641022,0,1,0
1069,31-12-2025,tamil nadu,coimbatore,641025,1,1,0
1070,31-12-2025,tamil nadu,coimbatore,641026,0,1,0
1071,31-12-2025,tamil nadu,coimbatore,641033,2,0,0
1072,31-12-2025,tamil nadu,coimbatore,641103,0,1,0
1073,31-12-2025,tamil nadu,coimbatore,641108,2,1,0
1074,31-12-2025,tamil nadu,coimbatore,641653,1,2,0
1075,31-12-2025,tamil nadu,coimbatore,641669,0,1,0
1076,31-12-2025,tamil nadu,coimbatore,642004,2,0,0
1077,31-12-2025,tamil nadu,coimbatore,642103,1,0,0
1078,31-12-2025,tamil nadu,cuddalore,606106,2,0,0
1079,31-12-2025,tamil nadu,cuddalore,606204,1,0,0
1080,31-12-2025,tamil nadu,cuddalore,606303,1,0,0
1081,31-12-2025,tamil nadu,cuddalore,606304,4,2,0
1082,31-12-2025,tamil nadu,cuddalore,607109,2,1,0
1083,31-12-2025,tamil nadu,cuddalore,607302,4,2,0
1084,31-12-2025,tamil nadu,cuddalore,608102,2,1,0
1085,31-12-2025,tamil nadu,cuddalore,608301,2,1,0
1086,31-12-2025,tamil nadu,cuddalore,608501,3,1,0
1087,31-12-2025,tamil nadu,cuddalore,608601,1,0,0
1088,31-12-2025,tamil nadu,cuddalore,608704,0,1,0
1089,31-12-2025,tamil nadu,dharmapuri,635116,1,0,0
1090,31-12-2025,tamil nadu,dharmapuri,635123,2,0,0
1091,31-12-2025,tamil nadu,dharmapuri,636803,1,1,0
1092,31-12-2025,tamil nadu,dharmapuri,636806,2,2,0
1093,31-12-2025,tamil nadu,dharmapuri,636811,1,0,0
1094,31-12-2025,tamil nadu,dharmapuri,636902,0,1,4
1095,31-12-2025,tamil nadu,dindigul,624004,1,3,0
1096,31-12-2025,tamil nadu,dindigul,624215,1,0,0
1097,31-12-2025,tamil nadu,dindigul,624303,3,1,0
1098,31-12-2025,tamil nadu,dindigul,624612,1,0,0
1099,31-12-2025,tamil nadu,erode,638002,4,2,0
1100,31-12-2025,tamil nadu,erode,638005,4,1,0
1101,31-12-2025,tamil nadu,erode,638009,4,1,0
1102,31-12-2025,tamil nadu,erode,638104,1,1,0
1103,31-12-2025,tamil nadu,erode,638109,0,1,0
1104,31-12-2025,tamil nadu,erode,638112,4,2,0
1105,31-12-2025,tamil nadu,erode,638315,1,1,0
1106,31-12-2025,tamil nadu,erode,638401,5,0,0
1107,31-12-2025,tamil nadu,erode,638455,4,0,0
1108,31-12-2025,tamil nadu,erode,638458,0,1,0
1109,31-12-2025,tamil nadu,erode,638461,1,0,0
1110,31-12-2025,tamil nadu,erode,638506,1,0,0
1111,31-12-2025,tamil nadu,kallakurichi,605757,0,1,1
1112,31-12-2025,tamil nadu,kancheepuram,600045,4,2,0
1113,31-12-2025,tamil nadu,kancheepuram,600069,8,1,0
1114,31-12-2025,tamil nadu,kancheepuram,600100,4,8,0
1115,31-12-2025,tamil nadu,kancheepuram,600115,3,0,0
1116,31-12-2025,tamil nadu,kancheepuram,600125,4,6,0
1117,31-12-2025,tamil nadu,kancheepuram,600127,1,1,0
1118,31-12-2025,tamil nadu,kancheepuram,603105,3,0,0
1119,31-12-2025,tamil nadu,kancheepuram,603310,3,1,0
1120,31-12-2025,tamil nadu,kancheepuram,603314,1,1,0
1121,31-12-2025,tamil nadu,kancheepuram,603406,6,2,0
1122,31-12-2025,tamil nadu,kancheepuram,631502,10,8,0
1123,31-12-2025,tamil nadu,kanniyakumari,629160,2,0,0
1124,31-12-2025,tamil nadu,kanniyakumari,629165,1,0,0
1125,31-12-2025,tamil nadu,kanniyakumari,629252,1,0,0
1126,31-12-2025,tamil nadu,kanniyakumari,629301,0,1,0
1127,31-12-2025,tamil nadu,kanniyakumari,629802,1,0,0
1128,31-12-2025,tamil nadu,karur,621313,5,1,0
1129,31-12-2025,tamil nadu,karur,639002,4,1,0
1130,31-12-2025,tamil nadu,karur,639105,2,1,0
1131,31-12-2025,tamil nadu,karur,639119,3,1,0
1132,31-12-2025,tamil nadu,karur,639120,7,2,0
1133,31-12-2025,tamil nadu,krishnagiri,635001,6,4,0
1134,31-12-2025,tamil nadu,krishnagiri,635102,3,4,0
1135,31-12-2025,tamil nadu,krishnagiri,635105,4,1,0
1136,31-12-2025,tamil nadu,krishnagiri,635106,1,0,0
1137,31-12-2025,tamil nadu,krishnagiri,635118,0,3,0
1138,31-12-2025,tamil nadu,krishnagiri,635206,6,3,0
1139,31-12-2025,tamil nadu,madurai,625009,3,0,0
1140,31-12-2025,tamil nadu,madurai,625104,1,0,0
1141,31-12-2025,tamil nadu,madurai,625106,5,1,0
1142,31-12-2025,tamil nadu,madurai,625205,1,0,0
1143,31-12-2025,tamil nadu,madurai,625221,1,0,0
1144,31-12-2025,tamil nadu,madurai,625234,0,1,0
1145,31-12-2025,tamil nadu,madurai,625402,1,0,0
1146,31-12-2025,tamil nadu,madurai,625702,2,1,0
1147,31-12-2025,tamil nadu,madurai,625708,1,0,0
1148,31-12-2025,tamil nadu,nagapattinam,609105,1,0,0
1149,31-12-2025,tamil nadu,nagapattinam,609111,2,0,0
1150,31-12-2025,tamil nadu,nagapattinam,609811,0,2,0
1151,31-12-2025,tamil nadu,nagapattinam,610204,1,1,0
1152,31-12-2025,tamil nadu,nagapattinam,611106,1,1,0
1153,31-12-2025,tamil nadu,nagapattinam,614711,1,0,0
1154,31-12-2025,tamil nadu,nagapattinam,614808,1,0,0
1155,31-12-2025,tamil nadu,nagapattinam,614810,2,0,0
1156,31-12-2025,tamil nadu,namakkal,636202,1,0,0
1157,31-12-2025,tamil nadu,namakkal,637002,3,1,0
1158,31-12-2025,tamil nadu,namakkal,637013,1,0,0
1159,31-12-2025,tamil nadu,namakkal,637017,1,0,0
1160,31-12-2025,tamil nadu,namakkal,637202,1,0,0
1161,31-12-2025,tamil nadu,namakkal,637203,0,4,0
1162,31-12-2025,tamil nadu,namakkal,637205,1,0,0
1163,31-12-2025,tamil nadu,namakkal,638182,1,1,0
1164,31-12-2025,tamil nadu,perambalur,621104,1,0,0
1165,31-12-2025,tamil nadu,perambalur,621115,4,0,0
1166,31-12-2025,tamil nadu,perambalur,621716,2,2,0
1167,31-12-2025,tamil nadu,pudukkottai,614620,0,3,0
1168,31-12-2025,tamil nadu,pudukkottai,614805,0,1,0
1169,31-12-2025,tamil nadu,pudukkottai,621305,0,1,0
1170,31-12-2025,tamil nadu,pudukkottai,622002,5,0,0
1171,31-12-2025,tamil nadu,pudukkottai,622103,1,0,0
1172,31-12-2025,tamil nadu,pudukkottai,622515,0,1,0
1173,31-12-2025,tamil nadu,ramanathapuram,623135,1,1,0
1174,31-12-2025,tamil nadu,ramanathapuram,623502,1,0,0
1175,31-12-2025,tamil nadu,ramanathapuram,623526,0,2,0
1176,31-12-2025,tamil nadu,ramanathapuram,623527,3,0,0
1177,31-12-2025,tamil nadu,ramanathapuram,623528,1,0,0
1178,31-12-2025,tamil nadu,ramanathapuram,623704,2,0,0
1179,31-12-2025,tamil nadu,ramanathapuram,623712,2,1,0
1180,31-12-2025,tamil nadu,salem,636002,1,1,0
1181,31-12-2025,tamil nadu,salem,636015,1,1,0
1182,31-12-2025,tamil nadu,salem,636016,1,1,0
1183,31-12-2025,tamil nadu,salem,636030,0,1,0
1184,31-12-2025,tamil nadu,salem,636111,1,2,0
1185,31-12-2025,tamil nadu,salem,636115,1,2,0
1186,31-12-2025,tamil nadu,salem,636117,1,0,0
1187,31-12-2025,tamil nadu,salem,636204,2,0,1
1188,31-12-2025,tamil nadu,salem,636305,3,1,0
1189,31-12-2025,tamil nadu,salem,636403,1,1,0
1190,31-12-2025,tamil nadu,salem,636501,4,4,0
1191,31-12-2025,tamil nadu,salem,636503,1,1,0
1192,31-12-2025,tamil nadu,salem,637103,2,3,0
1193,31-12-2025,tamil nadu,salem,637504,1,1,0
1194,31-12-2025,tamil nadu,sivaganga,623701,4,1,0
1195,31-12-2025,tamil nadu,sivaganga,630108,1,2,0
1196,31-12-2025,tamil nadu,sivaganga,630203,2,0,0
1197,31-12-2025,tamil nadu,sivaganga,630210,1,0,0
1198,31-12-2025,tamil nadu,sivaganga,630305,0,1,0
1199,31-12-2025,tamil nadu,sivaganga,630306,2,0,0
1200,31-12-2025,tamil nadu,sivaganga,630309,0,1,0
1201,31-12-2025,tamil nadu,sivaganga,630314,0,1,0
1202,31-12-2025,tamil nadu,sivaganga,630558,2,1,0
1203,31-12-2025,tamil nadu,tenkasi,627805,0,2,0
1204,31-12-2025,tamil nadu,tenkasi,627857,1,0,0
1205,31-12-2025,tamil nadu,tenkasi,627860,1,0,0
1206,31-12-2025,tamil nadu,thanjavur,612104,1,0,0
1207,31-12-2025,tamil nadu,thanjavur,612303,0,1,0
1208,31-12-2025,tamil nadu,thanjavur,612501,0,3,0
1209,31-12-2025,tamil nadu,thanjavur,612502,1,1,0
1210,31-12-2025,tamil nadu,thanjavur,612602,2,2,0
1211,31-12-2025,tamil nadu,thanjavur,612702,1,1,0
1212,31-12-2025,tamil nadu,thanjavur,613004,1,0,0
1213,31-12-2025,tamil nadu,thanjavur,613010,2,0,0
1214,31-12-2025,tamil nadu,thanjavur,613402,0,2,0
1215,31-12-2025,tamil nadu,thanjavur,614204,0,2,0
1216,31-12-2025,tamil nadu,thanjavur,614602,4,4,0
1217,31-12-2025,tamil nadu,thanjavur,614802,2,0,0
1218,31-12-2025,tamil nadu,thanjavur,614901,2,1,0
1219,31-12-2025,tamil nadu,thanjavur,614903,1,1,0
1220,31-12-2025,tamil nadu,thanjavur,614906,1,0,0
1221,31-12-2025,tamil nadu,the nilgiris,643207,3,1,0
1222,31-12-2025,tamil nadu,the nilgiris,643209,2,0,0
1223,31-12-2025,tamil nadu,the nilgiris,643216,1,0,0
1224,31-12-2025,tamil nadu,the nilgiris,643220,2,0,0
1225,31-12-2025,tamil nadu,the nilgiris,643228,1,0,0
1226,31-12-2025,tamil nadu,theni,625515,0,4,0
1227,31-12-2025,tamil nadu,theni,625521,2,0,0
1228,31-12-2025,tamil nadu,theni,625540,0,2,0
1229,31-12-2025,tamil nadu,theni,625562,1,2,0
1230,31-12-2025,tamil nadu,theni,625602,4,0,0
1231,31-12-2025,tamil nadu,thiruvallur,601205,1,0,0
1232,31-12-2025,tamil nadu,thiruvallur,631210,0,1,0
1233,31-12-2025,tamil nadu,thiruvarur,610101,2,1,0
1234,31-12-2025,tamil nadu,thiruvarur,612803,1,0,0
1235,31-12-2025,tamil nadu,thiruvarur,614015,0,1,0
1236,31-12-2025,tamil nadu,thiruvarur,614706,1,1,0
1237,31-12-2025,tamil nadu,thoothukkudi,628501,9,2,0
1238,31-12-2025,tamil nadu,thoothukkudi,628502,10,2,0
1239,31-12-2025,tamil nadu,thoothukkudi,628617,1,0,0
1240,31-12-2025,tamil nadu,thoothukkudi,628702,0,1,0
1241,31-12-2025,tamil nadu,thoothukkudi,628714,6,2,0
1242,31-12-2025,tamil nadu,thoothukkudi,628720,1,0,0
1243,31-12-2025,tamil nadu,tiruchirappalli,620009,4,1,0
1244,31-12-2025,tamil nadu,tiruchirappalli,620014,0,2,0
1245,31-12-2025,tamil nadu,tiruchirappalli,620018,1,0,0
1246,31-12-2025,tamil nadu,tiruchirappalli,620026,1,1,0
1247,31-12-2025,tamil nadu,tiruchirappalli,621007,1,0,0
1248,31-12-2025,tamil nadu,tiruchirappalli,621009,6,2,0
1249,31-12-2025,tamil nadu,tiruchirappalli,621012,1,0,0
1250,31-12-2025,tamil nadu,tiruchirappalli,621111,0,1,0
1251,31-12-2025,tamil nadu,tiruchirappalli,621210,1,0,0
1252,31-12-2025,tamil nadu,tiruchirappalli,621214,1,0,0
1253,31-12-2025,tamil nadu,tiruchirappalli,621302,3,2,0
1254,31-12-2025,tamil nadu,tiruchirappalli,621305,2,4,0
1255,31-12-2025,tamil nadu,tiruchirappalli,621308,2,2,0
1256,31-12-2025,tamil nadu,tiruchirappalli,639115,1,0,0
1257,31-12-2025,tamil nadu,tirunelveli,627005,8,0,0
1258,31-12-2025,tamil nadu,tirunelveli,627105,1,0,0
1259,31-12-2025,tamil nadu,tirunelveli,627108,3,0,0
1260,31-12-2025,tamil nadu,tirunelveli,627109,1,1,0
1261,31-12-2025,tamil nadu,tirunelveli,627115,1,0,0
1262,31-12-2025,tamil nadu,tirunelveli,627120,0,1,0
1263,31-12-2025,tamil nadu,tirunelveli,627130,0,1,0
1264,31-12-2025,tamil nadu,tirunelveli,627152,1,0,0
1265,31-12-2025,tamil nadu,tirunelveli,627401,2,0,0
1266,31-12-2025,tamil nadu,tirunelveli,627418,2,0,0
1267,31-12-2025,tamil nadu,tirunelveli,627423,1,0,0
1268,31-12-2025,tamil nadu,tirunelveli,627501,1,0,0
1269,31-12-2025,tamil nadu,tirunelveli,627602,1,0,0
1270,31-12-2025,tamil nadu,tirunelveli,627760,1,0,0
1271,31-12-2025,tamil nadu,tirunelveli,627803,1,0,0
1272,31-12-2025,tamil nadu,tirunelveli,627806,0,1,0
1273,31-12-2025,tamil nadu,tirunelveli,627809,1,0,0
1274,31-12-2025,tamil nadu,tirunelveli,627851,2,0,0
1275,31-12-2025,tamil nadu,tiruppur,638701,3,3,0
1276,31-12-2025,tamil nadu,tiruppur,638752,4,1,0
1277,31-12-2025,tamil nadu,tiruppur,641602,2,0,0
1278,31-12-2025,tamil nadu,tiruppur,641605,2,0,0
1279,31-12-2025,tamil nadu,tiruppur,641606,2,0,0
1280,31-12-2025,tamil nadu,tiruppur,641654,7,6,0
1281,31-12-2025,tamil nadu,tiruppur,641664,2,2,0
1282,31-12-2025,tamil nadu,tiruppur,641667,1,0,0
1283,31-12-2025,tamil nadu,tiruppur,642203,2,0,0
1284,31-12-2025,tamil nadu,tiruvannamalai,604502,0,1,0
1285,31-12-2025,tamil nadu,tiruvannamalai,606603,2,0,0
1286,31-12-2025,tamil nadu,tiruvannamalai,606611,5,0,0
1287,31-12-2025,tamil nadu,tiruvannamalai,606708,6,2,0
1288,31-12-2025,tamil nadu,tiruvannamalai,606709,3,0,0
1289,31-12-2025,tamil nadu,tiruvannamalai,606752,3,0,0
1290,31-12-2025,tamil nadu,tiruvannamalai,606753,6,0,0
1291,31-12-2025,tamil nadu,tiruvannamalai,606754,2,0,0
1292,31-12-2025,tamil nadu,tiruvannamalai,606801,2,0,0
1293,31-12-2025,tamil nadu,vellore,631002,2,0,0
1294,31-12-2025,tamil nadu,vellore,631052,2,3,0
1295,31-12-2025,tamil nadu,vellore,631101,1,0,0
1296,31-12-2025,tamil nadu,vellore,631151,1,0,0
1297,31-12-2025,tamil nadu,vellore,632004,2,0,0
1298,31-12-2025,tamil nadu,vellore,632012,1,0,0
1299,31-12-2025,tamil nadu,vellore,632107,2,0,0
1300,31-12-2025,tamil nadu,vellore,632318,2,0,0
1301,31-12-2025,tamil nadu,vellore,632508,1,0,0
1302,31-12-2025,tamil nadu,vellore,632602,3,3,0
1303,31-12-2025,tamil nadu,vellore,635601,5,2,0
1304,31-12-2025,tamil nadu,vellore,635602,0,1,0
1305,31-12-2025,tamil nadu,vellore,635651,4,0,0
1306,31-12-2025,tamil nadu,vellore,635754,2,0,0
1307,31-12-2025,tamil nadu,vellore,635802,2,1,0
1308,31-12-2025,tamil nadu,vellore,635804,2,0,0
1309,31-12-2025,tamil nadu,vellore,635805,1,2,0
1310,31-12-2025,tamil nadu,viluppuram,604001,4,1,0
1311,31-12-2025,tamil nadu,viluppuram,605203,1,1,0
1312,31-12-2025,tamil nadu,viluppuram,606205,0,1,0
1313,31-12-2025,tamil nadu,viluppuram,606208,0,2,0
1314,31-12-2025,tamil nadu,viluppuram,607202,0,1,0
1315,31-12-2025,tamil nadu,virudhunagar,626112,2,1,0
1316,31-12-2025,tamil nadu,virudhunagar,626113,1,0,0
1317,31-12-2025,tamil nadu,virudhunagar,626123,3,1,0
1318,31-12-2025,tamil nadu,virudhunagar,626129,2,1,0
1319,31-12-2025,tamil nadu,virudhunagar,626142,1,0,0
1320,31-12-2025,tamil nadu,virudhunagar,626189,8,1,0
1321,31-12-2025,tamil nadu,virudhunagar,626201,1,0,0
1322,31-12-2025,tamil nadu,virudhunagar,626203,2,3,0
1323,31-12-2025,telangana,adilabad,504251,0,1,0
1324,31-12-2025,telangana,adilabad,504273,1,0,0
1325,31-12-2025,telangana,adilabad,504323,1,0,0
1326,31-12-2025,telangana,hanumakonda,506164,1,0,0
1327,31-12-2025,telangana,hanumakonda,506310,1,1,0
1328,31-12-2025,telangana,hanumakonda,506319,1,0,0
1329,31-12-2025,telangana,hyderabad,500004,2,2,0
1330,31-12-2025,telangana,hyderabad,500023,9,9,0
1331,31-12-2025,telangana,hyderabad,500027,6,4,0
1332,31-12-2025,telangana,hyderabad,500033,4,0,0
1333,31-12-2025,telangana,hyderabad,500036,6,2,0
1334,31-12-2025,telangana,hyderabad,500040,2,1,0
1335,31-12-2025,telangana,hyderabad,500045,4,5,1
1336,31-12-2025,telangana,hyderabad,500057,0,2,0
1337,31-12-2025,telangana,hyderabad,500061,4,2,0
1338,31-12-2025,telangana,hyderabad,500062,1,4,0
1339,31-12-2025,telangana,hyderabad,500095,0,1,0
1340,31-12-2025,telangana,hyderabad,500096,2,0,0
1341,31-12-2025,telangana,jagitial,505415,1,0,0
1342,31-12-2025,telangana,jagitial,505529,1,0,0
1343,31-12-2025,telangana,jangoan,506224,1,0,0
1344,31-12-2025,telangana,jangoan,506313,1,0,0
1345,31-12-2025,telangana,jogulamba gadwal,509135,2,0,0
1346,31-12-2025,telangana,kamareddy,503111,6,1,0
1347,31-12-2025,telangana,kamareddy,503123,1,0,0
1348,31-12-2025,telangana,karimnagar,505001,7,5,0
1349,31-12-2025,telangana,karimnagar,505303,1,0,0
1350,31-12-2025,telangana,karimnagar,505401,1,1,0
1351,31-12-2025,telangana,karimnagar,505452,3,3,0
1352,31-12-2025,telangana,karimnagar,505474,3,0,0
1353,31-12-2025,telangana,khammam,507115,0,1,0
1354,31-12-2025,telangana,khammam,507160,1,0,0
1355,31-12-2025,telangana,khammam,507163,3,1,0
1356,31-12-2025,telangana,khammam,507210,0,1,0
1357,31-12-2025,telangana,khammam,507305,0,1,0
1358,31-12-2025,telangana,mahabubabad,506101,1,1,0
1359,31-12-2025,telangana,mahabubabad,506135,3,0,0
1360,31-12-2025,telangana,mahabubabad,506163,2,1,0
1361,31-12-2025,telangana,mahabubnagar,509103,1,1,0
1362,31-12-2025,telangana,mahabubnagar,509129,3,0,0
1363,31-12-2025,telangana,mahabubnagar,509152,1,0,0
1364,31-12-2025,telangana,mahabubnagar,509203,3,2,0
1365,31-12-2025,telangana,mahabubnagar,509204,2,4,0
1366,31-12-2025,telangana,mahabubnagar,509206,1,0,0
1367,31-12-2025,telangana,mahabubnagar,509235,2,1,0
1368,31-12-2025,telangana,mahabubnagar,509311,1,0,0
1369,31-12-2025,telangana,mahabubnagar,509320,4,0,0
1370,31-12-2025,telangana,mahabubnagar,509321,0,1,0
1371,31-12-2025,telangana,mahabubnagar,509336,1,1,0
1372,31-12-2025,telangana,mahabubnagar,509339,2,3,0
1373,31-12-2025,telangana,mahabubnagar,509350,1,0,0
1374,31-12-2025,telangana,mahabubnagar,509353,1,0,0
1375,31-12-2025,telangana,mahabubnagar,509371,4,3,0
1376,31-12-2025,telangana,mahabubnagar,509380,1,0,0
1377,31-12-2025,telangana,mahabubnagar,509409,2,3,0
1378,31-12-2025,telangana,mahabubnagar,509410,0,1,0
1379,31-12-2025,telangana,mancherial,504204,0,1,0
1380,31-12-2025,telangana,mancherial,504208,4,1,0
1381,31-12-2025,telangana,mancherial,504209,0,1,0
1382,31-12-2025,telangana,mancherial,504214,5,1,0
1383,31-12-2025,telangana,mancherial,504231,0,1,0
1384,31-12-2025,telangana,medak,502032,2,1,0
1385,31-12-2025,telangana,medak,502109,1,0,0
1386,31-12-2025,telangana,medak,502117,1,0,0
1387,31-12-2025,telangana,medak,502210,0,1,0
1388,31-12-2025,telangana,medak,502220,2,1,0
1389,31-12-2025,telangana,medak,502221,2,0,0
1390,31-12-2025,telangana,medak,502248,2,0,0
1391,31-12-2025,telangana,medak,502257,1,0,0
1392,31-12-2025,telangana,medak,502269,2,1,0
1393,31-12-2025,telangana,medak,502280,2,0,0
1394,31-12-2025,telangana,medak,502291,2,1,0
1395,31-12-2025,telangana,medak,502295,1,0,0
1396,31-12-2025,telangana,medak,502296,4,1,0
1397,31-12-2025,telangana,medak,502301,1,0,0
1398,31-12-2025,telangana,medak,502306,0,1,0
1399,31-12-2025,telangana,medak,502334,2,2,0
1400,31-12-2025,telangana,mulugu,506344,1,1,0
1401,31-12-2025,telangana,mulugu,506345,1,0,0
1402,31-12-2025,telangana,nagarkurnool,509102,2,2,0
1403,31-12-2025,telangana,nagarkurnool,509206,1,0,0
1404,31-12-2025,telangana,nalgonda,508101,2,0,0
1405,31-12-2025,telangana,nalgonda,508114,2,0,0
1406,31-12-2025,telangana,nalgonda,508116,2,0,0
1407,31-12-2025,telangana,nalgonda,508204,0,2,0
1408,31-12-2025,telangana,nalgonda,508243,3,5,0
1409,31-12-2025,telangana,nalgonda,508253,1,0,0
1410,31-12-2025,telangana,nalgonda,508256,3,1,0
1411,31-12-2025,telangana,nalgonda,508286,1,0,0
1412,31-12-2025,telangana,narayanpet,509371,1,0,0
1413,31-12-2025,telangana,nizamabad,503002,3,0,0
1414,31-12-2025,telangana,nizamabad,503120,2,0,0
1415,31-12-2025,telangana,nizamabad,503202,1,1,0
1416,31-12-2025,telangana,nizamabad,503206,1,1,0
1417,31-12-2025,telangana,nizamabad,503212,3,0,0
1418,31-12-2025,telangana,nizamabad,503219,0,1,0
1419,31-12-2025,telangana,nizamabad,503225,1,0,0
1420,31-12-2025,telangana,nizamabad,503230,1,1,0
1421,31-12-2025,telangana,nizamabad,503302,3,1,0
1422,31-12-2025,telangana,nizamabad,503307,2,2,0
1423,31-12-2025,telangana,nizamabad,503311,4,1,0
1424,31-12-2025,telangana,peddapalli,505153,0,1,0
1425,31-12-2025,telangana,rajanna sircilla,505301,3,0,0
1426,31-12-2025,telangana,rajanna sircilla,505307,1,0,0
1427,31-12-2025,telangana,rajanna sircilla,505402,1,0,0
1428,31-12-2025,telangana,rajanna sircilla,505403,2,0,0
1429,31-12-2025,telangana,rajanna sircilla,505404,4,1,0
1430,31-12-2025,telangana,sangareddy,502221,0,1,0
1431,31-12-2025,telangana,sangareddy,502285,1,0,0
1432,31-12-2025,telangana,sangareddy,502318,0,1,0
1433,31-12-2025,telangana,siddipet,502102,3,0,0
1434,31-12-2025,telangana,siddipet,502276,1,0,0
1435,31-12-2025,telangana,siddipet,502281,2,0,0
1436,31-12-2025,telangana,siddipet,505466,1,0,0
1437,31-12-2025,telangana,siddipet,506223,4,0,0
1438,31-12-2025,telangana,suryapet,508201,1,0,0
1439,31-12-2025,telangana,suryapet,508204,4,1,0
1440,31-12-2025,telangana,suryapet,508212,1,0,0
1441,31-12-2025,telangana,vikarabad,501142,1,3,0
1442,31-12-2025,telangana,vikarabad,501203,0,1,0
1443,31-12-2025,telangana,vikarabad,501501,3,1,0
1444,31-12-2025,telangana,vikarabad,509338,1,0,0
1445,31-12-2025,telangana,warangal,506101,3,2,0
1446,31-12-2025,telangana,warangal,506252,1,0,0
1447,31-12-2025,telangana,warangal,506315,1,0,0
1448,31-12-2025,telangana,warangal,506356,1,0,0
1449,31-12-2025,telangana,warangal,506365,1,1,0
1450,31-12-2025,uttar pradesh,agra,283104,10,12,0
1451,31-12-2025,uttar pradesh,agra,283124,5,6,0
1452,31-12-2025,uttar pradesh,agra,283125,30,26,0
1453,31-12-2025,uttar pradesh,aligarh,202121,8,6,1
1454,31-12-2025,uttar pradesh,aligarh,202125,16,6,1
1455,31-12-2025,uttar pradesh,aligarh,202126,6,5,0
1456,31-12-2025,uttar pradesh,aligarh,202133,8,12,1
1457,31-12-2025,uttar pradesh,aligarh,202134,1,8,0
1458,31-12-2025,uttar pradesh,aligarh,202138,2,8,0
1459,31-12-2025,uttar pradesh,aligarh,202140,2,4,0
1460,31-12-2025,uttar pradesh,aligarh,202143,1,1,0
1461,31-12-2025,uttar pradesh,aligarh,202145,1,1,0
1462,31-12-2025,uttar pradesh,aligarh,202150,5,0,0
1463,31-12-2025,uttar pradesh,aligarh,204101,1,0,0
1464,31-12-2025,uttar pradesh,ambedkar nagar,224143,4,6,0
1465,31-12-2025,uttar pradesh,ambedkar nagar,224145,9,6,0
1466,31-12-2025,uttar pradesh,ambedkar nagar,224155,0,5,0
1467,31-12-2025,uttar pradesh,ambedkar nagar,224168,8,4,0
1468,31-12-2025,uttar pradesh,amethi,227405,6,6,0
1469,31-12-2025,uttar pradesh,amethi,227408,1,4,0
1470,31-12-2025,uttar pradesh,amethi,227412,0,8,0
1471,31-12-2025,uttar pradesh,amethi,227801,9,11,0
1472,31-12-2025,uttar pradesh,amethi,227817,1,4,0
1473,31-12-2025,uttar pradesh,amethi,228159,5,9,0
1474,31-12-2025,uttar pradesh,amethi,229304,4,5,0
1475,31-12-2025,uttar pradesh,amethi,229801,0,3,0
1476,31-12-2025,uttar pradesh,amethi,229802,3,1,0
1477,31-12-2025,uttar pradesh,amroha,244102,2,4,1
1478,31-12-2025,uttar pradesh,amroha,244241,55,26,0
1479,31-12-2025,uttar pradesh,ayodhya,224234,1,0,0
1480,31-12-2025,uttar pradesh,azamgarh,276001,10,26,0
1481,31-12-2025,uttar pradesh,azamgarh,276121,7,10,0
1482,31-12-2025,uttar pradesh,azamgarh,276122,0,10,0
1483,31-12-2025,uttar pradesh,azamgarh,276126,0,9,0
1484,31-12-2025,uttar pradesh,azamgarh,276137,0,8,0
1485,31-12-2025,uttar pradesh,azamgarh,276138,1,10,0
