date,state,district,pincode,age_0_5,age_5_17,age_18_greater
04-09-2025,assam,sivasagar,785697,1,4,0
04-09-2025,bihar,aurangabad,824123,1,0,0
04-09-2025,bihar,purbi champaran,845303,0,2,0
04-09-2025,bihar,samastipur,848101,0,2,0
04-09-2025,gujarat,ahmedabad,380005,1,0,0
04-09-2025,gujarat,ahmedabad,380008,1,0,0
04-09-2025,gujarat,ahmedabad,380051,2,0,0
04-09-2025,gujarat,banas kantha,385130,2,1,0
04-09-2025,gujarat,banas kantha,385320,8,10,5
04-09-2025,gujarat,banas kantha,385515,2,2,0
04-09-2025,gujarat,banas kantha,385530,8,6,0
04-09-2025,gujarat,banas kantha,385540,2,4,0
04-09-2025,jammu and kashmir,budgam,191113,2,1,0
04-09-2025,jammu and kashmir,bandipora,193502,13,1,0
04-09-2025,jammu and kashmir,baramulla,193202,2,0,0
04-09-2025,jharkhand,garhwa,822114,2,0,0
04-09-2025,jharkhand,koderma,825318,1,0,0
04-09-2025,karnataka,bagalkote,587111,4,0,0
04-09-2025,karnataka,bagalkote,587116,6,1,0
04-09-2025,karnataka,bagalkote,587122,5,0,0
04-09-2025,karnataka,bagalkote,587124,1,1,0
04-09-2025,karnataka,bagalkote,587206,3,1,0
04-09-2025,karnataka,bagalkote,587301,4,1,0
04-09-2025,karnataka,bagalkote,587314,3,0,0
04-09-2025,karnataka,bengaluru rural,560087,1,0,1
04-09-2025,karnataka,bengaluru rural,561205,1,0,0
04-09-2025,karnataka,bengaluru rural,562111,4,0,0
04-09-2025,karnataka,bengaluru rural,562114,2,0,0
04-09-2025,karnataka,bengaluru rural,562135,1,0,0
04-09-2025,karnataka,chamarajanagar,571109,3,1,0
04-09-2025,karnataka,chamarajanagar,571127,5,0,0
04-09-2025,karnataka,chamarajanagar,571443,1,0,0
04-09-2025,karnataka,chamarajanagar,571111,3,0,0
04-09-2025,karnataka,chikkamagaluru,577101,1,0,0
04-09-2025,karnataka,chikkamagaluru,577121,1,0,0
04-09-2025,karnataka,chikkaballapura,561207,6,1,0
04-09-2025,karnataka,chikkaballapura,561210,4,0,0
04-09-2025,karnataka,chikkaballapura,562101,3,0,0
04-09-2025,karnataka,chikkaballapura,562103,3,0,0
04-09-2025,karnataka,chikkaballapura,562105,3,0,0
04-09-2025,karnataka,davanagere,577001,8,0,0
04-09-2025,karnataka,davanagere,577219,2,0,0
04-09-2025,karnataka,davanagere,577521,1,0,0
04-09-2025,karnataka,davanagere,577589,2,0,0
04-09-2025,karnataka,davanagere,583131,1,1,0
04-09-2025,karnataka,gadag,582101,3,0,0
04-09-2025,karnataka,hassan,573116,1,0,0
04-09-2025,karnataka,hassan,573130,1,0,0
04-09-2025,karnataka,hassan,573211,1,0,0
04-09-2025,karnataka,shivamogga,577201,3,0,0
04-09-2025,karnataka,shivamogga,577216,2,0,0
04-09-2025,karnataka,shivamogga,577222,1,0,0
04-09-2025,karnataka,shivamogga,577415,2,0,0
04-09-2025,karnataka,shivamogga,577423,2,0,0
04-09-2025,karnataka,shivamogga,577427,3,0,0
04-09-2025,karnataka,shivamogga,577450,2,0,0
04-09-2025,karnataka,tumakuru,561202,4,0,0
04-09-2025,karnataka,tumakuru,572103,1,0,0
04-09-2025,karnataka,tumakuru,572116,1,0,0
04-09-2025,karnataka,tumakuru,572120,1,0,0
04-09-2025,karnataka,tumakuru,572122,1,0,0
04-09-2025,karnataka,tumakuru,572128,0,1,0
04-09-2025,karnataka,tumakuru,572223,1,0,0
04-09-2025,madhya pradesh,agar-malwa,465441,7,1,0
04-09-2025,madhya pradesh,ashoknagar,473335,18,5,1
04-09-2025,madhya pradesh,ashoknagar,473446,28,12,0
04-09-2025,madhya pradesh,harda,461251,1,0,0
04-09-2025,madhya pradesh,narsimhapur,487001,2,2,0
04-09-2025,madhya pradesh,narsimhapur,487114,2,0,0
04-09-2025,madhya pradesh,narsimhapur,487118,6,4,0
04-09-2025,madhya pradesh,narsimhapur,487221,1,0,0
04-09-2025,madhya pradesh,narsimhapur,487881,0,3,0
04-09-2025,maharashtra,buldhana,443201,0,1,0
04-09-2025,maharashtra,gondia,441614,20,0,0
04-09-2025,maharashtra,nandurbar,425415,1,0,0
04-09-2025,maharashtra,nandurbar,425418,1,0,0
04-09-2025,odisha,jagatsinghapur,754139,1,0,0
04-09-2025,odisha,jajpur,754023,3,0,0
04-09-2025,odisha,jajpur,755008,1,0,0
04-09-2025,odisha,jajpur,755015,1,0,0
04-09-2025,odisha,jajpur,755043,1,1,0
04-09-2025,odisha,jajpur,758025,1,0,0
04-09-2025,odisha,keonjhar,758002,1,0,0
04-09-2025,odisha,keonjhar,758015,4,0,0
04-09-2025,odisha,keonjhar,758016,3,1,0
04-09-2025,odisha,keonjhar,758017,2,0,0
04-09-2025,odisha,keonjhar,758020,1,0,0
04-09-2025,odisha,khordha,751003,1,1,0
04-09-2025,odisha,khordha,752019,1,0,0
04-09-2025,odisha,khordha,752066,2,0,0
04-09-2025,odisha,khordha,752100,1,0,0
04-09-2025,odisha,khordha,752101,0,1,0
04-09-2025,odisha,khordha,752102,1,0,0
04-09-2025,odisha,nabarangpur,764061,3,4,0
04-09-2025,odisha,nabarangpur,764076,12,2,0
04-09-2025,odisha,nabarangpur,764078,3,2,0
04-09-2025,uttar pradesh,firozabad,224182,2,2,0
04-09-2025,uttar pradesh,mahrajganj,273157,4,8,1
04-09-2025,uttar pradesh,mahrajganj,273158,2,3,0
04-09-2025,uttar pradesh,mahrajganj,273303,4,15,0
04-09-2025,uttar pradesh,mahrajganj,273304,7,6,0
04-09-2025,west bengal,darjeeling,734203,1,0,0
04-09-2025,west bengal,darjeeling,734301,2,0,0
04-09-2025,west bengal,malda,732103,2,0,0
04-09-2025,west bengal,malda,732128,3,0,0
04-09-2025,west bengal,malda,732141,3,1,0
04-09-2025,west bengal,malda,732207,2,0,0
04-09-2025,west bengal,purulia,723102,3,0,0
04-09-2025,west bengal,purulia,723129,11,0,0
04-09-2025,west bengal,purulia,723133,0,2,0
04-09-2025,west bengal,purulia,723143,15,0,0
04-09-2025,west bengal,purulia,723148,5,1,0
04-09-2025,west bengal,purulia,723155,4,4,1
04-09-2025,west bengal,purulia,723163,0,1,0
04-09-2025,west bengal,purulia,723213,11,1,0
04-09-2025,odisha,sonepur,767017,1,0,0
04-09-2025,odisha,sundargarh,769002,1,0,0
04-09-2025,odisha,sundargarh,770016,4,0,0
04-09-2025,odisha,sundargarh,770074,1,0,0
04-09-2025,punjab,ferozepur,152003,0,1,0
04-09-2025,punjab,shahid bhagat singh nagar,144632,1,0,0
04-09-2025,rajasthan,dholpur,328030,1,0,0
04-09-2025,rajasthan,jalore,307515,3,1,0
04-09-2025,rajasthan,jalore,343023,2,0,0
04-09-2025,rajasthan,jalore,343029,10,4,0
04-09-2025,rajasthan,jalore,343040,27,17,0
04-09-2025,rajasthan,jhunjhunu,332746,4,0,0
04-09-2025,rajasthan,jhunjhunu,333028,7,0,0
04-09-2025,rajasthan,jhunjhunu,333307,10,2,0
04-09-2025,rajasthan,jhunjhunu,333502,5,2,0
04-09-2025,rajasthan,jhunjhunu,333504,4,3,0
04-09-2025,rajasthan,jhunjhunu,333515,0,1,0
04-09-2025,tamil nadu,kanniyakumari,629169,1,0,0
04-09-2025,tamil nadu,kanniyakumari,629172,4,0,0
04-09-2025,tamil nadu,kanniyakumari,629401,1,0,0
04-09-2025,tamil nadu,kanniyakumari,629802,1,0,0
04-09-2025,tamil nadu,kanniyakumari,629810,1,0,0
04-09-2025,tamil nadu,tirupathur,635702,2,0,0
04-09-2025,tamil nadu,thiruvallur,600049,2,0,0
04-09-2025,tamil nadu,thiruvallur,600052,2,0,0
04-09-2025,tamil nadu,thiruvallur,600055,1,0,0
04-09-2025,tamil nadu,thiruvallur,600057,1,0,0
04-09-2025,tamil nadu,thiruvallur,600060,3,1,0
04-09-2025,tamil nadu,thiruvallur,600065,1,0,0
04-09-2025,tamil nadu,thiruvallur,600116,4,1,0
04-09-2025,tamil nadu,thiruvallur,600120,1,2,0
04-09-2025,tamil nadu,thiruvallur,601203,1,1,0
04-09-2025,tamil nadu,thiruvallur,602002,0,1,0
04-09-2025,tamil nadu,thiruvallur,631203,1,1,0
04-09-2025,tamil nadu,thiruvallur,631207,0,1,0
04-09-2025,tamil nadu,viluppuram,604204,1,0,0
04-09-2025,tamil nadu,viluppuram,604302,2,0,0
04-09-2025,tamil nadu,viluppuram,605108,3,0,0
04-09-2025,tamil nadu,viluppuram,605402,2,0,0
04-09-2025,tamil nadu,viluppuram,606102,2,0,0
04-09-2025,tamil nadu,viluppuram,606201,1,0,0
04-09-2025,tamil nadu,viluppuram,606402,1,0,0
04-09-2025,telangana,jayashankar bhupalapally,505503,2,2,0
04-09-2025,telangana,jayashankar bhupalapally,506164,1,0,0
04-09-2025,telangana,ranga reddy,501511,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515001,2,1,0
04-09-2025,andhra pradesh,ananthapuramu,515301,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515321,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515408,2,0,0
04-09-2025,andhra pradesh,ananthapuramu,515411,1,1,0
04-09-2025,andhra pradesh,ananthapuramu,515751,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515803,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515822,2,0,0
04-09-2025,andhra pradesh,ananthapuramu,515201,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515271,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515408,1,0,0
04-09-2025,andhra pradesh,ananthapuramu,515863,1,0,0
04-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,533255,1,0,0
04-09-2025,assam,sivasagar,785680,1,0,0
04-09-2025,assam,sivasagar,785686,5,1,0
04-09-2025,bihar,purbi champaran,845415,1,0,0
04-09-2025,bihar,purbi champaran,845417,2,0,0
04-09-2025,bihar,purnia,854301,0,3,0
04-09-2025,tamil nadu,viluppuram,604001,2,0,0
04-09-2025,tamil nadu,viluppuram,604151,3,1,0
04-09-2025,tamil nadu,viluppuram,604301,3,0,0
04-09-2025,tamil nadu,viluppuram,605107,1,0,0
04-09-2025,tamil nadu,viluppuram,605203,1,1,0
04-09-2025,tamil nadu,viluppuram,605751,1,0,0
04-09-2025,tamil nadu,viluppuram,606401,2,0,0
04-09-2025,tamil nadu,viluppuram,607203,1,0,0
04-09-2025,tamil nadu,viluppuram,607204,1,0,0
04-09-2025,telangana,jayashankar bhupalapally,506356,3,0,0
04-09-2025,telangana,jayashankar bhupalapally,506366,1,0,0
04-09-2025,telangana,ranga reddy,501505,1,0,0
04-09-2025,uttar pradesh,bulandshahr,203155,1,0,0
04-09-2025,uttar pradesh,bulandshahr,203205,0,1,0
04-09-2025,uttar pradesh,firozabad,224126,1,1,0
04-09-2025,uttar pradesh,firozabad,224127,4,1,0
04-09-2025,uttar pradesh,firozabad,224171,1,1,0
04-09-2025,uttar pradesh,firozabad,224204,6,1,0
04-09-2025,uttar pradesh,firozabad,224225,0,1,0
04-09-2025,uttar pradesh,firozabad,225402,4,3,0
04-09-2025,uttar pradesh,firozabad,225411,8,1,0
04-09-2025,uttar pradesh,mahrajganj,273151,6,8,0
04-09-2025,uttar pradesh,mahrajganj,273161,0,8,0
04-09-2025,uttar pradesh,mahrajganj,273165,2,1,0
04-09-2025,uttar pradesh,mahrajganj,273301,3,3,0
04-09-2025,uttar pradesh,mahrajganj,273305,7,5,1
04-09-2025,west bengal,darjeeling,734003,1,1,0
04-09-2025,west bengal,howrah,711303,0,1,0
04-09-2025,west bengal,malda,732205,3,3,0
04-09-2025,west bengal,purulia,723149,2,0,0
04-09-2025,west bengal,purulia,723201,9,6,0
04-09-2025,gujarat,ahmedabad,380028,1,0,0
04-09-2025,gujarat,ahmedabad,380061,1,0,0
04-09-2025,gujarat,ahmedabad,382440,0,1,0
04-09-2025,gujarat,banas kantha,385120,24,5,0
04-09-2025,gujarat,banas kantha,385505,4,1,0
04-09-2025,gujarat,banas kantha,385550,3,4,2
04-09-2025,gujarat,banas kantha,385565,4,7,0
04-09-2025,jammu and kashmir,baramulla,193301,1,0,0
04-09-2025,jammu and kashmir,bandipora,193503,2,1,0
04-09-2025,jammu and kashmir,baramulla,193122,5,0,0
04-09-2025,jammu and kashmir,baramulla,193201,8,4,0
04-09-2025,jharkhand,garhwa,822124,2,0,0
04-09-2025,jharkhand,koderma,825409,2,0,0
04-09-2025,jharkhand,pakur,816104,2,4,0
04-09-2025,jharkhand,pakur,816107,4,2,0
04-09-2025,karnataka,bagalkote,587204,1,0,0
04-09-2025,karnataka,bagalkote,587207,2,0,0
04-09-2025,karnataka,bagalkote,587101,1,0,0
04-09-2025,karnataka,bengaluru rural,560067,2,1,0
04-09-2025,karnataka,bengaluru rural,562122,2,0,0
04-09-2025,karnataka,bengaluru rural,562129,3,0,0
04-09-2025,karnataka,bengaluru rural,562132,1,0,0
04-09-2025,karnataka,chamarajanagar,571440,7,1,0
04-09-2025,karnataka,chikkaballapura,561209,2,0,0
04-09-2025,karnataka,chikkaballapura,561211,0,1,0
04-09-2025,karnataka,chikkaballapura,563125,2,0,0
04-09-2025,karnataka,chikkamagaluru,577101,1,0,0
04-09-2025,karnataka,chikkamagaluru,577102,1,0,0
04-09-2025,karnataka,davanagere,577516,2,0,0
04-09-2025,karnataka,davanagere,577528,4,0,0
04-09-2025,karnataka,davanagere,577601,1,1,0
04-09-2025,karnataka,gadag,582118,1,1,0
04-09-2025,karnataka,shivamogga,577214,1,0,0
04-09-2025,karnataka,shivamogga,577232,2,0,0
04-09-2025,karnataka,shivamogga,577416,1,0,0
04-09-2025,karnataka,shivamogga,577426,0,1,0
04-09-2025,karnataka,tumakuru,572105,1,0,0
04-09-2025,karnataka,tumakuru,572124,1,0,0
04-09-2025,karnataka,tumakuru,572127,1,0,0
04-09-2025,karnataka,tumakuru,572214,2,0,0
04-09-2025,karnataka,tumakuru,572225,1,0,0
04-09-2025,madhya pradesh,agar-malwa,465445,8,3,0
04-09-2025,madhya pradesh,ashoknagar,473101,0,1,0
04-09-2025,madhya pradesh,ashoknagar,473440,1,3,0
04-09-2025,madhya pradesh,narsimhapur,487551,2,3,0
04-09-2025,madhya pradesh,narsimhapur,487771,0,1,0
04-09-2025,maharashtra,buldhana,443101,2,0,0
04-09-2025,maharashtra,buldhana,443203,1,1,0
04-09-2025,maharashtra,buldhana,443402,4,1,0
04-09-2025,maharashtra,buldhana,444301,1,0,0
04-09-2025,maharashtra,gondia,441807,5,0,0
04-09-2025,maharashtra,gondia,441902,10,0,0
04-09-2025,mizoram,siaha,796901,0,1,0
04-09-2025,odisha,keonjhar,756121,1,0,0
04-09-2025,odisha,keonjhar,758025,0,1,0
04-09-2025,odisha,keonjhar,758030,1,1,0
04-09-2025,odisha,keonjhar,758047,2,4,0
04-09-2025,odisha,khordha,751016,0,1,0
04-09-2025,odisha,khordha,752020,1,0,0
04-09-2025,odisha,khordha,752027,1,1,0
04-09-2025,odisha,khordha,752050,2,0,0
04-09-2025,odisha,khordha,752055,1,0,0
04-09-2025,odisha,khordha,752062,1,0,0
04-09-2025,odisha,khordha,752064,2,0,0
04-09-2025,odisha,nabarangpur,764070,9,2,0
04-09-2025,odisha,sonepur,767016,7,0,0
04-09-2025,odisha,sonepur,767018,5,0,0
04-09-2025,odisha,sonepur,767023,5,1,0
04-09-2025,odisha,sundargarh,769003,1,0,0
04-09-2025,odisha,sundargarh,769006,1,0,0
04-09-2025,odisha,sundargarh,769015,2,0,0
04-09-2025,odisha,sundargarh,770002,1,1,0
04-09-2025,odisha,sundargarh,770014,2,0,0
04-09-2025,odisha,sundargarh,770031,1,0,0
04-09-2025,odisha,sundargarh,770034,1,0,0
04-09-2025,odisha,sundargarh,770036,5,1,0
04-09-2025,odisha,sundargarh,770070,1,1,0
04-09-2025,punjab,ferozepur,152002,2,1,0
04-09-2025,rajasthan,chittorgarh,312001,1,0,0
04-09-2025,rajasthan,jalore,307030,4,4,0
04-09-2025,rajasthan,jalore,307803,3,0,0
04-09-2025,rajasthan,jalore,343024,3,1,0
04-09-2025,rajasthan,jalore,343025,4,0,0
04-09-2025,rajasthan,jalore,343027,2,1,0
04-09-2025,rajasthan,jalore,343039,0,2,0
04-09-2025,rajasthan,jalore,343042,2,1,0
04-09-2025,rajasthan,jalore,343049,0,2,0
04-09-2025,rajasthan,jhunjhunu,332716,2,2,0
04-09-2025,rajasthan,jhunjhunu,333023,1,1,0
04-09-2025,rajasthan,jhunjhunu,333025,7,0,0
04-09-2025,rajasthan,jhunjhunu,333304,2,0,0
04-09-2025,rajasthan,jhunjhunu,333305,2,1,0
04-09-2025,rajasthan,jhunjhunu,333503,4,1,0
04-09-2025,rajasthan,jhunjhunu,333514,0,1,0
04-09-2025,rajasthan,jhunjhunu,333516,8,2,0
04-09-2025,tamil nadu,kanniyakumari,629002,1,0,0
04-09-2025,tamil nadu,kanniyakumari,629151,1,0,0
04-09-2025,tamil nadu,kanniyakumari,629159,2,0,0
04-09-2025,tamil nadu,kanniyakumari,629177,1,0,0
04-09-2025,tamil nadu,thiruvallur,600050,1,0,0
04-09-2025,tamil nadu,thiruvallur,600051,1,0,0
04-09-2025,tamil nadu,thiruvallur,600053,4,0,0
04-09-2025,tamil nadu,thiruvallur,600054,0,2,0
04-09-2025,tamil nadu,thiruvallur,600062,7,2,0
04-09-2025,tamil nadu,thiruvallur,600066,5,3,0
04-09-2025,tamil nadu,thiruvallur,601201,9,2,0
04-09-2025,tamil nadu,thiruvallur,601204,1,1,0
04-09-2025,tamil nadu,thiruvallur,602021,3,0,0
04-09-2025,tamil nadu,thiruvallur,602024,5,0,0
04-09-2025,tamil nadu,thiruvallur,602108,1,0,0
04-09-2025,tamil nadu,thiruvallur,631302,3,2,0
05-09-2025,assam,sivasagar,785666,1,0,0
05-09-2025,assam,south salmara mancachar,783127,1,0,0
05-09-2025,assam,south salmara mancachar,783131,6,1,0
05-09-2025,bihar,purnia,854337,1,0,0
05-09-2025,gujarat,ahmedabad,380016,1,0,0
05-09-2025,gujarat,banas kantha,385120,0,2,0
05-09-2025,jammu and kashmir,budgam,191111,13,3,0
05-09-2025,jammu and kashmir,bandipora,193504,1,0,0
05-09-2025,jammu and kashmir,baramulla,193198,1,0,0
05-09-2025,jharkhand,garhwa,822128,1,0,0
05-09-2025,jharkhand,sahebganj,816101,3,3,0
05-09-2025,karnataka,bagalkote,587117,4,0,0
05-09-2025,karnataka,bagalkote,587201,1,0,0
05-09-2025,karnataka,bagalkote,587313,2,0,0
05-09-2025,karnataka,bengaluru rural,562114,1,0,0
05-09-2025,karnataka,bengaluru rural,562129,1,0,0
05-09-2025,karnataka,davanagere,577004,2,3,0
05-09-2025,karnataka,davanagere,577005,1,0,0
05-09-2025,karnataka,tumakuru,572104,1,0,0
05-09-2025,karnataka,tumakuru,572141,0,1,0
05-09-2025,maharashtra,gondia,441807,1,0,0
05-09-2025,maharashtra,mumbai suburban,400092,0,1,0
05-09-2025,odisha,angul,759118,1,1,0
05-09-2025,odisha,boudh,762016,1,0,0
05-09-2025,odisha,boudh,762018,2,0,0
05-09-2025,odisha,bargarh,768107,1,0,0
05-09-2025,odisha,bargarh,768108,8,0,0
05-09-2025,odisha,bargarh,768121,1,0,0
05-09-2025,odisha,jagatsinghapur,754102,1,0,0
05-09-2025,odisha,jajpur,754205,2,0,0
05-09-2025,odisha,jajpur,755004,1,1,0
05-09-2025,odisha,jajpur,755007,1,0,0
05-09-2025,odisha,jajpur,755009,4,0,0
05-09-2025,odisha,jajpur,755023,3,1,0
05-09-2025,odisha,jajpur,755026,1,0,0
05-09-2025,odisha,keonjhar,758027,1,0,0
05-09-2025,odisha,keonjhar,758030,1,0,0
05-09-2025,odisha,keonjhar,758083,2,0,0
05-09-2025,odisha,khordha,752023,3,0,0
05-09-2025,odisha,khordha,752027,2,0,0
05-09-2025,odisha,khordha,752100,0,1,0
05-09-2025,odisha,nabarangpur,764058,1,0,0
05-09-2025,odisha,nabarangpur,764070,1,0,0
05-09-2025,odisha,nabarangpur,764071,4,0,0
05-09-2025,odisha,sonepur,767018,4,1,0
05-09-2025,odisha,sonepur,767020,1,0,0
05-09-2025,odisha,sonepur,767023,9,1,0
05-09-2025,odisha,sundargarh,769004,1,1,0
05-09-2025,odisha,sundargarh,770031,1,0,0
05-09-2025,odisha,sundargarh,770035,3,0,0
05-09-2025,rajasthan,dholpur,328001,0,1,0
05-09-2025,rajasthan,jalore,307029,9,1,0
05-09-2025,rajasthan,jalore,343022,1,0,0
05-09-2025,rajasthan,jalore,343030,3,1,0
05-09-2025,rajasthan,jalore,343041,6,4,0
05-09-2025,rajasthan,jalore,343049,4,2,0
05-09-2025,rajasthan,jhunjhunu,332716,0,1,0
05-09-2025,rajasthan,jhunjhunu,332746,1,0,0
05-09-2025,rajasthan,jhunjhunu,333021,1,0,0
05-09-2025,rajasthan,jhunjhunu,333023,1,0,0
05-09-2025,rajasthan,jhunjhunu,333025,1,0,0
05-09-2025,rajasthan,jhunjhunu,333027,3,0,0
05-09-2025,rajasthan,jhunjhunu,333029,1,0,0
05-09-2025,rajasthan,jhunjhunu,333302,1,1,0
05-09-2025,rajasthan,jhunjhunu,333502,2,0,0
05-09-2025,rajasthan,jhunjhunu,333503,3,0,0
05-09-2025,tamil nadu,thiruvallur,600049,1,0,0
05-09-2025,tamil nadu,thiruvallur,602024,2,0,0
05-09-2025,telangana,jayashankar bhupalapally,506168,1,0,0
05-09-2025,telangana,jayashankar bhupalapally,506356,1,0,0
05-09-2025,uttar pradesh,firozabad,224001,1,2,0
05-09-2025,uttar pradesh,firozabad,224164,1,0,0
05-09-2025,uttar pradesh,firozabad,224228,1,0,0
05-09-2025,uttar pradesh,firozabad,224229,0,1,0
05-09-2025,uttar pradesh,mahrajganj,273151,1,1,0
05-09-2025,uttar pradesh,mahrajganj,273157,1,3,1
05-09-2025,uttar pradesh,mahrajganj,273158,1,4,0
05-09-2025,uttar pradesh,mahrajganj,273304,0,2,0
05-09-2025,uttarakhand,haridwar,247663,1,1,0
05-09-2025,west bengal,malda,732142,1,0,0
05-09-2025,west bengal,malda,732210,1,0,0
05-09-2025,west bengal,purulia,723127,8,2,0
05-09-2025,west bengal,purulia,723149,1,0,0
05-09-2025,west bengal,purulia,723151,2,0,0
05-09-2025,west bengal,purulia,723152,10,0,0
05-09-2025,west bengal,purulia,723201,11,1,0
05-09-2025,west bengal,purulia,723202,9,1,0
05-09-2025,west bengal,purulia,723212,20,2,0
05-09-2025,west bengal,purulia,723213,7,1,0
05-09-2025,west bengal,purulia,723214,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515271,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515801,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515867,4,0,0
05-09-2025,andhra pradesh,ananthapuramu,515871,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515301,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515411,2,0,0
05-09-2025,andhra pradesh,ananthapuramu,515425,1,0,0
05-09-2025,andhra pradesh,ananthapuramu,515701,1,0,0
05-09-2025,assam,sivasagar,785697,1,0,0
05-09-2025,assam,south salmara mancachar,783135,7,1,0
05-09-2025,rajasthan,jalore,307030,5,0,0
05-09-2025,rajasthan,jalore,343025,1,0,0
05-09-2025,rajasthan,jalore,343027,1,0,0
05-09-2025,rajasthan,jhunjhunu,331028,1,0,0
05-09-2025,rajasthan,jhunjhunu,333026,11,0,0
05-09-2025,rajasthan,jhunjhunu,333034,1,0,0
05-09-2025,rajasthan,jhunjhunu,333036,5,4,0
05-09-2025,rajasthan,jhunjhunu,333307,4,1,0
05-09-2025,rajasthan,jhunjhunu,333501,3,0,0
05-09-2025,rajasthan,jhunjhunu,333516,2,0,0
05-09-2025,tamil nadu,thiruvallur,600037,1,1,0
05-09-2025,tamil nadu,thiruvallur,600051,1,0,0
05-09-2025,tamil nadu,thiruvallur,600053,0,1,0
05-09-2025,tamil nadu,thiruvallur,600068,1,0,0
05-09-2025,tamil nadu,thiruvallur,600076,1,0,0
05-09-2025,uttar pradesh,firozabad,224121,2,1,0
05-09-2025,uttar pradesh,firozabad,224127,0,1,0
05-09-2025,uttar pradesh,firozabad,224189,1,2,0
05-09-2025,uttar pradesh,firozabad,224209,1,0,0
05-09-2025,uttar pradesh,firozabad,225406,1,0,0
05-09-2025,uttar pradesh,firozabad,225408,1,0,0
05-09-2025,uttar pradesh,mahrajganj,273164,4,6,0
05-09-2025,uttar pradesh,mahrajganj,273301,0,1,0
05-09-2025,west bengal,malda,732126,1,0,0
05-09-2025,west bengal,purulia,723126,1,0,0
05-09-2025,west bengal,purulia,723129,8,0,0
05-09-2025,west bengal,purulia,723216,1,0,0
05-09-2025,gujarat,banas kantha,385330,0,1,0
05-09-2025,jammu and kashmir,bandipora,193503,2,0,0
05-09-2025,jammu and kashmir,baramulla,193103,9,0,0
05-09-2025,jammu and kashmir,shopian,192303,3,0,0
05-09-2025,jharkhand,pakur,816107,1,1,0
05-09-2025,karnataka,bagalkote,587113,1,0,0
05-09-2025,karnataka,bagalkote,587301,5,0,0
05-09-2025,karnataka,chamarajanagar,571316,1,0,0
05-09-2025,karnataka,chamarajanagar,571439,2,0,0
05-09-2025,karnataka,davanagere,577514,1,0,0
05-09-2025,karnataka,davanagere,577528,1,0,0
05-09-2025,karnataka,tumakuru,561202,1,0,0
05-09-2025,madhya pradesh,agar-malwa,465441,0,2,0
05-09-2025,madhya pradesh,narsimhapur,487881,0,1,0
05-09-2025,maharashtra,buldhana,443103,1,0,0
05-09-2025,maharashtra,buldhana,443302,2,0,0
05-09-2025,maharashtra,gondia,441614,3,0,0
05-09-2025,maharashtra,gondia,441902,1,0,0
05-09-2025,odisha,bargarh,768109,2,0,0
05-09-2025,odisha,jagatsinghapur,754142,0,1,0
05-09-2025,odisha,jajpur,754214,1,0,0
05-09-2025,odisha,jajpur,755008,4,0,0
05-09-2025,odisha,jajpur,755015,2,1,0
05-09-2025,odisha,jajpur,755019,1,0,0
05-09-2025,odisha,jajpur,755025,0,2,0
05-09-2025,odisha,jajpur,755043,0,1,0
05-09-2025,odisha,jajpur,755044,1,0,0
05-09-2025,odisha,jajpur,755050,1,0,0
05-09-2025,odisha,keonjhar,758020,2,1,0
05-09-2025,odisha,keonjhar,758023,3,1,0
05-09-2025,odisha,keonjhar,758025,1,3,0
05-09-2025,odisha,keonjhar,758043,2,0,0
05-09-2025,odisha,keonjhar,758045,3,0,0
05-09-2025,odisha,keonjhar,758046,1,0,0
05-09-2025,odisha,keonjhar,758076,2,0,0
05-09-2025,odisha,khordha,751003,2,0,0
05-09-2025,odisha,khordha,751010,1,0,0
05-09-2025,odisha,khordha,752102,0,1,0
05-09-2025,odisha,nabarangpur,764059,2,1,0
05-09-2025,odisha,sundargarh,770039,1,1,0
05-09-2025,odisha,sundargarh,770040,5,1,0
05-09-2025,odisha,sundargarh,770044,3,1,0
05-09-2025,odisha,jajpur,755008,1,0,0
05-09-2025,punjab,ferozepur,152123,1,0,0
05-09-2025,punjab,shahid bhagat singh nagar,144505,3,0,0
05-09-2025,rajasthan,chittorgarh,312202,1,0,0
05-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,0,1,0
05-09-2025,jammu and kashmir,budgam,191113,1,0,0
05-09-2025,jammu and kashmir,bandipora,193502,4,0,0
05-09-2025,jammu and kashmir,baramulla,193402,4,1,0
05-09-2025,jharkhand,pakur,816104,0,2,0
05-09-2025,karnataka,bagalkote,587121,0,1,0
05-09-2025,karnataka,bengaluru rural,562110,1,0,0
05-09-2025,karnataka,chikkaballapura,561208,1,0,0
