date,state,district,pincode,demo_age_5_17,demo_age_17_
06-09-2025,gujarat,surendranagar,363427,2,8
06-09-2025,gujarat,surendranagar,363440,0,14
06-09-2025,gujarat,surendranagar,363510,3,9
06-09-2025,gujarat,surendranagar,363520,1,20
06-09-2025,haryana,yamunanagar,133204,1,3
06-09-2025,jharkhand,saraikela kharsawan,832108,6,18
06-09-2025,jharkhand,saraikela kharsawan,832401,2,28
06-09-2025,jharkhand,saraikela kharsawan,832404,6,12
06-09-2025,jharkhand,saraikela kharsawan,833216,0,7
05-09-2025,madhya pradesh,khandwa (east nimar),450661,0,2
05-09-2025,madhya pradesh,khandwa (east nimar),450881,0,5
05-09-2025,madhya pradesh,khargone (west nimar),451220,0,2
05-09-2025,madhya pradesh,khargone (west nimar),451335,0,4
05-09-2025,madhya pradesh,khargone (west nimar),451440,0,1
05-09-2025,maharashtra,chhatrapati sambhajinagar,431001,2,18
05-09-2025,maharashtra,mumbai,400006,0,5
05-09-2025,maharashtra,mumbai,400018,0,5
05-09-2025,maharashtra,mumbai,400019,0,4
05-09-2025,maharashtra,mumbai,400031,0,5
05-09-2025,maharashtra,mumbai,400078,1,5
05-09-2025,maharashtra,raigad,402112,0,2
05-09-2025,maharashtra,raigad,402122,0,2
05-09-2025,maharashtra,raigad,402202,0,2
05-09-2025,maharashtra,raigad,402302,0,2
05-09-2025,maharashtra,raigad,410203,0,7
05-09-2025,maharashtra,raigad,410206,8,26
05-09-2025,maharashtra,raigad,410218,1,3
05-09-2025,maharashtra,raigad,402201,0,1
05-09-2025,manipur,chandel,795102,0,1
05-09-2025,manipur,churachandpur,795006,0,3
05-09-2025,manipur,churachandpur,795128,18,30
05-09-2025,manipur,churachandpur,795143,0,3
05-09-2025,manipur,senapati,795015,2,3
05-09-2025,manipur,senapati,795146,1,0
05-09-2025,manipur,tamenglong,795115,0,3
05-09-2025,manipur,tamenglong,795125,0,2
05-09-2025,manipur,thoubal,795149,1,20
05-09-2025,nagaland,chumoukedima,797103,0,3
05-09-2025,nagaland,dimapur,797113,0,1
05-09-2025,nagaland,kohima,797003,1,0
05-09-2025,nagaland,kohima,797110,0,3
05-09-2025,nagaland,longleng,798625,0,7
05-09-2025,nagaland,mon,798602,2,12
05-09-2025,nagaland,peren,797106,0,1
05-09-2025,nagaland,tuensang,798616,2,3
05-09-2025,nagaland,zunheboto,798627,0,2
05-09-2025,punjab,sri muktsar sahib,152107,0,4
05-09-2025,punjab,s.a.s nagar,140301,0,3
04-09-2025,telangana,medchal malkajgiri,500014,1,9
04-09-2025,telangana,medchal malkajgiri,500016,0,4
04-09-2025,telangana,medchal malkajgiri,500018,4,36
04-09-2025,telangana,medchal malkajgiri,500049,0,3
04-09-2025,telangana,medchal malkajgiri,500055,6,72
04-09-2025,telangana,medchal malkajgiri,500083,6,21
04-09-2025,telangana,medchal malkajgiri,500092,2,24
04-09-2025,telangana,medchal malkajgiri,500098,2,16
04-09-2025,telangana,medchal malkajgiri,500072,0,4
04-09-2025,telangana,medchal malkajgiri,500083,0,1
04-09-2025,telangana,warangal,506122,2,42
04-09-2025,telangana,yadadri bhuvanagiri,508113,0,18
04-09-2025,telangana,yadadri bhuvanagiri,508115,1,6
04-09-2025,tripura,dhalai,799204,0,1
04-09-2025,tripura,dhalai,799275,0,1
04-09-2025,tripura,khowai,799202,1,0
04-09-2025,tripura,north tripura,799260,0,24
04-09-2025,tripura,north tripura,799277,0,8
04-09-2025,tripura,north tripura,799280,0,2
04-09-2025,tripura,sepahijala,799131,3,22
04-09-2025,tripura,south tripura,799101,3,33
04-09-2025,tripura,south tripura,799114,1,23
04-09-2025,tripura,south tripura,799145,3,10
04-09-2025,tripura,south tripura,799150,2,0
04-09-2025,tripura,south tripura,799155,7,37
04-09-2025,tripura,unakoti,799263,0,6
04-09-2025,tripura,unakoti,799290,0,5
04-09-2025,tripura,west tripura,799012,0,3
04-09-2025,tripura,west tripura,799132,0,3
04-09-2025,tripura,west tripura,799203,2,40
04-09-2025,tripura,west tripura,799211,1,34
04-09-2025,tripura,west tripura,799212,4,23
04-09-2025,tripura,west tripura,799213,0,1
04-09-2025,uttar pradesh,bara banki,225002,0,2
04-09-2025,uttar pradesh,bara banki,225003,0,4
04-09-2025,uttar pradesh,bara banki,225121,1,3
04-09-2025,uttar pradesh,bara banki,225305,0,3
04-09-2025,uttar pradesh,bara banki,225414,0,6
04-09-2025,uttar pradesh,bara banki,227131,0,1
04-09-2025,uttar pradesh,bara banki,227301,0,5
04-09-2025,uttar pradesh,sant kabir nagar,221301,13,30
04-09-2025,uttar pradesh,sant kabir nagar,221401,18,41
04-09-2025,uttar pradesh,sant kabir nagar,221406,4,15
04-09-2025,uttar pradesh,bhadohi,221301,0,2
04-09-2025,west bengal,cooch behar,735236,0,4
04-09-2025,west bengal,cooch behar,736131,1,42
04-09-2025,west bengal,north 24 parganas,700102,0,3
04-09-2025,west bengal,north 24 parganas,700112,0,1
04-09-2025,west bengal,north 24 parganas,700120,0,1
04-09-2025,west bengal,north 24 parganas,700135,0,12
04-09-2025,west bengal,north 24 parganas,700157,0,1
04-09-2025,west bengal,north 24 parganas,743125,0,5
04-09-2025,west bengal,north 24 parganas,743135,0,1
04-09-2025,west bengal,north 24 parganas,743136,0,1
04-09-2025,west bengal,north 24 parganas,743145,0,9
04-09-2025,west bengal,north 24 parganas,743194,0,3
04-09-2025,west bengal,north 24 parganas,743221,0,4
04-09-2025,west bengal,north 24 parganas,743429,0,1
04-09-2025,west bengal,north 24 parganas,743442,2,19
04-09-2025,west bengal,north 24 parganas,743446,2,18
04-09-2025,west bengal,south 24 parganas,700061,0,8
04-09-2025,west bengal,south 24 parganas,700103,0,40
04-09-2025,west bengal,south 24 parganas,700140,2,4
04-09-2025,west bengal,south 24 parganas,700152,0,1
04-09-2025,west bengal,south 24 parganas,743332,0,15
04-09-2025,west bengal,south 24 parganas,743347,0,33
04-09-2025,west bengal,south 24 parganas,743349,1,22
04-09-2025,west bengal,south 24 parganas,743370,0,1
04-09-2025,west bengal,south 24 parganas,743371,3,4
04-09-2025,west bengal,south 24 parganas,743398,0,3
04-09-2025,west bengal,south 24 parganas,743503,0,58
04-09-2025,west bengal,south 24 parganas,743610,0,2
05-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,0,1
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524126,0,12
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524132,0,7
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524224,0,1
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524227,1,3
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,0,4
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524308,1,0
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524314,0,1
05-09-2025,andhra pradesh,sri potti sriramulu nellore,524316,0,3
05-09-2025,andhra pradesh,y.s.r. kadapa,516175,0,2
05-09-2025,andhra pradesh,y.s.r. kadapa,516193,0,1
05-09-2025,andhra pradesh,y.s.r. kadapa,516217,0,1
05-09-2025,andhra pradesh,y.s.r. kadapa,516309,0,1
05-09-2025,andhra pradesh,y.s.r. kadapa,516360,0,14
05-09-2025,andhra pradesh,y.s.r. kadapa,516503,0,1
05-09-2025,assam,cachar,788819,2,7
05-09-2025,assam,cachar,788831,1,5
05-09-2025,assam,tamulpur,781354,0,3
05-09-2025,punjab,s.a.s nagar,160014,0,1
05-09-2025,punjab,s.a.s nagar,140901,0,3
05-09-2025,punjab,s.a.s nagar,160071,1,7
05-09-2025,sikkim,mangan,737116,0,2
05-09-2025,sikkim,namchi,737132,0,1
05-09-2025,telangana,medchal malkajgiri,500016,0,3
05-09-2025,telangana,medchal malkajgiri,500018,0,20
05-09-2025,telangana,medchal malkajgiri,500040,0,6
05-09-2025,telangana,medchal malkajgiri,500085,2,7
05-09-2025,telangana,medchal malkajgiri,500098,0,7
05-09-2025,telangana,warangal,506006,0,4
05-09-2025,telangana,warangal,506112,0,1
05-09-2025,telangana,warangal,506163,0,1
05-09-2025,telangana,warangal,506310,2,7
05-09-2025,telangana,warangal,506314,0,4
05-09-2025,telangana,warangal,506144,0,2
05-09-2025,telangana,yadadri bhuvanagiri,508126,0,7
05-09-2025,telangana,yadadri bhuvanagiri,508277,1,10
05-09-2025,telangana,yadadri bhuvanagiri,508284,0,7
05-09-2025,telangana,yadadri bhuvanagiri,508286,0,3
05-09-2025,tripura,dhalai,799275,1,2
05-09-2025,tripura,dhalai,799278,1,7
05-09-2025,tripura,gomati,799013,0,4
05-09-2025,tripura,gomati,799101,1,4
05-09-2025,tripura,gomati,799105,0,2
05-09-2025,tripura,gomati,799116,0,1
05-09-2025,tripura,sepahijala,799102,0,11
05-09-2025,tripura,south tripura,799013,0,3
05-09-2025,tripura,south tripura,799141,0,2
05-09-2025,tripura,south tripura,799144,0,1
05-09-2025,tripura,south tripura,799145,0,10
05-09-2025,tripura,south tripura,799155,0,3
05-09-2025,tripura,west tripura,799001,1,10
05-09-2025,tripura,west tripura,799002,1,6
05-09-2025,tripura,west tripura,799005,0,2
05-09-2025,tripura,west tripura,799102,0,5
05-09-2025,tripura,west tripura,799210,0,3
05-09-2025,tripura,west tripura,799211,2,15
06-09-2025,west bengal,north 24 parganas,700065,0,4
06-09-2025,west bengal,north 24 parganas,700117,0,1
06-09-2025,west bengal,north 24 parganas,700125,0,7
06-09-2025,west bengal,north 24 parganas,700130,0,6
06-09-2025,west bengal,north 24 parganas,700132,0,1
06-09-2025,west bengal,north 24 parganas,700157,0,2
06-09-2025,west bengal,north 24 parganas,743222,0,1
06-09-2025,west bengal,north 24 parganas,743425,0,11
06-09-2025,west bengal,north 24 parganas,743442,0,31
06-09-2025,west bengal,south 24 parganas,700061,0,21
06-09-2025,west bengal,south 24 parganas,700138,0,1
06-09-2025,west bengal,south 24 parganas,700143,0,1
06-09-2025,west bengal,south 24 parganas,743332,0,44
06-09-2025,west bengal,south 24 parganas,743347,1,56
06-09-2025,west bengal,south 24 parganas,743354,0,4
06-09-2025,west bengal,south 24 parganas,743377,0,7
06-09-2025,west bengal,south 24 parganas,743399,2,32
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524004,0,1
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524126,0,2
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524309,0,1
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524409,0,1
07-09-2025,andhra pradesh,y.s.r. kadapa,516152,0,1
07-09-2025,assam,cachar,788931,0,6
07-09-2025,chhattisgarh,balrampur-ramanujganj,497119,3,38
07-09-2025,chhattisgarh,janjgir-champa,495557,1,0
07-09-2025,chhattisgarh,uttar bastar kanker,494334,0,1
07-09-2025,delhi,central,110004,0,1
07-09-2025,delhi,central,110011,0,1
07-09-2025,delhi,central,110012,0,7
07-09-2025,delhi,east,110031,3,5
07-09-2025,delhi,east,110032,0,4
07-09-2025,delhi,east,110091,4,56
07-09-2025,delhi,north,110084,9,70
07-09-2025,delhi,south,110014,1,1
07-09-2025,delhi,south,110017,1,13
07-09-2025,delhi,south,110020,1,7
07-09-2025,delhi,south,110025,1,27
07-09-2025,delhi,south,110065,0,5
07-09-2025,delhi,south,110068,1,7
07-09-2025,delhi,south,110074,0,12
07-09-2025,delhi,west,110026,2,3
07-09-2025,gujarat,panch mahals,389115,0,3
07-09-2025,gujarat,panch mahals,389172,0,1
07-09-2025,gujarat,sabar kantha,383335,0,2
07-09-2025,gujarat,surendranagar,363040,0,1
07-09-2025,gujarat,surendranagar,363110,0,1
07-09-2025,gujarat,surendranagar,363530,0,1
07-09-2025,haryana,yamunanagar,133103,0,3
07-09-2025,telangana,kumuram bheem asifabad,504292,0,1
07-09-2025,telangana,kumuram bheem asifabad,504294,0,2
07-09-2025,telangana,kumuram bheem asifabad,504299,3,17
07-09-2025,telangana,kumuram bheem asifabad,504313,0,2
07-09-2025,telangana,medchal malkajgiri,500016,0,1
07-09-2025,telangana,medchal malkajgiri,500067,0,1
07-09-2025,telangana,medchal malkajgiri,500092,0,8
07-09-2025,telangana,medchal malkajgiri,500055,0,1
07-09-2025,telangana,warangal,506122,0,2
07-09-2025,telangana,warangal,506164,0,1
07-09-2025,telangana,warangal,506002,1,12
07-09-2025,telangana,warangal,506006,1,4
07-09-2025,telangana,yadadri bhuvanagiri,508105,0,24
07-09-2025,telangana,yadadri bhuvanagiri,508286,0,4
07-09-2025,tripura,dhalai,799273,0,6
07-09-2025,tripura,dhalai,799275,0,1
07-09-2025,tripura,gomati,799114,0,1
07-09-2025,tripura,gomati,799116,0,1
07-09-2025,tripura,south tripura,799101,0,7
07-09-2025,tripura,south tripura,799153,0,3
07-09-2025,tripura,west tripura,799012,0,1
07-09-2025,uttar pradesh,bara banki,225414,0,3
07-09-2025,uttar pradesh,sant kabir nagar,221409,1,1
08-09-2025,assam,cachar,788819,2,11
08-09-2025,assam,cachar,788831,0,5
08-09-2025,assam,tamulpur,781360,0,4
08-09-2025,assam,tamulpur,781368,1,2
08-09-2025,chhattisgarh,balrampur-ramanujganj,497220,4,58
08-09-2025,chhattisgarh,balrampur-ramanujganj,497225,8,200
08-09-2025,chhattisgarh,dakshin bastar dantewada,494441,0,3
08-09-2025,chhattisgarh,uttar bastar kanker,494635,2,23
08-09-2025,chhattisgarh,uttar bastar kanker,494669,5,7
08-09-2025,delhi,east,110092,14,132
08-09-2025,delhi,east,110095,6,20
08-09-2025,delhi,north,110007,9,39
08-09-2025,delhi,south,110062,11,115
08-09-2025,delhi,south,110068,1,25
08-09-2025,delhi,west,110026,4,7
08-09-2025,delhi,west,110027,8,39
08-09-2025,gujarat,panch mahals,389120,6,29
08-09-2025,gujarat,panch mahals,389230,1,23
08-09-2025,gujarat,panch mahals,389240,2,10
08-09-2025,gujarat,panch mahals,389360,1,4
08-09-2025,gujarat,panch mahals,389370,0,4
08-09-2025,gujarat,sabar kantha,383010,1,14
08-09-2025,gujarat,sabar kantha,383215,3,15
08-09-2025,gujarat,sabar kantha,383251,1,5
08-09-2025,gujarat,sabar kantha,383255,3,13
08-09-2025,gujarat,sabar kantha,383270,5,16
08-09-2025,gujarat,sabar kantha,383316,2,1
08-09-2025,gujarat,sabar kantha,383325,0,19
08-09-2025,gujarat,sabar kantha,383330,1,12
08-09-2025,gujarat,sabar kantha,383410,0,8
08-09-2025,gujarat,sabar kantha,383430,2,12
08-09-2025,gujarat,surendranagar,363002,1,4
08-09-2025,gujarat,surendranagar,363020,4,15
08-09-2025,gujarat,surendranagar,363030,0,19
08-09-2025,gujarat,surendranagar,363035,0,4
08-09-2025,gujarat,surendranagar,363040,0,8
08-09-2025,gujarat,surendranagar,363410,0,18
08-09-2025,gujarat,surendranagar,363435,0,2
08-09-2025,gujarat,surendranagar,363510,0,5
08-09-2025,gujarat,surendranagar,382130,0,1
08-09-2025,gujarat,surendranagar,382765,2,4
08-09-2025,gujarat,surendranagar,382775,1,10
08-09-2025,gujarat,dangs,394716,4,27
08-09-2025,haryana,yamunanagar,133206,0,1
08-09-2025,haryana,yamunanagar,135001,11,95
08-09-2025,haryana,yamunanagar,135003,2,33
08-09-2025,haryana,yamunanagar,135101,2,9
08-09-2025,jharkhand,saraikela kharsawan,831012,2,17
08-09-2025,jharkhand,saraikela kharsawan,832401,7,32
08-09-2025,jharkhand,saraikela kharsawan,833101,4,12
08-09-2025,jharkhand,saraikela kharsawan,832108,0,12
08-09-2025,madhya pradesh,khandwa (east nimar),450661,0,5
08-09-2025,madhya pradesh,khargone (west nimar),450551,0,1
08-09-2025,madhya pradesh,khargone (west nimar),450661,1,1
08-09-2025,madhya pradesh,khargone (west nimar),451115,4,38
06-09-2025,telangana,medchal malkajgiri,500014,1,4
06-09-2025,telangana,medchal malkajgiri,500056,3,5
06-09-2025,telangana,medchal malkajgiri,500062,3,22
06-09-2025,telangana,medchal malkajgiri,500068,1,5
06-09-2025,telangana,medchal malkajgiri,500072,4,22
06-09-2025,telangana,medchal malkajgiri,500083,2,14
06-09-2025,telangana,medchal malkajgiri,500085,7,9
06-09-2025,telangana,medchal malkajgiri,500098,0,8
06-09-2025,telangana,medchal malkajgiri,500101,0,3
06-09-2025,telangana,medchal malkajgiri,501301,1,15
06-09-2025,telangana,warangal,505102,0,2
06-09-2025,telangana,warangal,506005,0,3
06-09-2025,telangana,warangal,506132,0,12
06-09-2025,telangana,warangal,506163,0,3
06-09-2025,telangana,warangal,506331,1,30
06-09-2025,telangana,warangal,506342,0,17
06-09-2025,telangana,warangal,506365,0,1
06-09-2025,telangana,warangal,505122,1,1
06-09-2025,telangana,warangal,506006,2,5
06-09-2025,telangana,yadadri bhuvanagiri,508105,1,93
06-09-2025,telangana,yadadri bhuvanagiri,508115,0,9
06-09-2025,telangana,yadadri bhuvanagiri,508285,0,7
06-09-2025,telangana,yadadri bhuvanagiri,508286,0,16
06-09-2025,tripura,dhalai,799264,0,5
06-09-2025,tripura,dhalai,799271,0,1
06-09-2025,tripura,dhalai,799286,0,8
06-09-2025,tripura,gomati,799101,1,9
06-09-2025,tripura,gomati,799104,1,4
06-09-2025,tripura,gomati,799105,2,4
06-09-2025,tripura,khowai,799202,0,1
06-09-2025,tripura,north tripura,799251,0,8
06-09-2025,tripura,north tripura,799256,0,8
06-09-2025,tripura,north tripura,799261,2,8
06-09-2025,tripura,north tripura,799262,1,2
06-09-2025,tripura,north tripura,799270,0,7
06-09-2025,tripura,north tripura,799280,0,2
06-09-2025,tripura,north tripura,799290,0,3
06-09-2025,tripura,sepahijala,799131,2,30
06-09-2025,tripura,south tripura,799104,0,23
06-09-2025,tripura,south tripura,799159,1,0
06-09-2025,tripura,unakoti,799279,1,6
06-09-2025,tripura,west tripura,799007,0,3
06-09-2025,tripura,west tripura,799014,1,1
06-09-2025,tripura,west tripura,799105,1,5
06-09-2025,tripura,west tripura,799202,1,1
06-09-2025,uttar pradesh,bara banki,225001,0,18
06-09-2025,uttar pradesh,bara banki,225123,0,2
06-09-2025,uttar pradesh,bara banki,225203,0,4
06-09-2025,uttar pradesh,bara banki,225412,0,5
06-09-2025,uttar pradesh,bara banki,225414,0,5
06-09-2025,uttar pradesh,sant kabir nagar,221210,0,1
06-09-2025,uttar pradesh,sant kabir nagar,221301,9,28
06-09-2025,uttar pradesh,sant kabir nagar,221406,9,26
06-09-2025,uttar pradesh,bhadohi,221301,1,2
06-09-2025,uttar pradesh,bhadohi,221306,0,1
06-09-2025,west bengal,cooch behar,735122,1,27
06-09-2025,west bengal,cooch behar,735224,0,2
06-09-2025,west bengal,cooch behar,736121,0,2
06-09-2025,west bengal,cooch behar,736134,0,39
06-09-2025,west bengal,cooch behar,736145,0,34
06-09-2025,west bengal,cooch behar,736146,0,129
06-09-2025,west bengal,cooch behar,736165,0,17
07-09-2025,west bengal,cooch behar,736168,0,5
07-09-2025,west bengal,cooch behar,736181,0,1
07-09-2025,west bengal,north 24 parganas,700102,0,1
07-09-2025,west bengal,north 24 parganas,700118,0,1
07-09-2025,west bengal,north 24 parganas,700121,0,1
07-09-2025,west bengal,north 24 parganas,700129,0,1
07-09-2025,west bengal,north 24 parganas,700159,0,3
07-09-2025,west bengal,north 24 parganas,743123,0,1
07-09-2025,west bengal,north 24 parganas,743125,0,3
07-09-2025,west bengal,north 24 parganas,743127,0,1
07-09-2025,west bengal,north 24 parganas,743130,0,4
07-09-2025,west bengal,north 24 parganas,743425,0,4
07-09-2025,west bengal,north 24 parganas,743439,0,1
07-09-2025,west bengal,north 24 parganas,743446,1,6
07-09-2025,west bengal,north 24 parganas,743456,0,3
07-09-2025,west bengal,south 24 parganas,700084,0,1
07-09-2025,west bengal,south 24 parganas,700145,0,1
07-09-2025,west bengal,south 24 parganas,743329,0,7
07-09-2025,west bengal,south 24 parganas,743357,0,14
07-09-2025,west bengal,south 24 parganas,743370,0,0
07-09-2025,west bengal,south 24 parganas,743606,0,1
07-09-2025,west bengal,south 24 parganas,743613,0,3
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502101,1,0
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,0,4
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502109,0,13
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502210,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502276,0,3
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,0,6
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502316,0,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502321,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,1,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502345,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524129,0,5
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524134,1,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524203,1,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524221,0,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524225,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524240,0,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,2,9
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524341,0,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524402,2,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524403,0,5
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524405,1,7
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524410,0,4
08-09-2025,andhra pradesh,y.s.r. kadapa,516001,1,11
08-09-2025,andhra pradesh,y.s.r. kadapa,516004,0,7
08-09-2025,andhra pradesh,y.s.r. kadapa,516173,0,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516203,0,3
08-09-2025,andhra pradesh,y.s.r. kadapa,516310,0,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516349,0,4
08-09-2025,andhra pradesh,y.s.r. kadapa,516360,1,12
08-09-2025,andhra pradesh,y.s.r. kadapa,516362,0,3
08-09-2025,andhra pradesh,y.s.r. kadapa,516390,2,5
08-09-2025,andhra pradesh,y.s.r. kadapa,516484,0,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516505,1,0
08-09-2025,maharashtra,mumbai,400021,0,4
08-09-2025,maharashtra,mumbai,400022,0,11
08-09-2025,maharashtra,mumbai,400026,0,1
08-09-2025,maharashtra,mumbai,400031,0,3
08-09-2025,maharashtra,raigad,402105,0,26
08-09-2025,maharashtra,raigad,402107,2,59
08-09-2025,maharashtra,raigad,402122,0,2
08-09-2025,maharashtra,raigad,402209,0,4
08-09-2025,maharashtra,raigad,402306,0,2
08-09-2025,maharashtra,raigad,402307,0,1
08-09-2025,maharashtra,raigad,402404,1,4
08-09-2025,maharashtra,raigad,410201,5,30
08-09-2025,maharashtra,raigad,410204,0,6
08-09-2025,maharashtra,raigad,410206,5,79
08-09-2025,maharashtra,raigad,410216,0,2
08-09-2025,maharashtra,raigad,415213,1,2
08-09-2025,manipur,bishnupur,795133,22,89
08-09-2025,manipur,bishnupur,795134,9,36
08-09-2025,manipur,chandel,795127,0,10
08-09-2025,manipur,churachandpur,795116,1,0
08-09-2025,manipur,senapati,795010,1,5
08-09-2025,manipur,senapati,795107,2,4
08-09-2025,manipur,senapati,795114,1,0
08-09-2025,manipur,senapati,795130,0,1
08-09-2025,manipur,senapati,795134,1,0
08-09-2025,manipur,senapati,795145,1,1
08-09-2025,manipur,senapati,795149,0,3
08-09-2025,manipur,tamenglong,795115,0,1
08-09-2025,manipur,ukhrul,795149,0,4
08-09-2025,nagaland,chumoukedima,797106,0,3
08-09-2025,nagaland,dimapur,797106,1,3
08-09-2025,nagaland,dimapur,797112,3,52
08-09-2025,nagaland,dimapur,797113,0,4
08-09-2025,nagaland,kohima,797004,0,1
08-09-2025,nagaland,mokokchung,798601,2,27
08-09-2025,nagaland,niuland,797112,0,2
08-09-2025,nagaland,phek,797104,1,10
08-09-2025,nagaland,tuensang,798601,0,2
08-09-2025,punjab,sri muktsar sahib,152107,0,15
08-09-2025,punjab,s.a.s nagar,140301,0,3
08-09-2025,punjab,s.a.s nagar,140603,0,2
08-09-2025,punjab,s.a.s nagar,140109,3,3
08-09-2025,punjab,s.a.s nagar,140201,2,4
08-09-2025,punjab,s.a.s nagar,160062,4,22
08-09-2025,punjab,s.a.s nagar,160103,2,11
07-09-2025,jharkhand,saraikela kharsawan,831012,1,6
07-09-2025,jharkhand,saraikela kharsawan,831013,1,3
07-09-2025,jharkhand,saraikela kharsawan,832403,0,9
07-09-2025,jharkhand,saraikela kharsawan,831013,0,1
07-09-2025,jharkhand,saraikela kharsawan,832401,0,1
07-09-2025,jharkhand,saraikela kharsawan,832403,1,3
07-09-2025,madhya pradesh,khandwa (east nimar),450051,0,1
07-09-2025,madhya pradesh,khandwa (east nimar),450991,0,1
07-09-2025,madhya pradesh,khargone (west nimar),451115,0,2
07-09-2025,madhya pradesh,khargone (west nimar),451220,0,1
07-09-2025,maharashtra,mumbai,400003,0,2
07-09-2025,maharashtra,mumbai,400017,0,13
07-09-2025,maharashtra,mumbai,400018,0,3
07-09-2025,maharashtra,mumbai,400019,0,3
07-09-2025,maharashtra,mumbai,400033,1,1
07-09-2025,maharashtra,raigad,402203,1,0
07-09-2025,maharashtra,raigad,410210,0,2
07-09-2025,maharashtra,raigad,410218,0,1
07-09-2025,manipur,bishnupur,795134,2,15
07-09-2025,manipur,churachandpur,795101,0,1
07-09-2025,manipur,churachandpur,795139,1,0
07-09-2025,manipur,jiribam,795115,0,4
07-09-2025,manipur,kakching,795103,6,34
07-09-2025,manipur,senapati,795104,0,2
07-09-2025,manipur,senapati,795112,1,2
07-09-2025,manipur,senapati,795118,0,3
07-09-2025,nagaland,tuensang,798612,2,1
07-09-2025,punjab,sri muktsar sahib,152107,0,4
07-09-2025,punjab,s.a.s nagar,140507,0,1
07-09-2025,punjab,s.a.s nagar,140307,0,1
07-09-2025,punjab,s.a.s nagar,140604,1,2
07-09-2025,punjab,s.a.s nagar,160071,1,1
06-09-2025,telangana,kumuram bheem asifabad,504295,1,33
06-09-2025,telangana,kumuram bheem asifabad,504296,6,30
09-09-2025,assam,tamulpur,781360,1,4
09-09-2025,assam,tamulpur,781364,0,1
09-09-2025,assam,tamulpur,781367,0,2
09-09-2025,chhattisgarh,balrampur-ramanujganj,497223,4,77
09-09-2025,chhattisgarh,dakshin bastar dantewada,494441,7,10
09-09-2025,chhattisgarh,dakshin bastar dantewada,494552,1,3
09-09-2025,chhattisgarh,janjgir-champa,495661,0,1
09-09-2025,chhattisgarh,janjgir-champa,495688,0,1
09-09-2025,chhattisgarh,uttar bastar kanker,494230,1,2
09-09-2025,chhattisgarh,uttar bastar kanker,494334,1,6
09-09-2025,chhattisgarh,uttar bastar kanker,494776,3,22
09-09-2025,delhi,central,110005,9,40
09-09-2025,delhi,east,110053,0,8
09-09-2025,delhi,east,110091,19,84
09-09-2025,delhi,east,110095,7,32
09-09-2025,delhi,north,110006,8,57
09-09-2025,delhi,north,110054,3,17
09-09-2025,delhi,south,110020,2,30
09-09-2025,delhi,south,110024,3,17
09-09-2025,delhi,south,110048,0,10
09-09-2025,delhi,south,110068,2,23
09-09-2025,delhi,south,110076,2,34
09-09-2025,delhi,south,110080,1,11
09-09-2025,gujarat,panch mahals,388713,0,6
09-09-2025,gujarat,panch mahals,389110,3,11
09-09-2025,gujarat,panch mahals,389172,0,2
09-09-2025,gujarat,panch mahals,389265,1,3
09-09-2025,gujarat,panch mahals,389310,0,6
09-09-2025,gujarat,panch mahals,389380,4,5
09-09-2025,gujarat,sabar kantha,383110,3,11
09-09-2025,gujarat,sabar kantha,383215,1,30
