date,state,district,pincode,age_0_5,age_5_17,age_18_greater,match
21-09-2025,bihar,vaishali,844131,0,1,0,False
21-09-2025,dadra and nagar haveli and daman and diu,daman,396210,1,0,0,False
21-09-2025,madhya pradesh,umaria,484552,2,2,0,False
21-09-2025,rajasthan,pratapgarh,313611,3,0,0,False
21-09-2025,uttar pradesh,bulandshahr,202394,0,1,0,False
21-09-2025,uttar pradesh,lucknow,227105,0,1,0,False
21-09-2025,uttar pradesh,farrukhabad,207503,0,2,0,False
21-09-2025,uttar pradesh,firozabad,205142,1,1,0,False
21-09-2025,uttar pradesh,lucknow,227107,2,0,0,False
21-09-2025,uttar pradesh,rampur,243701,2,4,0,False
21-09-2025,madhya pradesh,gwalior,474005,1,1,0,False
21-09-2025,punjab,hoshiarpur,144203,1,0,0,False
21-09-2025,uttar pradesh,budaun,202520,1,1,0,False
21-09-2025,uttar pradesh,budaun,202523,1,0,0,False
21-09-2025,uttar pradesh,bulandshahr,202393,1,0,0,False
21-09-2025,bihar,banka,813118,0,1,0,False
21-09-2025,bihar,jamui,811315,0,1,0,False
21-09-2025,bihar,patna,800111,0,1,0,False
21-09-2025,bihar,patna,803206,0,1,0,False
21-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,0,1,0,False
21-09-2025,uttar pradesh,firozabad,205135,0,1,0,False
21-09-2025,uttar pradesh,mainpuri,206303,1,1,0,False
21-09-2025,uttar pradesh,unnao,229503,2,1,1,False
21-09-2025,west bengal,cooch behar,736180,0,1,0,False
21-09-2025,west bengal,purba medinipur,721665,1,0,0,False
21-09-2025,jharkhand,east singhbhum,832110,1,1,0,False
21-09-2025,maharashtra,nagpur,440009,1,1,0,False
21-09-2025,puducherry,puducherry,605007,1,0,0,False
21-09-2025,uttar pradesh,bara banki,227131,0,1,0,False
21-09-2025,uttar pradesh,bulandshahr,245412,1,0,0,False
21-09-2025,bihar,muzaffarpur,843146,1,0,0,False
21-09-2025,bihar,purnia,854206,1,1,0,False
21-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,1,0,0,False
21-09-2025,gujarat,mahesana,382830,1,0,0,False
21-09-2025,uttar pradesh,firozabad,205130,0,1,0,False
21-09-2025,uttar pradesh,firozabad,205151,1,1,0,False
21-09-2025,uttar pradesh,gautam buddha nagar,201308,1,0,0,False
21-09-2025,uttar pradesh,moradabad,202413,1,0,0,False
21-09-2025,uttar pradesh,unnao,241504,3,0,0,False
21-09-2025,west bengal,bankura,722174,2,0,0,False
21-09-2025,west bengal,cooch behar,736175,1,0,0,False
21-09-2025,west bengal,uttar dinajpur,733212,1,0,0,False
21-09-2025,bihar,banka,813119,2,0,0,False
21-09-2025,bihar,bhagalpur,813113,1,1,0,False
21-09-2025,gujarat,vadodara,390008,1,0,0,False
21-09-2025,gujarat,valsad,396230,0,1,0,False
21-09-2025,madhya pradesh,bhopal,462021,2,0,0,False
21-09-2025,puducherry,puducherry,605110,1,0,0,False
21-09-2025,rajasthan,pratapgarh,313605,3,1,0,False
21-09-2025,uttar pradesh,budaun,202525,1,1,0,False
22-09-2025,uttar pradesh,budaun,202520,0,1,0,False
22-09-2025,uttar pradesh,budaun,202523,0,3,1,False
22-09-2025,uttar pradesh,budaun,202526,3,1,0,False
22-09-2025,uttar pradesh,bulandshahr,202389,0,2,0,False
22-09-2025,uttar pradesh,bulandshahr,202394,0,1,0,False
22-09-2025,uttar pradesh,bulandshahr,202397,4,3,0,False
22-09-2025,uttar pradesh,bulandshahr,245402,0,1,0,False
22-09-2025,uttar pradesh,bulandshahr,245408,4,3,0,False
22-09-2025,uttar pradesh,bulandshahr,245409,1,2,0,False
22-09-2025,uttar pradesh,farrukhabad,207503,0,2,0,False
22-09-2025,uttar pradesh,firozabad,205142,0,1,0,False
22-09-2025,uttar pradesh,firozabad,205151,0,1,0,False
22-09-2025,uttar pradesh,jaunpur,222108,0,1,0,False
22-09-2025,uttar pradesh,lucknow,227101,1,1,0,False
22-09-2025,uttar pradesh,lucknow,227125,2,1,0,False
22-09-2025,uttar pradesh,mainpuri,206302,0,18,0,False
22-09-2025,uttar pradesh,mirzapur,231310,0,1,0,False
22-09-2025,uttar pradesh,moradabad,202413,0,2,0,False
22-09-2025,uttar pradesh,moradabad,202414,0,1,0,False
22-09-2025,uttar pradesh,rampur,243701,5,8,0,False
22-09-2025,uttar pradesh,sambhal,202412,1,2,0,False
22-09-2025,uttar pradesh,sambhal,202527,0,0,1,False
22-09-2025,uttar pradesh,sant kabir nagar,272170,1,0,0,False
22-09-2025,uttar pradesh,unnao,209506,0,1,0,False
22-09-2025,uttar pradesh,unnao,229501,2,1,0,False
22-09-2025,uttar pradesh,unnao,241501,0,6,0,False
22-09-2025,west bengal,bankura,722145,1,1,0,False
22-09-2025,west bengal,cooch behar,736173,1,0,0,False
22-09-2025,west bengal,murshidabad,742177,0,1,0,False
22-09-2025,bihar,aurangabad,824216,1,0,0,False
22-09-2025,bihar,bhagalpur,813113,2,2,0,False
22-09-2025,bihar,khagaria,851220,0,1,0,False
22-09-2025,bihar,muzaffarpur,843161,1,0,0,False
22-09-2025,bihar,nawada,805133,0,1,0,False
22-09-2025,bihar,patna,803206,2,5,0,False
22-09-2025,bihar,patna,804454,0,5,0,False
22-09-2025,bihar,purnia,854206,0,0,1,False
22-09-2025,bihar,vaishali,844131,2,0,0,False
22-09-2025,chhattisgarh,sukma,494111,0,3,0,False
22-09-2025,chhattisgarh,uttar bastar kanker,494661,0,1,0,False
22-09-2025,gujarat,amreli,365660,1,0,0,False
22-09-2025,gujarat,junagadh,362229,1,0,0,False
22-09-2025,gujarat,surat,394230,4,1,0,False
22-09-2025,gujarat,valsad,396230,0,2,0,False
22-09-2025,himachal pradesh,mandi,176120,3,0,0,False
22-09-2025,jammu and kashmir,pulwama,192306,2,0,0,False
22-09-2025,jharkhand,east singhbhum,831008,1,0,0,False
22-09-2025,jharkhand,east singhbhum,832110,2,1,0,False
22-09-2025,puducherry,puducherry,605501,1,0,0,False
22-09-2025,puducherry,puducherry,673311,0,3,0,False
22-09-2025,tamil nadu,madurai,625705,1,0,0,False
22-09-2025,tamil nadu,viluppuram,606107,1,0,0,False
22-09-2025,uttar pradesh,bara banki,227131,2,10,0,False
22-09-2025,uttar pradesh,bara banki,227301,1,1,0,False
22-09-2025,karnataka,davanagere,577512,1,0,0,False
22-09-2025,karnataka,mysuru,570021,1,0,0,False
22-09-2025,madhya pradesh,chhatarpur,471202,1,0,0,False
22-09-2025,madhya pradesh,panna,488051,1,2,0,False
22-09-2025,madhya pradesh,shajapur,465331,1,2,0,False
22-09-2025,maharashtra,thane,421003,1,1,0,False
22-09-2025,uttar pradesh,lucknow,227105,2,0,0,False
22-09-2025,uttar pradesh,lucknow,227111,10,2,0,False
22-09-2025,uttar pradesh,lucknow,227202,1,2,0,False
22-09-2025,uttar pradesh,moradabad,202411,0,6,0,False
22-09-2025,uttar pradesh,moradabad,202415,2,2,0,False
22-09-2025,uttar pradesh,sambhal,202410,1,3,0,False
22-09-2025,uttar pradesh,sambhal,202421,0,2,0,False
22-09-2025,uttar pradesh,shahjahanpur,242123,0,1,0,False
22-09-2025,uttar pradesh,unnao,229841,2,0,0,False
22-09-2025,uttar pradesh,varanasi,221210,0,1,0,False
22-09-2025,west bengal,cooch behar,736166,0,1,0,False
22-09-2025,west bengal,darjeeling,734436,1,0,0,False
22-09-2025,west bengal,jalpaiguri,735306,1,2,0,False
22-09-2025,west bengal,murshidabad,742180,2,0,0,False
22-09-2025,west bengal,paschim medinipur,721258,1,1,0,False
22-09-2025,west bengal,purba medinipur,721630,2,0,0,False
22-09-2025,west bengal,uttar dinajpur,733213,1,3,0,False
22-09-2025,bihar,aurangabad,824218,0,2,0,False
22-09-2025,bihar,banka,813127,1,0,0,False
22-09-2025,bihar,jehanabad,804454,0,1,0,False
22-09-2025,bihar,nawada,805104,0,9,0,False
22-09-2025,bihar,patna,800018,0,3,0,False
22-09-2025,bihar,patna,800111,1,3,0,False
22-09-2025,chhattisgarh,dakshin bastar dantewada,494441,2,0,0,False
22-09-2025,chhattisgarh,kondagaon,494230,2,1,0,False
22-09-2025,chhattisgarh,uttar bastar kanker,494230,3,0,0,False
22-09-2025,chhattisgarh,uttar bastar kanker,494665,0,1,0,False
22-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,9,0,0,False
22-09-2025,gujarat,ahmedabad,387810,3,0,0,False
22-09-2025,gujarat,kachchh,370602,1,0,0,False
22-09-2025,gujarat,mahesana,382870,1,0,0,False
22-09-2025,gujarat,mahesana,384350,4,0,0,False
22-09-2025,himachal pradesh,mandi,171302,2,0,0,False
22-09-2025,jharkhand,east singhbhum,831018,1,0,0,False
22-09-2025,puducherry,karaikal,609603,1,0,0,False
22-09-2025,telangana,adilabad,504346,0,1,0,False
22-09-2025,telangana,nagarkurnool,509401,2,0,0,False
22-09-2025,telangana,nalgonda,508222,1,0,0,False
22-09-2025,uttar pradesh,budaun,202525,0,1,0,False
22-09-2025,uttar pradesh,bulandshahr,202390,0,1,0,False
22-09-2025,uttar pradesh,bulandshahr,245411,3,5,0,False
22-09-2025,uttar pradesh,bulandshahr,245412,4,4,0,False
22-09-2025,uttar pradesh,firozabad,205130,0,3,0,False
22-09-2025,madhya pradesh,gwalior,474005,1,0,0,False
22-09-2025,maharashtra,nagpur,441002,1,0,0,False
22-09-2025,maharashtra,palghar,401610,1,0,0,False
22-09-2025,maharashtra,pune,412114,3,1,0,False
22-09-2025,mizoram,lunglei,796730,1,0,0,False
22-09-2025,west bengal,murshidabad,742181,1,0,0,False
22-09-2025,west bengal,purba medinipur,721168,2,0,0,False
22-09-2025,west bengal,purba medinipur,721668,1,0,0,False
22-09-2025,west bengal,south 24 parganas,743507,1,0,0,False
22-09-2025,west bengal,uttar dinajpur,733157,1,0,0,False
22-09-2025,west bengal,uttar dinajpur,733211,0,2,0,False
22-09-2025,bihar,banka,813128,1,0,0,False
22-09-2025,bihar,bhagalpur,813223,1,2,0,False
22-09-2025,bihar,samastipur,848118,1,0,0,False
22-09-2025,dadra and nagar haveli and daman and diu,diu,362570,1,0,0,False
22-09-2025,gujarat,ahmedabad,382440,2,2,0,False
22-09-2025,gujarat,amreli,365565,4,1,0,False
22-09-2025,gujarat,mahesana,382165,2,0,0,False
22-09-2025,gujarat,mahesana,382705,4,0,0,False
22-09-2025,gujarat,mahesana,382715,2,1,0,False
22-09-2025,gujarat,mahesana,382732,1,0,0,False
22-09-2025,gujarat,mahesana,382820,2,0,0,False
22-09-2025,gujarat,mahesana,384210,3,0,0,False
22-09-2025,jammu and kashmir,samba,184120,2,0,0,False
22-09-2025,jharkhand,ramgarh,829117,3,4,0,False
22-09-2025,jharkhand,simdega,835201,3,1,0,False
22-09-2025,karnataka,vijayapura,586245,0,1,0,False
22-09-2025,kerala,kottayam,686142,1,0,0,False
22-09-2025,uttar pradesh,bijnor,246738,0,1,0,False
22-09-2025,uttar pradesh,budaun,202524,0,5,0,False
22-09-2025,uttar pradesh,bulandshahr,202393,2,3,0,False
22-09-2025,uttar pradesh,bulandshahr,202399,0,0,1,False
22-09-2025,uttar pradesh,bulandshahr,245403,1,5,0,False
22-09-2025,uttar pradesh,farrukhabad,206451,1,0,0,False
22-09-2025,uttar pradesh,farrukhabad,207501,0,2,0,False
22-09-2025,uttar pradesh,farrukhabad,207505,0,1,0,False
22-09-2025,uttar pradesh,fatehpur,216221,0,3,0,False
22-09-2025,uttar pradesh,gautam buddha nagar,201308,1,0,0,False
22-09-2025,uttar pradesh,jaunpur,222101,1,0,0,False
22-09-2025,uttar pradesh,lucknow,227205,0,4,0,False
22-09-2025,uttar pradesh,mainpuri,206301,3,4,0,False
22-09-2025,uttar pradesh,mau,121705,0,2,0,False
22-09-2025,uttar pradesh,unnao,229503,3,1,0,False
22-09-2025,uttar pradesh,unnao,229504,0,2,0,False
22-09-2025,uttarakhand,dehradun,248165,1,0,0,False
22-09-2025,west bengal,bankura,722175,1,0,0,False
22-09-2025,west bengal,bankura,722181,1,0,0,False
22-09-2025,kerala,thiruvananthapuram,695581,1,0,0,False
22-09-2025,madhya pradesh,bhopal,462420,1,1,0,False
22-09-2025,madhya pradesh,tikamgarh,472338,2,0,0,False
22-09-2025,odisha,sambalpur,768026,1,0,0,False
22-09-2025,punjab,amritsar,143110,1,2,0,False
22-09-2025,rajasthan,banswara,327608,1,0,0,False
22-09-2025,west bengal,jalpaiguri,735138,1,0,0,False
22-09-2025,west bengal,murshidabad,742162,1,0,0,False
22-09-2025,west bengal,north 24 parganas,700098,0,1,0,False
22-09-2025,west bengal,purba medinipur,721169,1,0,0,False
22-09-2025,west bengal,purba medinipur,721669,1,0,0,False
22-09-2025,west bengal,south 24 parganas,743398,1,0,0,False
22-09-2025,west bengal,uttar dinajpur,733214,1,2,0,False
22-09-2025,assam,goalpara,783121,1,2,0,False
22-09-2025,bihar,jamui,811315,0,6,0,False
22-09-2025,bihar,lakhisarai,811315,3,6,0,False
22-09-2025,bihar,munger,813321,5,4,0,False
22-09-2025,bihar,muzaffarpur,843141,0,1,0,False
22-09-2025,bihar,muzaffarpur,843146,0,2,0,False
22-09-2025,bihar,nawada,805108,0,4,0,False
22-09-2025,bihar,saran,841247,0,3,0,False
22-09-2025,chhattisgarh,bijapur,494447,1,1,0,False
22-09-2025,chhattisgarh,raipur,492006,1,0,0,False
22-09-2025,chhattisgarh,raipur,492007,1,0,0,False
22-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,2,1,0,False
22-09-2025,dadra and nagar haveli and daman and diu,daman,396215,1,0,0,False
22-09-2025,gujarat,gandhinagar,382024,2,1,0,False
22-09-2025,gujarat,mahesana,384215,1,0,0,False
22-09-2025,gujarat,mahisagar,389240,3,0,0,False
22-09-2025,gujarat,vadodara,390008,1,0,0,False
22-09-2025,gujarat,vadodara,391175,1,0,0,False
22-09-2025,gujarat,valsad,396215,1,0,0,False
22-09-2025,gujarat,valsad,396235,1,0,0,False
22-09-2025,himachal pradesh,mandi,176123,1,0,0,False
22-09-2025,himachal pradesh,mandi,176126,1,0,0,False
22-09-2025,himachal pradesh,sirmaur,173022,2,1,0,False
22-09-2025,jammu and kashmir,jammu,184120,2,0,0,False
22-09-2025,jharkhand,gumla,835324,0,2,0,False
22-09-2025,jharkhand,ramgarh,825101,0,2,0,False
22-09-2025,kerala,idukki,685564,1,0,0,False
22-09-2025,rajasthan,pratapgarh,313611,1,0,0,False
22-09-2025,tamil nadu,chennai,600080,1,0,0,False
22-09-2025,tamil nadu,cuddalore,607402,3,0,0,False
22-09-2025,tamil nadu,kancheepuram,603404,1,0,0,False
22-09-2025,tamil nadu,karur,639003,2,0,0,False
22-09-2025,tamil nadu,nagapattinam,611118,1,0,0,False
22-09-2025,tamil nadu,salem,636104,2,0,0,False
22-09-2025,tamil nadu,viluppuram,605107,1,0,0,False
22-09-2025,uttar pradesh,baghpat,250602,0,1,0,False
22-09-2025,uttar pradesh,baghpat,250645,0,4,0,False
22-09-2025,uttar pradesh,basti,272170,2,1,0,False
22-09-2025,uttar pradesh,bulandshahr,202395,6,4,0,False
22-09-2025,uttar pradesh,bulandshahr,202396,0,2,0,False
22-09-2025,uttar pradesh,bulandshahr,202398,1,1,0,False
22-09-2025,uttar pradesh,bulandshahr,245405,0,3,0,False
22-09-2025,uttar pradesh,farrukhabad,205302,0,1,0,False
22-09-2025,uttar pradesh,lucknow,227115,3,5,0,False
22-09-2025,uttar pradesh,mainpuri,206303,1,0,0,False
22-09-2025,uttar pradesh,saharanpur,247665,1,0,0,False
22-09-2025,uttar pradesh,sambhal,202414,0,1,0,False
22-09-2025,uttar pradesh,unnao,241503,2,2,0,False
22-09-2025,uttar pradesh,unnao,241504,3,3,0,False
22-09-2025,west bengal,birbhum,731213,1,0,0,False
22-09-2025,west bengal,dakshin dinajpur,733149,0,1,0,False
22-09-2025,madhya pradesh,alirajpur,457893,1,2,0,False
22-09-2025,madhya pradesh,panna,488058,4,6,0,False
22-09-2025,madhya pradesh,umaria,484552,0,2,0,False
22-09-2025,puducherry,puducherry,605110,1,0,0,False
22-09-2025,andhra pradesh,alluri sitharama raju,507121,1,0,0,False
22-09-2025,bihar,banka,813118,3,0,0,False
22-09-2025,bihar,begusarai,851122,1,1,0,False
22-09-2025,bihar,begusarai,851219,1,0,0,False
22-09-2025,bihar,madhepura,852210,7,6,0,False
22-09-2025,bihar,muzaffarpur,843144,1,0,0,False
22-09-2025,bihar,muzaffarpur,843153,0,3,0,False
22-09-2025,bihar,nawada,805130,1,20,0,False
22-09-2025,bihar,patna,801502,0,5,0,False
22-09-2025,bihar,samastipur,848220,1,0,0,False
22-09-2025,bihar,vaishali,844139,1,1,0,False
22-09-2025,chandigarh,chandigarh,160055,1,0,0,False
22-09-2025,chhattisgarh,bijapur,494444,9,5,1,False
22-09-2025,chhattisgarh,bijapur,494448,0,3,0,False
22-09-2025,chhattisgarh,kondagaon,494226,4,6,0,False
22-09-2025,chhattisgarh,narayanpur,494661,3,2,0,False
22-09-2025,chhattisgarh,raipur,492011,1,0,0,False
22-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396193,1,0,0,False
22-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,1,0,0,False
22-09-2025,dadra and nagar haveli and daman and diu,daman,396210,0,1,0,False
22-09-2025,gujarat,arvalli,383350,6,2,0,False
22-09-2025,gujarat,gir somnath,362725,2,0,0,False
22-09-2025,gujarat,kachchh,370240,0,1,0,False
22-09-2025,himachal pradesh,mandi,176121,1,0,0,False
22-09-2025,jammu and kashmir,srinagar,191123,1,0,0,False
22-09-2025,uttar pradesh,bareilly,262407,1,1,0,False
22-09-2025,uttar pradesh,budaun,243621,0,1,0,False
22-09-2025,uttar pradesh,bulandshahr,202392,1,2,0,False
22-09-2025,uttar pradesh,bulandshahr,245401,4,4,0,False
22-09-2025,uttar pradesh,bulandshahr,245407,0,1,0,False
22-09-2025,uttar pradesh,farrukhabad,207502,1,0,0,False
22-09-2025,uttar pradesh,farrukhabad,207504,1,3,0,False
22-09-2025,uttar pradesh,firozabad,205145,0,2,1,False
22-09-2025,uttar pradesh,firozabad,215126,2,4,0,False
22-09-2025,uttar pradesh,kanpur dehat,209715,1,2,0,False
22-09-2025,uttar pradesh,lucknow,227107,5,4,0,False
22-09-2025,uttar pradesh,lucknow,227305,2,4,0,False
22-09-2025,uttar pradesh,lucknow,227308,0,2,0,False
22-09-2025,uttar pradesh,lucknow,227309,3,2,0,False
22-09-2025,uttar pradesh,sambhal,202411,0,2,0,False
22-09-2025,uttar pradesh,sambhal,202522,1,3,0,False
22-09-2025,uttar pradesh,sambhal,202523,1,0,0,False
22-09-2025,west bengal,bankura,722111,1,0,0,False
22-09-2025,west bengal,bankura,722174,1,0,0,False
22-09-2025,west bengal,cooch behar,736118,1,0,0,False
22-09-2025,west bengal,cooch behar,736175,1,0,0,False
22-09-2025,west bengal,dakshin dinajpur,733151,2,0,0,False
22-09-2025,west bengal,hooghly,712422,1,0,0,False
22-09-2025,west bengal,hooghly,712707,1,0,0,False
22-09-2025,west bengal,murshidabad,742157,1,1,0,False
22-09-2025,west bengal,murshidabad,742171,1,1,0,False
22-09-2025,west bengal,paschim medinipur,721165,5,3,0,False
22-09-2025,west bengal,paschim medinipur,721663,1,0,0,False
22-09-2025,west bengal,south 24 parganas,743385,1,0,0,False
22-09-2025,west bengal,uttar dinajpur,733212,1,2,0,False
22-09-2025,west bengal,uttar dinajpur,733216,2,0,0,False
22-09-2025,odisha,angul,759104,1,0,0,False
22-09-2025,puducherry,karaikal,609603,1,0,0,False
22-09-2025,puducherry,puducherry,605007,1,0,0,False
22-09-2025,rajasthan,pratapgarh,313605,8,7,0,False
22-09-2025,tamil nadu,chennai,600029,3,0,0,False
22-09-2025,tamil nadu,pudukkottai,622408,1,0,0,False
22-09-2025,tamil nadu,theni,625582,2,0,0,False
22-09-2025,telangana,hyderabad,500025,1,0,0,False
22-09-2025,telangana,mahabubnagar,509401,6,1,0,False
22-09-2025,telangana,suryapet,508222,2,0,0,False
22-09-2025,uttar pradesh,baghpat,250515,0,1,0,False
22-09-2025,karnataka,dakshina kannada,575027,3,0,0,False
22-09-2025,karnataka,uttara kannada,581305,1,0,0,False
22-09-2025,kerala,kozhikode,673019,2,0,0,False
22-09-2025,madhya pradesh,raisen,464776,3,1,0,False
22-09-2025,madhya pradesh,sagar,470111,0,1,0,False
22-09-2025,maharashtra,nagpur,440009,1,0,0,False
22-09-2025,maharashtra,thane,421001,2,1,0,False
23-09-2025,andhra pradesh,alluri sitharama raju,507129,0,1,0,False
23-09-2025,andhra pradesh,east godavari,507129,2,1,0,False
23-09-2025,andhra pradesh,west godavari,507135,1,0,0,False
23-09-2025,bihar,arwal,804430,0,1,0,False
23-09-2025,bihar,bhagalpur,813233,3,0,0,False
23-09-2025,bihar,jehanabad,804433,0,1,0,False
23-09-2025,bihar,lakhisarai,811315,0,1,0,False
23-09-2025,bihar,madhepura,852210,10,7,0,False
23-09-2025,bihar,nalanda,803123,1,0,0,False
23-09-2025,bihar,patna,803206,0,1,0,False
23-09-2025,bihar,patna,804454,0,7,0,False
23-09-2025,bihar,sitamarhi,843351,1,2,0,False
23-09-2025,chhattisgarh,kondagaon,494230,1,5,0,False
23-09-2025,chhattisgarh,korba,495453,2,0,0,False
23-09-2025,chhattisgarh,uttar bastar kanker,494230,1,0,0,False
23-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,10,1,0,False
23-09-2025,gujarat,ahmedabad,387810,5,1,0,False
23-09-2025,gujarat,mahesana,382705,1,0,0,False
23-09-2025,gujarat,mahesana,382715,1,2,0,False
23-09-2025,gujarat,mahesana,382730,2,0,0,False
23-09-2025,gujarat,mahesana,382840,7,2,0,False
23-09-2025,gujarat,mahesana,384210,1,0,0,False
23-09-2025,gujarat,navsari,396424,2,0,1,False
23-09-2025,gujarat,surat,394230,4,1,0,False
23-09-2025,gujarat,valsad,396230,12,0,0,False
23-09-2025,jharkhand,east singhbhum,831008,1,0,0,False
23-09-2025,jharkhand,ramgarh,825101,2,4,0,False
23-09-2025,madhya pradesh,panna,488058,12,4,0,False
23-09-2025,maharashtra,jalgaon,425127,2,2,1,False
23-09-2025,maharashtra,nanded,431646,1,0,0,False
23-09-2025,odisha,angul,759104,1,0,0,False
23-09-2025,tamil nadu,kallakurichi,606107,1,0,0,False
23-09-2025,tamil nadu,theni,625582,2,0,0,False
23-09-2025,tamil nadu,tirunelveli,627810,1,0,0,False
23-09-2025,telangana,mahabubnagar,509401,4,1,0,False
23-09-2025,uttar pradesh,bijnor,246768,1,0,0,False
23-09-2025,uttar pradesh,budaun,202520,2,1,1,False
23-09-2025,uttar pradesh,bulandshahr,202390,0,4,0,False
23-09-2025,uttar pradesh,bulandshahr,202397,3,0,0,False
23-09-2025,uttar pradesh,bulandshahr,245402,0,3,0,False
23-09-2025,uttar pradesh,bulandshahr,245409,6,1,1,False
23-09-2025,uttar pradesh,bulandshahr,245411,3,2,0,False
23-09-2025,uttar pradesh,farrukhabad,207501,1,0,0,False
23-09-2025,uttar pradesh,fatehpur,212662,0,3,0,False
23-09-2025,uttar pradesh,firozabad,205130,1,1,0,False
23-09-2025,uttar pradesh,firozabad,205145,2,0,0,False
23-09-2025,uttar pradesh,firozabad,205151,1,0,0,False
23-09-2025,uttar pradesh,jaunpur,222108,0,1,0,False
23-09-2025,uttar pradesh,jaunpur,222111,0,1,0,False
23-09-2025,uttar pradesh,jaunpur,222112,1,0,0,False
23-09-2025,uttar pradesh,lucknow,227101,2,0,0,False
23-09-2025,uttar pradesh,mirzapur,231310,0,3,0,False
23-09-2025,uttar pradesh,moradabad,202413,1,2,0,False
23-09-2025,uttar pradesh,saharanpur,247769,1,1,0,False
23-09-2025,uttar pradesh,sambhal,202410,12,3,0,False
23-09-2025,uttar pradesh,sambhal,202523,0,1,0,False
23-09-2025,uttar pradesh,unnao,241504,0,6,0,False
23-09-2025,uttar pradesh,varanasi,221210,0,1,0,False
23-09-2025,uttarakhand,dehradun,248141,1,0,0,False
23-09-2025,uttarakhand,dehradun,248165,2,0,0,False
23-09-2025,west bengal,birbhum,731213,5,0,0,False
23-09-2025,west bengal,cooch behar,736132,2,0,0,False
23-09-2025,west bengal,hooghly,712707,3,0,0,False
23-09-2025,west bengal,howrah,711326,1,0,0,False
23-09-2025,west bengal,malda,732211,1,1,0,False
23-09-2025,west bengal,murshidabad,742162,3,0,0,False
23-09-2025,west bengal,murshidabad,742171,1,0,0,False
23-09-2025,west bengal,paschim medinipur,721141,1,0,0,False
23-09-2025,west bengal,purba medinipur,721664,1,0,0,False
23-09-2025,andhra pradesh,krishna,521225,1,0,0,False
23-09-2025,andhra pradesh,kurnool,518319,0,1,0,False
23-09-2025,bihar,bhagalpur,813113,0,2,0,False
23-09-2025,bihar,munger,813321,4,4,0,False
23-09-2025,bihar,patna,800111,2,3,0,False
23-09-2025,bihar,samastipur,848111,0,2,0,False
23-09-2025,chhattisgarh,mohla-manpur-ambagarh chouki,491666,0,1,0,False
23-09-2025,dadra and nagar haveli and daman and diu,daman,396220,2,0,0,False
23-09-2025,gujarat,kachchh,370240,1,0,0,False
23-09-2025,gujarat,mahesana,382870,1,0,0,False
23-09-2025,gujarat,rajkot,364490,0,0,1,False
23-09-2025,himachal pradesh,mandi,176121,2,0,0,False
23-09-2025,himachal pradesh,sirmaur,173022,1,0,0,False
23-09-2025,jharkhand,dumka,814145,1,1,0,False
23-09-2025,jharkhand,east singhbhum,832110,6,3,0,False
23-09-2025,jharkhand,gumla,835324,0,2,0,False
23-09-2025,jharkhand,simdega,835201,8,0,0,False
23-09-2025,madhya pradesh,chhindwara,480554,1,0,0,False
23-09-2025,madhya pradesh,panna,488051,1,0,0,False
23-09-2025,madhya pradesh,shajapur,465331,1,0,0,False
23-09-2025,madhya pradesh,umaria,484552,0,2,0,False
23-09-2025,maharashtra,jalgaon,424116,3,0,0,False
23-09-2025,maharashtra,kolhapur,416117,1,0,0,False
23-09-2025,maharashtra,nagpur,441002,4,0,0,False
23-09-2025,maharashtra,pune,412114,1,2,0,False
23-09-2025,mizoram,champhai,796290,1,0,0,False
23-09-2025,punjab,jalandhar,144014,1,0,0,False
23-09-2025,rajasthan,alwar,301712,2,2,0,False
23-09-2025,rajasthan,ganganagar,335771,0,1,0,False
23-09-2025,rajasthan,sirohi,307042,1,0,0,False
23-09-2025,tamil nadu,salem,636104,5,1,0,False
23-09-2025,uttar pradesh,baghpat,250645,1,1,0,False
23-09-2025,uttar pradesh,budaun,202523,3,4,0,False
23-09-2025,uttar pradesh,budaun,202524,2,5,0,False
23-09-2025,uttar pradesh,bulandshahr,202393,2,0,0,False
23-09-2025,uttar pradesh,bulandshahr,245403,3,1,0,False
23-09-2025,uttar pradesh,bulandshahr,245408,1,2,0,False
23-09-2025,uttar pradesh,firozabad,205147,1,1,0,False
23-09-2025,uttar pradesh,firozabad,215126,0,1,0,False
23-09-2025,uttar pradesh,jaunpur,222101,0,2,0,False
23-09-2025,uttar pradesh,jaunpur,222102,0,2,0,False
23-09-2025,uttar pradesh,lucknow,227111,4,5,0,False
23-09-2025,uttar pradesh,lucknow,227125,1,0,0,False
23-09-2025,uttar pradesh,lucknow,227202,3,4,0,False
23-09-2025,uttar pradesh,lucknow,227305,5,5,0,False
23-09-2025,uttar pradesh,mainpuri,206303,3,6,0,False
23-09-2025,uttar pradesh,sambhal,202527,1,1,1,False
23-09-2025,uttar pradesh,sant kabir nagar,272170,0,2,0,False
23-09-2025,uttar pradesh,unnao,241503,3,6,1,False
23-09-2025,west bengal,bankura,722145,1,0,0,False
