date,state,district,pincode,bio_age_5_17,bio_age_17_,match
01-06-2025,maharashtra,chandrapur,441228,92,349,False
01-06-2025,uttar pradesh,bulandshahr,245408,721,262,False
01-06-2025,uttar pradesh,bulandshahr,202397,524,80,False
01-06-2025,tamil nadu,chengalpattu,603202,47,69,False
01-06-2025,uttar pradesh,budaun,243621,13,17,False
01-06-2025,uttar pradesh,fatehpur,212623,16,15,False
01-06-2025,puducherry,puducherry,670672,11,18,False
01-06-2025,gujarat,amreli,365565,420,237,False
01-06-2025,west bengal,hooghly,712428,12,14,False
01-06-2025,uttar pradesh,firozabad,205151,450,176,False
01-06-2025,bihar,gaya,805130,11,10,False
01-06-2025,haryana,panchkula,134115,11,22,False
01-06-2025,maharashtra,nagpur,440004,43,118,False
01-06-2025,gujarat,chhotaudepur,391175,49,29,False
01-06-2025,telangana,mancherial,504215,19,34,False
01-06-2025,gujarat,mahesana,382865,127,93,False
01-06-2025,gujarat,junagadh,362004,10,12,False
01-06-2025,uttar pradesh,lucknow,227309,207,107,False
01-06-2025,gujarat,kachchh,370640,42,31,False
01-06-2025,karnataka,bidar,585415,44,40,False
01-06-2025,uttar pradesh,unnao,241504,980,734,False
01-06-2025,west bengal,bankura,722172,18,23,False
01-06-2025,gujarat,junagadh,362229,51,47,False
01-06-2025,andhra pradesh,east godavari,507129,374,226,False
01-06-2025,bihar,bhagalpur,813228,23,40,False
01-06-2025,west bengal,uttar dinajpur,733212,21,39,False
01-06-2025,gujarat,valsad,396235,57,104,False
01-06-2025,madhya pradesh,chhindwara,480553,30,26,False
01-06-2025,west bengal,bankura,722168,31,33,False
01-06-2025,gujarat,mahesana,384350,85,147,False
01-06-2025,uttar pradesh,mainpuri,205130,81,21,False
01-06-2025,gujarat,rajkot,364490,61,57,False
01-06-2025,west bengal,paschim medinipur,721258,47,53,False
01-06-2025,uttar pradesh,unnao,241503,1140,550,False
01-06-2025,tamil nadu,the nilgiris,643228,18,11,False
01-06-2025,uttar pradesh,lucknow,227202,470,250,False
01-06-2025,uttar pradesh,firozabad,205141,202,128,False
01-06-2025,uttar pradesh,lucknow,227205,314,220,False
01-06-2025,bihar,banka,813224,48,47,False
01-06-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,154,246,False
01-06-2025,mizoram,lawngtlai,796810,112,52,False
01-06-2025,uttar pradesh,lucknow,227116,217,97,False
01-06-2025,telangana,nalgonda,508222,132,49,False
01-06-2025,maharashtra,thane,421003,10,81,False
01-06-2025,punjab,hoshiarpur,144203,94,127,False
01-06-2025,uttar pradesh,bulandshahr,245401,236,77,False
01-06-2025,bihar,samastipur,848237,27,49,False
01-06-2025,chhattisgarh,mohla-manpur-ambagarh chouki,491666,57,177,False
01-06-2025,tamil nadu,chennai,600112,53,134,False
01-06-2025,uttar pradesh,firozabad,205130,95,58,False
01-06-2025,gujarat,valsad,396230,55,66,False
01-06-2025,west bengal,purba medinipur,721630,31,28,False
01-06-2025,uttar pradesh,bara banki,227302,246,87,False
01-06-2025,bihar,begusarai,851219,48,34,False
01-06-2025,west bengal,murshidabad,742180,16,21,False
01-06-2025,jharkhand,garhwa,822127,18,28,False
01-06-2025,uttar pradesh,saharanpur,247670,18,18,False
01-06-2025,west bengal,hooghly,712411,19,23,False
01-06-2025,puducherry,puducherry,605014,38,51,False
01-06-2025,himachal pradesh,mandi,176122,38,90,False
01-06-2025,bihar,khagaria,851220,34,34,False
01-06-2025,uttar pradesh,budaun,202524,210,113,False
01-06-2025,tamil nadu,kallakurichi,606107,10,32,False
01-06-2025,rajasthan,jaipur,302032,36,62,False
01-06-2025,west bengal,bankura,723168,18,17,False
01-06-2025,gujarat,mahesana,382165,187,176,False
01-06-2025,chhattisgarh,bastar,494115,180,312,False
01-06-2025,rajasthan,pratapgarh,313611,459,156,False
01-06-2025,west bengal,paschim medinipur,721170,14,17,False
01-06-2025,uttar pradesh,farrukhabad,207505,328,69,False
01-06-2025,uttar pradesh,sant kabir nagar,272170,58,89,False
01-06-2025,dadra and nagar haveli and daman and diu,daman,396220,29,18,False
01-06-2025,uttar pradesh,fatehpur,212660,36,27,False
01-06-2025,uttar pradesh,baghpat,250645,167,101,False
01-06-2025,madhya pradesh,singrauli,486888,18,11,False
01-06-2025,bihar,bhagalpur,813225,58,54,False
01-06-2025,madhya pradesh,tikamgarh,472446,171,109,False
01-06-2025,puducherry,puducherry,533464,63,40,False
01-06-2025,chhattisgarh,dakshin bastar dantewada,494551,53,93,False
01-06-2025,gujarat,mahesana,384215,31,30,False
01-06-2025,uttar pradesh,farrukhabad,206451,134,91,False
01-06-2025,uttar pradesh,bulandshahr,202396,358,93,False
01-06-2025,karnataka,dakshina kannada,575027,15,23,False
01-06-2025,uttar pradesh,sambhal,202421,845,113,False
01-06-2025,kerala,kozhikode,673019,175,305,False
01-06-2025,haryana,ambala,133006,18,28,False
01-06-2025,uttarakhand,dehradun,248165,31,32,False
01-06-2025,west bengal,malda,732212,33,50,False
01-06-2025,tamil nadu,pudukkottai,622408,16,35,False
01-06-2025,maharashtra,jalgaon,425127,162,553,False
01-06-2025,bihar,purnia,854206,321,298,False
01-06-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,67,172,False
01-06-2025,uttar pradesh,fatehpur,212662,32,30,False
01-06-2025,gujarat,amreli,365665,16,11,False
01-06-2025,west bengal,uttar dinajpur,733144,41,40,False
01-06-2025,punjab,amritsar,143003,12,37,False
01-06-2025,mizoram,aizawl,796005,67,105,False
01-06-2025,haryana,bhiwani,127110,24,41,False
01-06-2025,punjab,jalandhar,144012,94,163,False
01-06-2025,tamil nadu,viluppuram,605111,17,55,False
01-06-2025,chhattisgarh,bijapur,494444,667,1255,False
01-06-2025,west bengal,purba medinipur,721169,19,21,False
01-06-2025,uttar pradesh,basti,272170,219,157,False
01-06-2025,tamil nadu,kancheepuram,602109,16,19,False
01-06-2025,uttar pradesh,azamgarh,224166,21,30,False
01-06-2025,punjab,ludhiana,141124,34,31,False
01-06-2025,gujarat,mahesana,382870,284,284,False
01-06-2025,gujarat,surat,394360,15,11,False
01-06-2025,uttar pradesh,farrukhabad,207501,224,75,False
01-06-2025,uttar pradesh,bulandshahr,202392,387,136,False
01-06-2025,uttar pradesh,moradabad,202415,59,30,False
01-06-2025,jammu and kashmir,srinagar,191123,34,94,False
01-06-2025,gujarat,ahmedabad,382440,515,999,False
01-06-2025,uttar pradesh,jaunpur,223107,37,23,False
01-06-2025,west bengal,bankura,722179,13,13,False
01-06-2025,uttar pradesh,unnao,229881,343,189,False
01-06-2025,west bengal,hooghly,712708,29,49,False
01-06-2025,bihar,patna,800018,35,41,False
01-06-2025,andhra pradesh,east godavari,507135,170,104,False
01-06-2025,bihar,nawada,805133,14,19,False
01-06-2025,west bengal,paschim medinipur,721141,26,38,False
01-06-2025,andhra pradesh,east godavari,507111,148,40,False
01-06-2025,bihar,muzaffarpur,843146,43,57,False
01-06-2025,telangana,warangal,506313,87,18,False
01-06-2025,puducherry,puducherry,605106,45,24,False
01-06-2025,uttar pradesh,unnao,229504,86,69,False
01-06-2025,bihar,bhagalpur,813206,51,68,False
01-06-2025,dadra and nagar haveli and daman and diu,diu,362520,11,15,False
01-06-2025,gujarat,mahesana,382730,100,89,False
01-06-2025,west bengal,dakshin dinajpur,733149,15,16,False
01-06-2025,west bengal,uttar dinajpur,733211,32,70,False
01-06-2025,west bengal,murshidabad,742171,95,93,False
01-06-2025,jharkhand,east singhbhum,832110,286,451,False
01-06-2025,karnataka,vijayapura,586245,136,43,False
01-06-2025,maharashtra,nagpur,440009,470,798,False
01-06-2025,west bengal,murshidabad,742234,16,13,False
01-06-2025,uttar pradesh,moradabad,202414,37,25,False
01-06-2025,bihar,bhagalpur,813223,53,61,False
01-06-2025,gujarat,narmada,391121,81,99,False
01-06-2025,bihar,patna,804454,59,75,False
01-06-2025,chhattisgarh,korba,495678,40,306,False
01-06-2025,dadra and nagar haveli and daman and diu,diu,362570,77,83,False
01-06-2025,west bengal,howrah,711415,16,11,False
01-06-2025,uttar pradesh,jaunpur,222113,19,45,False
01-06-2025,madhya pradesh,niwari,472338,16,35,False
01-06-2025,bihar,muzaffarpur,843144,26,25,False
01-06-2025,mizoram,lunglei,796730,58,68,False
01-06-2025,chhattisgarh,dakshin bastar dantewada,494552,110,304,False
01-06-2025,bihar,muzaffarpur,843147,24,15,False
01-06-2025,mizoram,lawngtlai,796772,20,28,False
01-06-2025,uttar pradesh,rampur,202411,18,13,False
01-06-2025,west bengal,dakshin dinajpur,733151,15,26,False
01-06-2025,gujarat,gir somnath,362725,82,39,False
01-06-2025,uttar pradesh,kanpur dehat,209715,375,132,False
01-06-2025,rajasthan,sirohi,307042,54,30,False
01-06-2025,jammu and kashmir,udhampur,182117,77,117,False
01-06-2025,bihar,muzaffarpur,843141,31,39,False
01-06-2025,west bengal,murshidabad,742181,58,64,False
01-06-2025,west bengal,purba medinipur,721664,10,14,False
01-06-2025,bihar,nalanda,805130,27,37,False
01-06-2025,maharashtra,thane,401206,17,46,False
01-06-2025,chhattisgarh,sukma,494115,224,304,False
01-06-2025,mizoram,champhai,796290,41,26,False
01-06-2025,uttar pradesh,bara banki,227131,754,223,False
01-06-2025,west bengal,cooch behar,736174,16,20,False
01-06-2025,gujarat,chhotaudepur,391155,63,43,False
01-06-2025,uttar pradesh,bulandshahr,202395,415,175,False
01-06-2025,uttar pradesh,unnao,229502,31,28,False
01-06-2025,bihar,sheikhpura,811315,30,28,False
01-06-2025,uttar pradesh,bijnor,246738,31,11,False
01-06-2025,maharashtra,sangli,416422,13,26,False
01-06-2025,uttar pradesh,firozabad,205147,66,57,False
01-06-2025,karnataka,shivamogga,577450,31,13,False
01-06-2025,assam,dibrugarh,786005,10,25,False
01-06-2025,west bengal,murshidabad,742178,12,11,False
01-06-2025,uttar pradesh,budaun,202520,225,125,False
01-06-2025,west bengal,south 24 parganas,743601,16,21,False
01-06-2025,bihar,begusarai,851122,79,63,False
01-06-2025,madhya pradesh,gwalior,474005,219,169,False
01-06-2025,west bengal,purba medinipur,721666,23,24,False
01-06-2025,west bengal,south 24 parganas,743396,39,23,False
01-06-2025,telangana,adilabad,504346,198,238,False
01-06-2025,bihar,begusarai,851119,36,56,False
01-06-2025,bihar,bhojpur,802315,19,20,False
01-06-2025,bihar,saran,841433,31,44,False
01-06-2025,west bengal,darjeeling,734319,10,21,False
01-06-2025,andhra pradesh,alluri sitharama raju,507134,57,12,False
01-06-2025,rajasthan,chittorgarh,323306,50,36,False
01-06-2025,uttar pradesh,sambhal,202522,495,135,False
01-06-2025,bihar,saharsa,852210,48,40,False
01-06-2025,assam,goalpara,783121,63,32,False
01-06-2025,telangana,nagarkurnool,509401,46,27,False
01-06-2025,west bengal,hooghly,712247,29,55,False
01-06-2025,uttar pradesh,sambhal,202527,363,92,False
01-06-2025,west bengal,cooch behar,736175,21,20,False
01-06-2025,andhra pradesh,alluri sitharama raju,507129,62,24,False
01-06-2025,uttar pradesh,farrukhabad,207502,180,108,False
01-06-2025,bihar,banka,813116,21,13,False
01-06-2025,chandigarh,chandigarh,160003,42,39,False
01-06-2025,bihar,patna,803206,50,46,False
01-06-2025,chhattisgarh,bijapur,494447,153,385,False
01-06-2025,punjab,jalandhar,144013,97,118,False
01-06-2025,madhya pradesh,bhopal,462021,41,80,False
01-06-2025,gujarat,mahesana,382860,59,72,False
01-06-2025,chandigarh,chandigarh,160103,44,55,False
01-06-2025,chhattisgarh,sukma,494111,714,1319,False
01-06-2025,gujarat,narmada,393155,106,91,False
01-06-2025,gujarat,arvalli,383350,473,145,False
01-06-2025,kerala,thiruvananthapuram,695581,33,75,False
01-06-2025,west bengal,murshidabad,742176,23,26,False
01-06-2025,west bengal,bankura,722169,25,12,False
01-06-2025,gujarat,porbandar,360560,85,87,False
01-06-2025,maharashtra,kolhapur,416117,14,76,False
01-06-2025,jharkhand,simdega,835201,375,831,False
01-06-2025,bihar,muzaffarpur,843161,21,21,False
01-06-2025,himachal pradesh,mandi,176121,56,92,False
01-06-2025,gujarat,valsad,396240,14,37,False
01-06-2025,jharkhand,east singhbhum,831018,54,85,False
01-06-2025,jharkhand,gumla,835201,27,85,False
01-06-2025,west bengal,bankura,722174,13,17,False
01-06-2025,gujarat,tapi,394360,29,35,False
01-06-2025,tamil nadu,cuddalore,606107,23,19,False
01-06-2025,bihar,madhepura,852210,666,588,False
01-06-2025,uttar pradesh,varanasi,221209,22,11,False
01-06-2025,madhya pradesh,panna,488051,215,144,False
01-06-2025,tamil nadu,cuddalore,607402,59,84,False
01-06-2025,uttar pradesh,bareilly,262407,530,146,False
01-06-2025,bihar,bhagalpur,813112,21,35,False
01-06-2025,gujarat,gandhinagar,382024,61,72,False
01-06-2025,uttar pradesh,lucknow,227107,471,260,False
01-06-2025,himachal pradesh,mandi,171302,36,77,False
01-06-2025,bihar,aurangabad,824218,42,23,False
01-06-2025,rajasthan,banswara,327608,52,38,False
01-06-2025,himachal pradesh,mandi,176126,56,49,False
01-06-2025,uttar pradesh,bulandshahr,202394,580,198,False
01-06-2025,madhya pradesh,tikamgarh,472338,888,351,False
01-06-2025,bihar,vaishali,844134,25,56,False
01-06-2025,bihar,aurangabad,824130,38,33,False
01-06-2025,uttar pradesh,bulandshahr,245405,475,127,False
01-06-2025,gujarat,mahesana,382732,172,196,False
01-06-2025,uttar pradesh,baghpat,250602,69,23,False
01-06-2025,west bengal,cooch behar,736132,25,19,False
01-06-2025,bihar,nalanda,803204,25,25,False
01-06-2025,gujarat,kachchh,370511,31,31,False
01-06-2025,uttar pradesh,bulandshahr,202389,194,71,False
01-06-2025,west bengal,paschim medinipur,721252,18,13,False
01-06-2025,uttar pradesh,bulandshahr,245403,320,109,False
01-06-2025,haryana,ambala,133021,19,22,False
01-06-2025,tamil nadu,tirunelveli,627659,10,17,False
01-06-2025,madhya pradesh,raisen,464776,218,146,False
01-06-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,82,131,False
01-06-2025,odisha,angul,759104,64,69,False
01-06-2025,andhra pradesh,west godavari,507121,75,65,False
01-06-2025,jharkhand,dumka,814145,196,174,False
01-06-2025,bihar,munger,813321,231,324,False
01-06-2025,arunachal pradesh,tirap,786630,10,23,False
01-06-2025,west bengal,murshidabad,742185,10,17,False
01-06-2025,gujarat,mahesana,382830,79,76,False
01-06-2025,madhya pradesh,alirajpur,457893,755,372,False
01-06-2025,uttar pradesh,sambhal,202411,208,59,False
01-06-2025,west bengal,bankura,722182,16,27,False
01-06-2025,gujarat,mahesana,382820,111,70,False
01-06-2025,uttar pradesh,jaunpur,222112,21,11,False
01-06-2025,uttar pradesh,unnao,241502,210,147,False
01-06-2025,assam,dhemaji,786110,79,75,False
01-06-2025,gujarat,vadodara,391155,68,126,False
01-06-2025,west bengal,dakshin dinajpur,733154,18,36,False
01-06-2025,uttar pradesh,prayagraj,228411,19,21,False
01-06-2025,west bengal,north 24 parganas,700098,10,31,False
01-06-2025,madhya pradesh,bhopal,462420,678,395,False
01-06-2025,gujarat,mahesana,382815,38,33,False
01-06-2025,gujarat,vadodara,390008,91,141,False
01-06-2025,bihar,bhagalpur,813113,119,89,False
01-06-2025,uttarakhand,haridwar,246763,95,74,False
01-06-2025,uttar pradesh,sambhal,202410,630,167,False
01-06-2025,bihar,banka,813123,38,26,False
01-06-2025,karnataka,shivamogga,577447,39,17,False
01-06-2025,rajasthan,jaipur,302011,15,73,False
01-06-2025,dadra and nagar haveli and daman and diu,daman,396215,16,13,False
01-06-2025,bihar,begusarai,851225,23,27,False
01-06-2025,andhra pradesh,west godavari,507114,176,154,False
01-06-2025,west bengal,purba medinipur,721668,23,26,False
01-06-2025,west bengal,paschim medinipur,721518,12,20,False
01-06-2025,tamil nadu,kancheepuram,600114,42,115,False
01-06-2025,west bengal,murshidabad,742177,20,35,False
01-06-2025,west bengal,bankura,722171,21,24,False
01-06-2025,bihar,jamui,811315,210,242,False
01-06-2025,west bengal,cooch behar,736173,12,10,False
01-06-2025,west bengal,bankura,722165,23,21,False
01-06-2025,bihar,nawada,805130,418,378,False
01-06-2025,west bengal,purba medinipur,721665,19,20,False
01-06-2025,gujarat,ahmedabad,387810,511,495,False
01-06-2025,chhattisgarh,bastar,494441,13,38,False
01-06-2025,uttar pradesh,bara banki,227301,1006,231,False
01-06-2025,uttar pradesh,farrukhabad,205302,110,69,False
01-06-2025,uttar pradesh,sonbhadra,232221,320,96,False
01-06-2025,uttar pradesh,farrukhabad,207503,217,48,False
01-06-2025,arunachal pradesh,kamle,791130,10,15,False
01-06-2025,gujarat,ahmedabad,363610,74,123,False
01-06-2025,dadra and nagar haveli and daman and diu,daman,396210,138,128,False
01-06-2025,telangana,hyderabad,500025,50,64,False
01-06-2025,gujarat,amreli,365660,57,117,False
01-06-2025,gujarat,mahesana,382825,50,45,False
01-06-2025,bihar,jehanabad,804434,27,30,False
01-06-2025,bihar,patna,801118,10,26,False
01-06-2025,rajasthan,alwar,301712,38,65,False
01-06-2025,jammu and kashmir,pulwama,192306,97,66,False
01-06-2025,mizoram,aizawl,796025,16,12,False
01-06-2025,rajasthan,jaipur,303802,38,58,False
01-06-2025,bihar,patna,800111,124,124,False
01-06-2025,telangana,suryapet,508222,31,17,False
01-06-2025,gujarat,junagadh,362725,20,96,False
01-06-2025,bihar,banka,813127,18,12,False
01-06-2025,karnataka,mysuru,570021,27,23,False
01-06-2025,andhra pradesh,eluru,507114,36,79,False
01-06-2025,uttar pradesh,mau,121705,56,76,False
01-06-2025,andhra pradesh,kurnool,518319,440,156,False
01-06-2025,gujarat,gir somnath,362266,75,37,False
01-06-2025,telangana,nizamabad,503188,79,34,False
01-06-2025,bihar,banka,813118,56,64,False
01-06-2025,himachal pradesh,sirmaur,173022,72,96,False
01-06-2025,uttar pradesh,bulandshahr,202391,68,43,False
01-06-2025,uttar pradesh,sambhal,202414,289,83,False
01-06-2025,uttar pradesh,bulandshahr,202398,413,170,False
01-06-2025,uttar pradesh,unnao,229503,114,133,False
01-06-2025,punjab,jalandhar,144004,324,459,False
01-06-2025,chhattisgarh,rajnandgaon,491666,312,599,False
01-06-2025,chhattisgarh,uttar bastar kanker,494230,32,194,False
01-06-2025,gujarat,vadodara,391175,21,58,False
01-06-2025,uttar pradesh,lucknow,227125,160,200,False
01-06-2025,tamil nadu,salem,636104,114,111,False
01-06-2025,mizoram,mamit,796471,66,17,False
01-06-2025,gujarat,mahesana,384210,251,211,False
01-06-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396193,75,52,False
01-06-2025,bihar,bhagalpur,813227,21,28,False
01-06-2025,jharkhand,east singhbhum,831008,39,25,False
01-06-2025,gujarat,surat,394230,296,548,False
01-06-2025,gujarat,amreli,362730,32,40,False
01-06-2025,telangana,adilabad,504215,53,23,False
01-06-2025,uttar pradesh,budaun,202523,286,109,False
01-06-2025,rajasthan,udaipur,313015,43,41,False
01-06-2025,uttar pradesh,unnao,229841,260,135,False
01-06-2025,andhra pradesh,east godavari,507121,128,48,False
01-06-2025,west bengal,uttar dinajpur,733157,23,24,False
01-06-2025,uttarakhand,dehradun,248141,36,54,False
01-06-2025,bihar,banka,813125,37,21,False
01-06-2025,west bengal,uttar dinajpur,733214,14,18,False
01-06-2025,uttar pradesh,saharanpur,247769,138,101,False
01-06-2025,west bengal,jalpaiguri,735138,20,11,False
01-06-2025,madhya pradesh,jabalpur,482007,49,72,False
01-06-2025,gujarat,mahesana,382850,67,45,False
01-06-2025,himachal pradesh,kangra,176122,25,131,False
01-06-2025,madhya pradesh,sagar,470111,54,34,False
01-06-2025,bihar,patna,801502,109,81,False
01-06-2025,bihar,vaishali,844141,18,25,False
01-06-2025,uttar pradesh,bulandshahr,202393,1342,332,False
01-06-2025,gujarat,mahesana,384212,114,100,False
01-06-2025,uttar pradesh,budaun,202526,215,84,False
01-06-2025,west bengal,purba medinipur,721670,25,38,False
01-06-2025,bihar,bhagalpur,813129,15,13,False
01-06-2025,andhra pradesh,alluri sitharama raju,507135,32,25,False
01-06-2025,west bengal,hooghly,712707,116,77,False
01-06-2025,tamil nadu,kancheepuram,603202,342,458,False
01-06-2025,bihar,vaishali,844139,41,36,False
01-06-2025,uttar pradesh,bulandshahr,245402,205,124,False
01-06-2025,himachal pradesh,mandi,176120,92,132,False
01-06-2025,west bengal,murshidabad,742190,28,29,False
01-06-2025,gujarat,bhavnagar,365565,59,36,False
01-06-2025,tamil nadu,karur,639003,65,123,False
01-06-2025,puducherry,puducherry,605110,119,126,False
01-06-2025,gujarat,surat,394220,23,43,False
01-06-2025,tamil nadu,theni,625582,118,292,False
01-06-2025,uttar pradesh,moradabad,202413,254,173,False
01-06-2025,punjab,amritsar,143104,15,34,False
01-06-2025,jammu and kashmir,kulgam,192102,93,14,False
01-06-2025,bihar,banka,813119,33,26,False
01-06-2025,chhattisgarh,uttar bastar kanker,494665,33,234,False
01-06-2025,uttar pradesh,firozabad,205142,158,79,False
01-06-2025,bihar,muzaffarpur,843165,48,41,False
01-06-2025,uttar pradesh,unnao,229501,180,154,False
01-06-2025,uttar pradesh,jaunpur,222111,25,14,False
01-06-2025,uttar pradesh,bulandshahr,202390,639,187,False
01-06-2025,uttar pradesh,bulandshahr,245407,210,73,False
01-06-2025,uttar pradesh,lucknow,227115,507,198,False
01-06-2025,kerala,alappuzha,688012,28,64,False
01-06-2025,bihar,vaishali,844131,19,28,False
01-06-2025,chhattisgarh,dakshin bastar dantewada,494115,13,23,False
01-06-2025,gujarat,junagadh,362266,29,110,False
01-06-2025,west bengal,bankura,722145,118,34,False
01-06-2025,kerala,kottayam,686142,11,23,False
01-07-2025,jharkhand,ramgarh,825101,252,411,False
01-07-2025,uttar pradesh,prayagraj,228411,27,32,False
01-07-2025,uttarakhand,nainital,263002,102,195,False
01-07-2025,andhra pradesh,east godavari,507121,77,73,False
01-07-2025,uttar pradesh,sambhal,202412,858,295,False
01-07-2025,jharkhand,ramgarh,829117,193,216,False
01-07-2025,gujarat,tapi,394360,27,39,False
01-07-2025,west bengal,bankura,722171,16,29,False
01-07-2025,west bengal,murshidabad,742229,28,28,False
01-07-2025,bihar,banka,813121,11,21,False
01-07-2025,bihar,jamui,811315,390,374,False
01-07-2025,west bengal,howrah,711326,39,33,False
01-07-2025,andhra pradesh,east godavari,533240,48,50,False
01-07-2025,andhra pradesh,east godavari,507135,95,98,False
01-07-2025,west bengal,cooch behar,736173,14,10,False
01-07-2025,west bengal,purba medinipur,721669,27,19,False
01-07-2025,bihar,samastipur,848237,38,75,False
01-07-2025,bihar,patna,800111,157,189,False
01-07-2025,bihar,begusarai,851119,46,52,False
01-07-2025,bihar,begusarai,851122,89,107,False
01-07-2025,punjab,hoshiarpur,144203,86,155,False
01-07-2025,west bengal,purba medinipur,721666,20,39,False
01-07-2025,west bengal,south 24 parganas,743391,37,45,False
01-07-2025,bihar,saran,841433,49,60,False
01-07-2025,chhattisgarh,rajnandgaon,491666,247,459,False
01-07-2025,west bengal,purba medinipur,721464,23,14,False
01-07-2025,puducherry,puducherry,605007,143,182,False
01-07-2025,gujarat,vadodara,391155,68,204,False
01-07-2025,bihar,bhagalpur,813227,15,19,False
01-07-2025,assam,dhemaji,786110,201,77,False
01-07-2025,bihar,begusarai,851219,49,59,False
01-07-2025,punjab,jalandhar,144014,32,38,False
01-07-2025,haryana,panchkula,134115,39,34,False
01-07-2025,uttar pradesh,fatehpur,216221,831,366,False
01-07-2025,west bengal,murshidabad,742180,42,23,False
01-07-2025,karnataka,mysuru,570021,51,42,False
01-07-2025,west bengal,hooghly,712411,33,26,False
01-07-2025,andhra pradesh,eluru,507114,15,25,False
01-07-2025,himachal pradesh,sirmaur,173022,66,126,False
01-07-2025,uttar pradesh,lucknow,227309,289,139,False
01-07-2025,uttar pradesh,rampur,243701,1006,396,False
01-07-2025,gujarat,mahesana,382820,73,75,False
01-07-2025,gujarat,kachchh,370640,22,46,False
01-07-2025,uttar pradesh,sambhal,202411,247,86,False
01-07-2025,gujarat,bhavnagar,365565,49,45,False
01-07-2025,uttar pradesh,baghpat,250645,324,165,False
01-07-2025,uttar pradesh,baghpat,250602,48,39,False
01-07-2025,bihar,bhojpur,802237,10,19,False
01-07-2025,chhattisgarh,bastar,494005,80,269,False
01-07-2025,uttar pradesh,bulandshahr,202389,271,104,False
01-07-2025,himachal pradesh,mandi,176120,128,162,False
01-07-2025,bihar,muzaffarpur,843143,17,46,False
01-07-2025,uttar pradesh,bijnor,246765,175,51,False
01-07-2025,uttar pradesh,varanasi,221210,70,32,False
01-07-2025,karnataka,vijayapura,586102,124,58,False
01-07-2025,gujarat,mahesana,382710,150,152,False
01-07-2025,tamil nadu,kancheepuram,602109,18,40,False
01-07-2025,gujarat,surat,394111,14,12,False
01-07-2025,telangana,adilabad,504346,176,421,False
01-07-2025,west bengal,malda,732147,17,24,False
01-07-2025,bihar,munger,813321,257,436,False
01-07-2025,west bengal,purba medinipur,721668,32,76,False
01-07-2025,west bengal,bankura,722175,31,53,False
01-07-2025,gujarat,valsad,396240,20,31,False
01-07-2025,dadra and nagar haveli and daman and diu,daman,396215,17,15,False
01-07-2025,bihar,patna,804454,86,128,False
01-07-2025,west bengal,darjeeling,734319,11,27,False
01-07-2025,west bengal,jalpaiguri,735138,22,18,False
01-07-2025,uttar pradesh,farrukhabad,207503,296,66,False
01-07-2025,uttar pradesh,bulandshahr,245412,584,317,False
01-07-2025,karnataka,shivamogga,577450,74,20,False
01-07-2025,arunachal pradesh,kamle,791130,28,38,False
01-07-2025,uttar pradesh,lucknow,227205,909,333,False
01-07-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,727,1754,False
01-07-2025,uttar pradesh,budaun,202526,484,165,False
01-07-2025,uttar pradesh,jaunpur,222101,53,55,False
01-07-2025,chandigarh,chandigarh,160003,437,89,False
01-07-2025,mizoram,aizawl,796005,165,153,False
01-07-2025,west bengal,murshidabad,742176,40,31,False
01-07-2025,gujarat,arvalli,383350,615,230,False
01-07-2025,bihar,bhagalpur,813129,12,38,False
01-07-2025,haryana,bhiwani,127110,38,56,False
01-07-2025,uttar pradesh,bulandshahr,202390,689,295,False
01-07-2025,chhattisgarh,korba,495453,83,204,False
01-07-2025,gujarat,rajkot,364470,55,64,False
01-07-2025,bihar,muzaffarpur,843146,43,102,False
01-07-2025,andhra pradesh,east godavari,507111,38,30,False
01-07-2025,gujarat,anand,388121,11,17,False
01-07-2025,gujarat,mahisagar,389240,375,179,False
01-07-2025,uttar pradesh,jaunpur,222113,114,104,False
01-07-2025,west bengal,paschim medinipur,721252,29,23,False
01-07-2025,west bengal,jalpaiguri,735140,28,19,False
01-07-2025,andhra pradesh,west godavari,507121,66,80,False
01-07-2025,odisha,angul,759104,63,44,False
01-07-2025,west bengal,south 24 parganas,743384,21,24,False
01-07-2025,haryana,ambala,133021,73,28,False
01-07-2025,tamil nadu,theni,625582,68,281,False
01-07-2025,uttar pradesh,mainpuri,206301,410,281,False
01-07-2025,bihar,banka,813119,28,45,False
01-07-2025,uttar pradesh,firozabad,205135,374,304,False
01-07-2025,bihar,muzaffarpur,843147,32,34,False
01-07-2025,bihar,muzaffarpur,843141,39,48,False
01-07-2025,west bengal,bankura,722145,121,62,False
01-07-2025,gujarat,junagadh,362266,14,145,False
01-07-2025,rajasthan,ganganagar,335023,35,59,False
01-07-2025,kerala,alappuzha,688012,25,69,False
01-07-2025,uttar pradesh,farrukhabad,207504,156,53,False
01-07-2025,jammu and kashmir,udhampur,182117,75,131,False
01-07-2025,maharashtra,thane,421001,197,526,False
01-07-2025,maharashtra,amravati,444728,113,294,False
01-07-2025,haryana,ambala,133006,40,35,False
01-07-2025,himachal pradesh,kangra,176122,38,172,False
01-07-2025,bihar,samastipur,848111,50,32,False
