date,state,district,pincode,age_0_5,age_5_17,age_18_greater
24-09-2025,nagaland,mon,798602,0,1,0
24-09-2025,nagaland,peren,797110,1,3,0
24-09-2025,nagaland,shamator,798628,0,1,3
24-09-2025,punjab,sri muktsar sahib,152031,1,1,0
24-09-2025,punjab,sri muktsar sahib,152107,2,0,0
24-09-2025,punjab,s.a.s nagar,160014,0,2,0
24-09-2025,punjab,s.a.s nagar,140109,1,0,0
24-09-2025,punjab,s.a.s nagar,140306,1,0,0
24-09-2025,punjab,s.a.s nagar,140308,1,0,0
24-09-2025,punjab,s.a.s nagar,140603,3,0,0
24-09-2025,telangana,kumuram bheem asifabad,504273,0,2,0
24-09-2025,telangana,kumuram bheem asifabad,504293,1,0,0
24-09-2025,telangana,kumuram bheem asifabad,504313,1,0,0
24-09-2025,telangana,medchal malkajgiri,500039,2,1,0
24-09-2025,telangana,medchal malkajgiri,500056,3,0,0
24-09-2025,telangana,medchal malkajgiri,500090,4,0,0
24-09-2025,telangana,medchal malkajgiri,500090,1,0,0
24-09-2025,telangana,warangal,506002,5,0,0
24-09-2025,telangana,warangal,506009,1,0,0
24-09-2025,tripura,khowai,799201,0,2,0
24-09-2025,tripura,khowai,799205,2,0,0
24-09-2025,tripura,north tripura,799260,0,1,0
24-09-2025,tripura,north tripura,799280,0,0,1
24-09-2025,tripura,sepahijala,799131,4,2,0
24-09-2025,tripura,unakoti,799281,2,0,0
24-09-2025,tripura,west tripura,799004,2,0,0
24-09-2025,tripura,west tripura,799007,1,0,0
24-09-2025,uttar pradesh,bara banki,225301,0,2,0
24-09-2025,uttar pradesh,bara banki,225303,1,0,0
24-09-2025,uttar pradesh,sant kabir nagar,221308,1,2,0
24-09-2025,west bengal,cooch behar,735303,1,0,0
24-09-2025,west bengal,cooch behar,736160,1,2,0
24-09-2025,west bengal,cooch behar,736168,1,0,0
24-09-2025,west bengal,north 24 parganas,700121,1,0,0
24-09-2025,west bengal,north 24 parganas,743166,1,0,0
24-09-2025,west bengal,south 24 parganas,700061,1,0,0
24-09-2025,west bengal,south 24 parganas,700063,1,1,0
24-09-2025,west bengal,south 24 parganas,700103,2,1,0
24-09-2025,west bengal,south 24 parganas,743503,2,1,0
24-09-2025,delhi,central,110055,1,1,0
24-09-2025,delhi,south,110003,1,0,0
24-09-2025,delhi,south,110014,1,1,2
24-09-2025,delhi,south,110020,2,3,0
24-09-2025,delhi,south,110065,4,1,0
24-09-2025,delhi,west,110026,0,1,0
24-09-2025,delhi,west,110027,4,0,2
24-09-2025,delhi,west,110043,3,0,0
24-09-2025,gujarat,panch mahals,388713,4,0,0
24-09-2025,gujarat,panch mahals,389110,4,0,0
24-09-2025,gujarat,panch mahals,389115,2,1,0
24-09-2025,gujarat,panch mahals,389210,6,2,0
24-09-2025,gujarat,panch mahals,389320,3,1,0
24-09-2025,gujarat,sabar kantha,383030,1,0,0
24-09-2025,gujarat,sabar kantha,383355,2,0,0
24-09-2025,gujarat,sabar kantha,383410,0,1,0
24-09-2025,gujarat,sabar kantha,383440,1,1,0
24-09-2025,gujarat,sabar kantha,383462,1,1,0
24-09-2025,gujarat,surendranagar,363520,9,12,0
24-09-2025,gujarat,dangs,394715,1,0,0
24-09-2025,haryana,yamunanagar,135001,15,1,0
24-09-2025,haryana,yamunanagar,135021,2,0,0
24-09-2025,haryana,yamunanagar,135101,5,0,0
24-09-2025,jharkhand,saraikela kharsawan,832403,1,0,0
24-09-2025,jharkhand,saraikela kharsawan,832401,1,1,0
24-09-2025,madhya pradesh,khandwa (east nimar),450116,1,0,0
24-09-2025,madhya pradesh,khandwa (east nimar),450554,0,1,0
24-09-2025,madhya pradesh,khandwa (east nimar),450661,1,1,0
24-09-2025,madhya pradesh,khandwa (east nimar),450771,1,0,0
24-09-2025,madhya pradesh,khandwa (east nimar),450881,5,1,0
24-09-2025,madhya pradesh,khargone (west nimar),451001,12,4,0
24-09-2025,madhya pradesh,khargone (west nimar),451113,3,5,0
24-09-2025,madhya pradesh,khargone (west nimar),451115,1,3,0
24-09-2025,madhya pradesh,khargone (west nimar),451660,2,0,0
24-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502115,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524002,1,1,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524003,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524223,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524311,2,1,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524314,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524408,1,0,0
24-09-2025,andhra pradesh,y.s.r. kadapa,516293,1,0,0
24-09-2025,andhra pradesh,y.s.r. kadapa,516350,2,0,0
24-09-2025,andhra pradesh,y.s.r. kadapa,516390,1,0,0
24-09-2025,assam,cachar,788830,0,0,1
24-09-2025,assam,cachar,788831,1,0,0
24-09-2025,chhattisgarh,janjgir-champa,495671,1,0,0
24-09-2025,maharashtra,mumbai,400002,2,0,0
24-09-2025,maharashtra,mumbai,400003,4,0,0
24-09-2025,maharashtra,mumbai,400004,0,1,0
24-09-2025,maharashtra,mumbai,400011,1,0,0
24-09-2025,maharashtra,mumbai,400022,1,0,0
24-09-2025,maharashtra,raigad,402105,2,1,0
24-09-2025,maharashtra,raigad,402108,1,0,0
24-09-2025,maharashtra,raigad,402109,2,0,0
24-09-2025,maharashtra,raigad,402116,3,0,0
24-09-2025,maharashtra,raigad,402201,3,1,0
24-09-2025,maharashtra,raigad,410202,1,0,0
24-09-2025,maharashtra,raigad,410208,3,0,0
24-09-2025,manipur,bishnupur,795126,2,2,0
24-09-2025,manipur,chandel,795127,1,0,0
24-09-2025,manipur,churachandpur,795124,1,0,0
24-09-2025,manipur,senapati,795118,3,7,0
24-09-2025,manipur,tamenglong,795159,0,2,0
24-09-2025,manipur,thoubal,795130,0,1,0
24-09-2025,nagaland,dimapur,797103,1,0,0
24-09-2025,nagaland,mon,798622,2,0,0
24-09-2025,nagaland,phek,797104,1,0,0
24-09-2025,nagaland,phek,797107,0,1,1
24-09-2025,nagaland,zunheboto,798601,0,1,0
24-09-2025,punjab,sri muktsar sahib,152025,2,0,0
24-09-2025,punjab,sri muktsar sahib,152101,1,0,0
24-09-2025,punjab,s.a.s nagar,160071,1,0,0
24-09-2025,punjab,s.a.s nagar,140301,14,2,1
24-09-2025,punjab,s.a.s nagar,140501,2,1,0
24-09-2025,punjab,s.a.s nagar,140506,0,1,0
24-09-2025,punjab,s.a.s nagar,140601,2,0,0
24-09-2025,punjab,s.a.s nagar,140901,1,0,0
24-09-2025,punjab,s.a.s nagar,160062,1,0,0
24-09-2025,punjab,s.a.s nagar,160103,2,0,0
24-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502246,1,0,0
24-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502248,2,0,0
24-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524004,1,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524131,2,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524132,1,1,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524226,3,1,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524305,1,1,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524343,2,0,0
24-09-2025,andhra pradesh,sri potti sriramulu nellore,524407,1,0,0
24-09-2025,andhra pradesh,y.s.r. kadapa,516360,2,0,0
24-09-2025,assam,cachar,788832,1,0,0
24-09-2025,chhattisgarh,balrampur-ramanujganj,497223,3,3,0
24-09-2025,chhattisgarh,balrampur-ramanujganj,497224,9,3,0
24-09-2025,delhi,east,110031,9,1,1
24-09-2025,delhi,east,110092,14,5,0
24-09-2025,delhi,east,110096,5,0,0
24-09-2025,delhi,north,110007,9,1,0
24-09-2025,delhi,south,110016,1,0,0
24-09-2025,delhi,south,110024,1,1,0
24-09-2025,delhi,south,110030,10,1,0
24-09-2025,delhi,south,110047,3,2,0
24-09-2025,delhi,south,110048,1,0,0
24-09-2025,delhi,south,110062,17,6,0
24-09-2025,delhi,south,110080,5,0,0
24-09-2025,delhi,west,110058,3,0,0
24-09-2025,gujarat,panch mahals,388710,1,0,0
24-09-2025,gujarat,panch mahals,389001,22,1,0
24-09-2025,gujarat,panch mahals,389220,2,0,0
24-09-2025,gujarat,panch mahals,389230,2,0,0
24-09-2025,gujarat,panch mahals,389330,6,1,0
24-09-2025,gujarat,panch mahals,389341,4,1,0
24-09-2025,gujarat,sabar kantha,383245,2,0,0
24-09-2025,gujarat,sabar kantha,383325,1,0,0
24-09-2025,gujarat,sabar kantha,383350,3,0,0
24-09-2025,gujarat,sabar kantha,383450,2,0,0
24-09-2025,gujarat,surendranagar,363430,3,0,0
24-09-2025,gujarat,surendranagar,363440,14,0,0
24-09-2025,gujarat,surendranagar,363510,0,3,0
24-09-2025,gujarat,surendranagar,382750,14,2,0
24-09-2025,gujarat,dangs,394710,5,1,0
24-09-2025,jharkhand,saraikela kharsawan,831012,1,0,0
24-09-2025,jharkhand,saraikela kharsawan,832108,1,0,0
24-09-2025,jharkhand,saraikela kharsawan,832404,3,0,0
24-09-2025,jharkhand,saraikela kharsawan,833216,0,2,0
24-09-2025,uttar pradesh,bara banki,225414,0,1,0
24-09-2025,uttar pradesh,sant kabir nagar,221301,2,4,0
24-09-2025,uttar pradesh,sant kabir nagar,221303,5,1,0
24-09-2025,uttar pradesh,sant kabir nagar,221309,3,0,0
24-09-2025,uttar pradesh,sant kabir nagar,221310,0,2,0
24-09-2025,west bengal,cooch behar,736135,2,2,0
24-09-2025,west bengal,cooch behar,736146,1,1,0
24-09-2025,west bengal,cooch behar,736156,3,0,0
24-09-2025,west bengal,cooch behar,736171,3,2,0
24-09-2025,west bengal,north 24 parganas,700132,3,0,0
24-09-2025,west bengal,north 24 parganas,700135,0,2,0
24-09-2025,west bengal,north 24 parganas,743249,4,0,0
24-09-2025,west bengal,north 24 parganas,743446,0,1,0
24-09-2025,west bengal,south 24 parganas,743338,0,1,0
24-09-2025,west bengal,south 24 parganas,743371,1,0,0
24-09-2025,west bengal,south 24 parganas,743373,3,0,0
24-09-2025,madhya pradesh,khandwa (east nimar),450114,2,0,0
24-09-2025,madhya pradesh,khandwa (east nimar),450337,1,1,0
24-09-2025,madhya pradesh,khandwa (east nimar),451115,0,1,0
24-09-2025,madhya pradesh,khargone (west nimar),450661,0,2,0
24-09-2025,madhya pradesh,khargone (west nimar),451225,1,1,0
24-09-2025,madhya pradesh,khargone (west nimar),451335,2,2,0
24-09-2025,madhya pradesh,khargone (west nimar),451440,1,1,0
24-09-2025,maharashtra,mumbai,400005,1,0,0
24-09-2025,maharashtra,mumbai,400026,1,1,0
24-09-2025,maharashtra,mumbai,400027,2,0,0
24-09-2025,maharashtra,mumbai,400078,1,0,0
24-09-2025,maharashtra,raigad,402103,1,0,0
24-09-2025,maharashtra,raigad,402106,2,0,0
24-09-2025,maharashtra,raigad,410201,4,0,0
24-09-2025,manipur,churachandpur,795143,2,3,0
24-09-2025,manipur,senapati,795015,2,0,0
24-09-2025,meghalaya,ri bhoi,793101,1,1,0
24-09-2025,meghalaya,ri bhoi,793102,0,2,2
24-09-2025,meghalaya,ri bhoi,793103,0,1,0
24-09-2025,nagaland,tuensang,798612,1,3,0
24-09-2025,nagaland,zunheboto,798620,0,2,0
24-09-2025,punjab,s.a.s nagar,160055,1,0,0
24-09-2025,telangana,medchal malkajgiri,500068,0,1,0
24-09-2025,telangana,medchal malkajgiri,500072,0,3,0
24-09-2025,telangana,medchal malkajgiri,500085,2,0,0
24-09-2025,telangana,medchal malkajgiri,501301,3,0,0
24-09-2025,telangana,warangal,506310,1,0,0
24-09-2025,telangana,warangal,506314,1,0,0
24-09-2025,telangana,warangal,506331,3,0,0
24-09-2025,telangana,warangal,506342,1,0,0
24-09-2025,telangana,yadadri bhuvanagiri,508112,0,1,0
24-09-2025,telangana,yadadri bhuvanagiri,508277,3,1,0
24-09-2025,tripura,gomati,799013,3,0,0
24-09-2025,tripura,gomati,799105,1,0,0
24-09-2025,tripura,sepahijala,799115,2,0,0
24-09-2025,tripura,sepahijala,799130,1,0,0
24-09-2025,tripura,south tripura,799104,2,1,0
24-09-2025,tripura,south tripura,799150,1,0,0
24-09-2025,tripura,south tripura,799155,1,1,0
24-09-2025,tripura,west tripura,799201,0,1,0
24-09-2025,tripura,west tripura,799210,1,1,0
24-09-2025,tripura,west tripura,799211,1,0,0
25-09-2025,telangana,medchal malkajgiri,500010,1,0,0
25-09-2025,telangana,medchal malkajgiri,500018,3,1,0
25-09-2025,telangana,medchal malkajgiri,501301,1,0,0
25-09-2025,telangana,warangal,506331,1,0,0
25-09-2025,telangana,yadadri bhuvanagiri,508101,1,0,0
25-09-2025,telangana,yadadri bhuvanagiri,508277,1,1,0
25-09-2025,tripura,gomati,799013,1,0,0
25-09-2025,tripura,north tripura,799253,1,0,0
25-09-2025,tripura,south tripura,799155,1,0,0
25-09-2025,tripura,south tripura,799157,1,0,0
25-09-2025,tripura,west tripura,799008,5,0,0
25-09-2025,uttar pradesh,bara banki,225003,0,1,0
25-09-2025,uttar pradesh,bara banki,225206,1,0,0
25-09-2025,uttar pradesh,bara banki,225305,0,1,0
25-09-2025,uttar pradesh,sant kabir nagar,221301,4,2,0
25-09-2025,uttar pradesh,sant kabir nagar,221304,2,9,0
25-09-2025,uttar pradesh,sant kabir nagar,221308,1,3,0
25-09-2025,uttar pradesh,sant kabir nagar,221310,1,0,0
25-09-2025,uttar pradesh,sant kabir nagar,221314,1,0,0
25-09-2025,uttar pradesh,sant kabir nagar,221402,2,2,0
25-09-2025,west bengal,cooch behar,735224,1,0,0
25-09-2025,west bengal,cooch behar,735304,2,0,0
25-09-2025,west bengal,cooch behar,736158,2,0,0
25-09-2025,west bengal,cooch behar,736172,2,1,0
25-09-2025,west bengal,cooch behar,736176,1,0,0
25-09-2025,west bengal,north 24 parganas,700132,0,1,0
25-09-2025,west bengal,north 24 parganas,743166,1,0,0
25-09-2025,west bengal,north 24 parganas,743221,2,1,0
25-09-2025,west bengal,south 24 parganas,700084,1,1,0
25-09-2025,west bengal,south 24 parganas,700145,1,0,0
25-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502220,1,0,0
25-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502248,2,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524003,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524234,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524236,1,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524303,1,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524305,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524317,1,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524322,2,0,0
25-09-2025,assam,cachar,788819,2,2,0
25-09-2025,chhattisgarh,balrampur-ramanujganj,497118,9,5,0
25-09-2025,chhattisgarh,balrampur-ramanujganj,497224,3,1,0
25-09-2025,chhattisgarh,janjgir-champa,495688,1,0,0
25-09-2025,delhi,central,110008,2,3,0
25-09-2025,delhi,central,110012,2,0,0
25-09-2025,delhi,central,110055,0,1,0
25-09-2025,delhi,south,110019,6,1,0
25-09-2025,delhi,south,110025,4,2,0
25-09-2025,delhi,south,110074,1,0,0
25-09-2025,delhi,west,110026,1,0,0
25-09-2025,gujarat,panch mahals,388713,4,0,0
25-09-2025,gujarat,panch mahals,389220,2,1,0
25-09-2025,gujarat,panch mahals,389330,7,1,1
25-09-2025,gujarat,sabar kantha,383246,1,0,0
25-09-2025,gujarat,sabar kantha,383251,0,1,0
25-09-2025,gujarat,sabar kantha,383355,0,1,0
25-09-2025,gujarat,sabar kantha,383430,4,3,0
25-09-2025,gujarat,surendranagar,363030,3,0,0
25-09-2025,gujarat,surendranagar,363040,1,0,0
25-09-2025,gujarat,surendranagar,363440,5,8,0
25-09-2025,haryana,yamunanagar,135001,12,1,0
25-09-2025,haryana,yamunanagar,135106,1,0,0
25-09-2025,jharkhand,saraikela kharsawan,832109,1,1,0
25-09-2025,jharkhand,saraikela kharsawan,832404,2,0,0
25-09-2025,madhya pradesh,khandwa (east nimar),450881,2,0,0
25-09-2025,madhya pradesh,khargone (west nimar),451001,4,4,0
25-09-2025,madhya pradesh,khargone (west nimar),451228,5,5,0
25-09-2025,madhya pradesh,khargone (west nimar),451442,0,2,0
25-09-2025,maharashtra,mumbai,400010,2,1,0
25-09-2025,maharashtra,mumbai,400017,4,2,0
25-09-2025,maharashtra,mumbai,400018,2,1,0
25-09-2025,maharashtra,mumbai,400028,0,1,0
25-09-2025,maharashtra,mumbai,400034,2,0,0
25-09-2025,maharashtra,mumbai,400037,2,0,0
25-09-2025,maharashtra,raigad,402104,1,0,0
25-09-2025,maharashtra,raigad,402106,1,0,0
25-09-2025,maharashtra,raigad,402116,2,0,0
25-09-2025,maharashtra,raigad,402201,1,1,0
25-09-2025,maharashtra,raigad,402302,1,0,0
25-09-2025,maharashtra,raigad,402303,1,0,0
25-09-2025,maharashtra,raigad,402304,0,1,0
25-09-2025,maharashtra,raigad,402401,2,0,0
25-09-2025,maharashtra,raigad,410205,8,0,0
25-09-2025,maharashtra,raigad,410222,1,0,0
25-09-2025,manipur,bishnupur,795134,2,1,0
25-09-2025,manipur,chandel,795102,0,4,0
25-09-2025,manipur,churachandpur,795006,1,1,0
25-09-2025,manipur,churachandpur,795117,0,1,0
25-09-2025,manipur,jiribam,795115,2,0,0
25-09-2025,manipur,senapati,795107,0,1,0
25-09-2025,manipur,senapati,795118,6,4,0
25-09-2025,manipur,tamenglong,795125,3,2,0
25-09-2025,manipur,tamenglong,795141,1,2,0
25-09-2025,manipur,ukhrul,795142,2,1,0
25-09-2025,nagaland,kohima,797101,0,1,0
25-09-2025,nagaland,peren,797110,0,3,0
25-09-2025,nagaland,tuensang,798616,0,2,0
25-09-2025,nagaland,wokha,797111,2,7,0
25-09-2025,nagaland,zunheboto,798620,1,1,0
25-09-2025,punjab,s.a.s nagar,140601,1,0,0
25-09-2025,punjab,s.a.s nagar,140901,1,0,0
25-09-2025,punjab,s.a.s nagar,140901,1,0,0
25-09-2025,punjab,s.a.s nagar,160062,1,0,0
25-09-2025,telangana,kumuram bheem asifabad,504294,1,0,0
25-09-2025,telangana,medchal malkajgiri,500039,1,0,0
25-09-2025,telangana,medchal malkajgiri,500043,1,0,0
25-09-2025,telangana,medchal malkajgiri,500072,3,1,0
25-09-2025,telangana,medchal malkajgiri,500090,4,1,0
25-09-2025,telangana,warangal,506369,1,0,0
25-09-2025,telangana,warangal,506006,0,1,0
25-09-2025,telangana,yadadri bhuvanagiri,508111,2,0,0
25-09-2025,telangana,yadadri bhuvanagiri,508253,1,0,0
25-09-2025,tripura,dhalai,799273,0,3,0
25-09-2025,tripura,dhalai,799286,1,1,0
25-09-2025,tripura,khowai,799205,1,1,0
25-09-2025,tripura,north tripura,799263,1,4,0
25-09-2025,tripura,north tripura,799269,1,1,0
25-09-2025,tripura,sepahijala,799131,3,1,0
25-09-2025,tripura,south tripura,799143,0,2,0
25-09-2025,tripura,south tripura,799144,2,0,0
25-09-2025,tripura,west tripura,799006,1,0,0
25-09-2025,tripura,west tripura,799045,4,2,0
25-09-2025,tripura,west tripura,799211,1,0,0
25-09-2025,uttar pradesh,bara banki,225121,0,1,0
25-09-2025,uttar pradesh,sant kabir nagar,221303,2,4,0
25-09-2025,uttar pradesh,sant kabir nagar,221306,0,2,0
25-09-2025,uttar pradesh,bhadohi,221404,0,1,0
25-09-2025,west bengal,cooch behar,736131,2,1,0
25-09-2025,west bengal,cooch behar,736146,2,0,0
25-09-2025,west bengal,cooch behar,736157,1,0,0
25-09-2025,west bengal,north 24 parganas,743136,0,1,0
25-09-2025,west bengal,south 24 parganas,700103,3,0,0
25-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502291,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524121,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524142,2,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524201,5,2,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,1,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524307,1,0,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524314,0,1,0
25-09-2025,andhra pradesh,sri potti sriramulu nellore,524345,1,0,0
25-09-2025,assam,cachar,788830,0,1,0
25-09-2025,assam,cachar,788831,2,1,0
25-09-2025,chhattisgarh,balrampur-ramanujganj,497119,5,0,0
25-09-2025,chhattisgarh,uttar bastar kanker,494333,1,0,0
25-09-2025,chhattisgarh,uttar bastar kanker,494635,2,1,0
25-09-2025,chhattisgarh,uttar bastar kanker,494665,1,0,0
25-09-2025,chhattisgarh,uttar bastar kanker,494670,2,0,0
25-09-2025,chhattisgarh,uttar bastar kanker,494771,1,0,0
25-09-2025,delhi,east,110031,2,1,0
25-09-2025,delhi,north,110054,1,0,0
25-09-2025,delhi,north,110084,11,7,0
25-09-2025,delhi,south,110017,2,0,0
25-09-2025,delhi,south,110024,1,0,0
25-09-2025,delhi,south,110047,2,1,0
25-09-2025,delhi,south,110080,3,1,0
25-09-2025,delhi,west,110043,0,2,0
25-09-2025,delhi,west,110087,1,0,0
25-09-2025,gujarat,panch mahals,389172,2,1,0
25-09-2025,gujarat,panch mahals,389340,2,0,0
25-09-2025,gujarat,panch mahals,389341,2,0,1
25-09-2025,gujarat,sabar kantha,383205,3,0,0
25-09-2025,gujarat,sabar kantha,383235,1,0,0
25-09-2025,gujarat,sabar kantha,383270,5,8,0
25-09-2025,gujarat,sabar kantha,383305,1,0,0
25-09-2025,gujarat,sabar kantha,383310,1,0,0
25-09-2025,gujarat,sabar kantha,383350,3,2,0
25-09-2025,gujarat,sabar kantha,383410,1,0,0
25-09-2025,gujarat,sabar kantha,383440,1,0,0
25-09-2025,gujarat,sabar kantha,383460,2,0,0
25-09-2025,gujarat,surendranagar,363001,2,0,0
25-09-2025,gujarat,surendranagar,363020,2,1,0
25-09-2025,gujarat,surendranagar,363310,3,2,0
25-09-2025,gujarat,surendranagar,363330,4,3,0
25-09-2025,gujarat,surendranagar,382750,1,0,0
25-09-2025,haryana,yamunanagar,135101,4,0,0
25-09-2025,jharkhand,saraikela kharsawan,833102,3,1,0
25-09-2025,jharkhand,saraikela kharsawan,833220,7,2,0
25-09-2025,jharkhand,saraikela kharsawan,833101,3,0,0
25-09-2025,madhya pradesh,khandwa (east nimar),450051,2,1,0
25-09-2025,madhya pradesh,khandwa (east nimar),450110,1,0,0
25-09-2025,madhya pradesh,khargone (west nimar),451113,4,1,0
25-09-2025,madhya pradesh,khargone (west nimar),451221,2,2,0
25-09-2025,madhya pradesh,khargone (west nimar),451332,9,7,0
25-09-2025,madhya pradesh,khargone (west nimar),451441,3,11,0
25-09-2025,madhya pradesh,khargone (west nimar),451660,3,1,0
25-09-2025,maharashtra,mumbai,400003,2,0,0
25-09-2025,maharashtra,mumbai,400004,3,0,0
25-09-2025,maharashtra,mumbai,400005,1,0,0
25-09-2025,maharashtra,mumbai,400008,3,0,0
25-09-2025,maharashtra,raigad,402103,1,0,0
25-09-2025,maharashtra,raigad,402110,1,1,0
25-09-2025,maharashtra,raigad,402117,1,0,0
25-09-2025,maharashtra,raigad,402209,1,1,0
25-09-2025,maharashtra,raigad,402402,1,0,0
25-09-2025,maharashtra,raigad,410201,6,0,0
25-09-2025,maharashtra,raigad,410206,18,7,0
25-09-2025,maharashtra,raigad,410210,1,0,0
25-09-2025,manipur,bishnupur,795126,2,1,0
25-09-2025,manipur,chandel,795135,1,2,0
25-09-2025,manipur,churachandpur,795133,1,0,0
25-09-2025,manipur,senapati,795136,1,0,0
25-09-2025,manipur,ukhrul,795144,0,1,0
25-09-2025,nagaland,kiphire,798611,1,2,0
25-09-2025,nagaland,kohima,797001,3,5,0
25-09-2025,nagaland,kohima,797002,0,1,0
25-09-2025,nagaland,longleng,798625,0,2,2
25-09-2025,nagaland,mokokchung,798604,0,2,0
25-09-2025,nagaland,noklak,798626,0,1,0
25-09-2025,nagaland,shamator,798628,0,2,0
25-09-2025,nagaland,tuensang,798612,0,4,0
25-09-2025,punjab,sri muktsar sahib,152031,2,0,0
25-09-2025,punjab,s.a.s nagar,140103,3,0,0
25-09-2025,punjab,s.a.s nagar,140306,0,1,0
25-09-2025,punjab,s.a.s nagar,140307,2,0,0
25-09-2025,punjab,s.a.s nagar,140604,1,0,0
25-09-2025,punjab,s.a.s nagar,147506,1,0,0
25-09-2025,sikkim,namchi,737126,0,1,0
25-09-2025,madhya pradesh,khandwa (east nimar),450001,5,0,0
25-09-2025,madhya pradesh,khandwa (east nimar),450661,2,1,0
25-09-2025,madhya pradesh,khargone (west nimar),450551,0,1,0
25-09-2025,madhya pradesh,khargone (west nimar),451225,0,1,0
25-09-2025,madhya pradesh,khargone (west nimar),451331,8,7,0
25-09-2025,maharashtra,mumbai,400002,1,0,0
25-09-2025,maharashtra,raigad,402107,4,0,0
25-09-2025,maharashtra,raigad,402108,2,0,0
25-09-2025,maharashtra,raigad,402115,1,0,0
25-09-2025,maharashtra,raigad,410203,1,0,0
25-09-2025,maharashtra,raigad,410207,2,0,0
25-09-2025,maharashtra,raigad,410218,2,2,0
25-09-2025,manipur,chandel,795101,1,0,0
25-09-2025,manipur,chandel,795131,4,27,0
25-09-2025,manipur,churachandpur,795139,1,2,0
25-09-2025,manipur,senapati,795149,0,1,0
25-09-2025,manipur,thoubal,795148,0,2,0
25-09-2025,manipur,thoubal,795149,1,0,0
25-09-2025,manipur,ukhrul,795145,1,1,0
25-09-2025,meghalaya,ri bhoi,793103,0,1,0
25-09-2025,nagaland,dimapur,797112,3,3,1
25-09-2025,nagaland,dimapur,797115,2,1,0
25-09-2025,nagaland,kohima,797105,2,1,0
25-09-2025,nagaland,mokokchung,798601,0,3,0
25-09-2025,nagaland,mon,798621,2,3,1
25-09-2025,nagaland,peren,797101,0,1,0
25-09-2025,nagaland,phek,797107,1,0,0
25-09-2025,nagaland,zunheboto,797109,0,1,0
25-09-2025,punjab,s.a.s nagar,140301,3,0,0
25-09-2025,punjab,s.a.s nagar,140109,1,0,0
25-09-2025,punjab,s.a.s nagar,160103,1,0,0
25-09-2025,telangana,kumuram bheem asifabad,504292,1,0,0
25-09-2025,telangana,medchal malkajgiri,500055,4,5,0
25-09-2025,telangana,medchal malkajgiri,500056,1,1,0
25-09-2025,telangana,medchal malkajgiri,500087,1,1,0
25-09-2025,telangana,medchal malkajgiri,500087,1,0,0
25-09-2025,telangana,yadadri bhuvanagiri,508113,0,1,0
25-09-2025,telangana,yadadri bhuvanagiri,508116,2,0,0
25-09-2025,tripura,dhalai,799264,0,1,0
25-09-2025,tripura,dhalai,799288,0,1,0
25-09-2025,tripura,sepahijala,799102,2,0,0
25-09-2025,tripura,south tripura,799125,1,0,0
25-09-2025,tripura,south tripura,799141,0,1,0
25-09-2025,tripura,south tripura,799145,1,2,0
25-09-2025,tripura,west tripura,799001,2,0,0
25-09-2025,tripura,west tripura,799201,1,0,0
25-09-2025,uttar pradesh,bara banki,225001,4,1,0
25-09-2025,uttar pradesh,bara banki,225203,0,1,0
25-09-2025,uttar pradesh,bara banki,225416,0,1,0
25-09-2025,uttar pradesh,sant kabir nagar,221309,5,1,0
25-09-2025,uttar pradesh,sant kabir nagar,221404,2,3,0
25-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502335,1,0,0
