date,state,district,pincode,bio_age_5_17,bio_age_17_
06-09-2025,madhya pradesh,khargone (west nimar),451225,3,4
06-09-2025,madhya pradesh,khargone (west nimar),451332,21,30
06-09-2025,madhya pradesh,khargone (west nimar),451442,11,24
06-09-2025,andhra pradesh,y.s.r. kadapa,516004,1,0
06-09-2025,andhra pradesh,y.s.r. kadapa,516310,0,1
06-09-2025,assam,tamulpur,781360,1,1
06-09-2025,chhattisgarh,balrampur-ramanujganj,497220,8,27
06-09-2025,chhattisgarh,dakshin bastar dantewada,494441,6,5
06-09-2025,chhattisgarh,uttar bastar kanker,494335,2,8
06-09-2025,chhattisgarh,uttar bastar kanker,494635,0,1
06-09-2025,chhattisgarh,uttar bastar kanker,494776,2,17
06-09-2025,delhi,central,110002,12,9
06-09-2025,delhi,central,110005,30,23
06-09-2025,delhi,east,110053,7,2
06-09-2025,delhi,east,110095,35,30
06-09-2025,delhi,north,110007,27,13
06-09-2025,delhi,north,110084,83,86
06-09-2025,delhi,south,110013,3,2
06-09-2025,delhi,south,110017,23,26
06-09-2025,delhi,south,110019,46,26
06-09-2025,delhi,south,110047,8,14
06-09-2025,delhi,south,110065,12,10
06-09-2025,delhi,south,110074,27,26
06-09-2025,delhi,south,110076,34,31
06-09-2025,delhi,west,110041,106,83
06-09-2025,delhi,west,110043,8,15
06-09-2025,delhi,west,110063,18,14
06-09-2025,gujarat,panch mahals,389190,0,2
06-09-2025,gujarat,panch mahals,389230,3,8
06-09-2025,gujarat,panch mahals,389235,0,2
06-09-2025,gujarat,panch mahals,389265,0,4
06-09-2025,gujarat,sabar kantha,383001,6,12
06-09-2025,gujarat,sabar kantha,383110,0,2
06-09-2025,gujarat,sabar kantha,383120,1,1
06-09-2025,gujarat,sabar kantha,383215,0,1
06-09-2025,gujarat,sabar kantha,383235,3,4
06-09-2025,gujarat,sabar kantha,383240,0,1
06-09-2025,gujarat,sabar kantha,383246,2,0
06-09-2025,gujarat,sabar kantha,383275,0,2
06-09-2025,gujarat,sabar kantha,383345,0,4
06-09-2025,gujarat,sabar kantha,383460,2,1
06-09-2025,gujarat,surendranagar,363001,6,12
06-09-2025,gujarat,surendranagar,363020,4,6
06-09-2025,gujarat,surendranagar,363040,0,6
06-09-2025,gujarat,surendranagar,363320,1,0
06-09-2025,gujarat,surendranagar,363415,0,2
06-09-2025,gujarat,surendranagar,363421,9,18
06-09-2025,gujarat,surendranagar,382760,0,2
06-09-2025,gujarat,surendranagar,382780,0,1
06-09-2025,gujarat,dangs,394715,2,6
07-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,0,1
07-09-2025,telangana,medchal malkajgiri,500014,0,1
07-09-2025,telangana,warangal,506310,0,1
07-09-2025,telangana,warangal,506331,0,1
07-09-2025,tripura,dhalai,799284,0,1
07-09-2025,tripura,gomati,799104,1,0
07-09-2025,tripura,north tripura,799290,1,1
07-09-2025,tripura,south tripura,799104,1,0
07-09-2025,tripura,unakoti,799263,1,1
07-09-2025,tripura,west tripura,799004,1,4
07-09-2025,tripura,west tripura,799211,0,2
07-09-2025,uttar pradesh,sant kabir nagar,221310,1,0
07-09-2025,west bengal,cooch behar,735122,2,0
07-09-2025,west bengal,cooch behar,736131,0,2
07-09-2025,west bengal,cooch behar,736156,1,1
07-09-2025,west bengal,cooch behar,736159,2,1
07-09-2025,west bengal,north 24 parganas,700135,0,3
07-09-2025,west bengal,north 24 parganas,743126,0,1
07-09-2025,west bengal,south 24 parganas,700061,1,1
07-09-2025,west bengal,south 24 parganas,700152,0,1
07-09-2025,west bengal,south 24 parganas,743312,0,1
07-09-2025,west bengal,south 24 parganas,743349,2,1
07-09-2025,west bengal,south 24 parganas,743351,2,6
07-09-2025,west bengal,south 24 parganas,743355,1,1
07-09-2025,chhattisgarh,balrampur-ramanujganj,497001,1,0
07-09-2025,chhattisgarh,balrampur-ramanujganj,497118,1,5
07-09-2025,chhattisgarh,balrampur-ramanujganj,497225,12,7
07-09-2025,chhattisgarh,dakshin bastar dantewada,494553,1,0
07-09-2025,delhi,central,110003,16,8
07-09-2025,delhi,north,110007,5,10
07-09-2025,delhi,south,110003,1,2
07-09-2025,delhi,south,110013,0,2
07-09-2025,delhi,south,110049,2,4
07-09-2025,delhi,west,110018,6,8
07-09-2025,delhi,west,110043,1,1
07-09-2025,gujarat,panch mahals,389001,6,4
07-09-2025,jharkhand,saraikela kharsawan,831002,0,1
07-09-2025,jharkhand,saraikela kharsawan,832402,3,0
07-09-2025,madhya pradesh,khargone (west nimar),451113,0,1
07-09-2025,maharashtra,mumbai,400022,1,1
07-09-2025,maharashtra,raigad,410221,0,1
07-09-2025,manipur,churachandpur,795128,4,22
07-09-2025,manipur,senapati,795010,0,1
07-09-2025,manipur,senapati,795122,1,2
07-09-2025,manipur,thoubal,795148,7,11
07-09-2025,nagaland,kohima,797109,1,1
07-09-2025,nagaland,wokha,797111,0,5
07-09-2025,nagaland,zunheboto,798620,0,13
07-09-2025,punjab,s.a.s nagar,140301,1,0
07-09-2025,punjab,s.a.s nagar,140603,3,1
07-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502314,0,1
07-09-2025,telangana,medchal malkajgiri,500090,1,0
07-09-2025,telangana,warangal,506005,2,0
07-09-2025,telangana,warangal,506001,1,0
07-09-2025,telangana,warangal,506009,1,0
07-09-2025,telangana,yadadri bhuvanagiri,508112,1,0
07-09-2025,tripura,north tripura,799280,2,6
07-09-2025,tripura,west tripura,799005,1,0
07-09-2025,tripura,west tripura,799035,1,0
07-09-2025,tripura,west tripura,799045,0,1
07-09-2025,uttar pradesh,sant kabir nagar,221402,0,1
07-09-2025,west bengal,cooch behar,736134,0,4
07-09-2025,west bengal,cooch behar,736135,0,2
07-09-2025,west bengal,cooch behar,736170,0,1
07-09-2025,west bengal,south 24 parganas,700105,0,2
07-09-2025,west bengal,south 24 parganas,743373,0,7
07-09-2025,chhattisgarh,dakshin bastar dantewada,494441,9,6
07-09-2025,chhattisgarh,uttar bastar kanker,494669,0,1
07-09-2025,delhi,central,110008,11,21
07-09-2025,delhi,central,110060,0,1
07-09-2025,delhi,west,110015,9,5
07-09-2025,delhi,west,110041,11,18
07-09-2025,delhi,west,110059,23,23
07-09-2025,delhi,west,110063,2,2
07-09-2025,gujarat,panch mahals,389330,0,1
07-09-2025,gujarat,sabar kantha,383001,1,0
07-09-2025,gujarat,surendranagar,363410,0,1
07-09-2025,gujarat,dangs,394720,1,2
07-09-2025,haryana,yamunanagar,135103,1,0
07-09-2025,jharkhand,saraikela kharsawan,832108,1,2
07-09-2025,jharkhand,saraikela kharsawan,832109,2,1
07-09-2025,jharkhand,saraikela kharsawan,832404,2,0
07-09-2025,jharkhand,saraikela kharsawan,833216,1,0
07-09-2025,jharkhand,saraikela kharsawan,831002,0,1
07-09-2025,jharkhand,saraikela kharsawan,831012,0,2
07-09-2025,jharkhand,saraikela kharsawan,832108,0,1
07-09-2025,jharkhand,saraikela kharsawan,833220,0,2
07-09-2025,madhya pradesh,khargone (west nimar),451442,0,1
07-09-2025,maharashtra,mumbai,400012,0,1
07-09-2025,maharashtra,mumbai,400015,1,0
07-09-2025,maharashtra,mumbai,400037,1,0
07-09-2025,maharashtra,raigad,402109,0,1
07-09-2025,maharashtra,raigad,410206,3,0
07-09-2025,maharashtra,raigad,410218,1,0
07-09-2025,manipur,bishnupur,795126,0,3
07-09-2025,manipur,chandel,795131,0,1
07-09-2025,manipur,kakching,795132,0,1
07-09-2025,manipur,thoubal,795101,6,1
07-09-2025,manipur,thoubal,795103,7,18
07-09-2025,manipur,thoubal,795132,2,2
07-09-2025,manipur,thoubal,795138,7,25
07-09-2025,manipur,ukhrul,795149,1,0
07-09-2025,nagaland,dimapur,797115,0,1
07-09-2025,punjab,s.a.s nagar,140109,1,0
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524222,0,1
07-09-2025,chhattisgarh,balrampur-ramanujganj,497224,3,9
07-09-2025,delhi,central,110002,1,3
07-09-2025,delhi,east,110051,7,6
07-09-2025,delhi,east,110053,1,1
07-09-2025,delhi,east,110092,37,21
07-09-2025,delhi,south,110016,1,0
07-09-2025,delhi,south,110044,51,43
07-09-2025,delhi,south,110062,27,31
07-09-2025,delhi,west,110087,1,7
07-09-2025,gujarat,panch mahals,389210,0,1
07-09-2025,gujarat,panch mahals,389232,1,0
07-09-2025,gujarat,surendranagar,363440,0,1
07-09-2025,jharkhand,saraikela kharsawan,831018,0,2
07-09-2025,jharkhand,saraikela kharsawan,833220,0,1
07-09-2025,jharkhand,saraikela kharsawan,832404,0,1
07-09-2025,jharkhand,saraikela kharsawan,833216,0,1
07-09-2025,maharashtra,mumbai,400011,0,1
07-09-2025,maharashtra,raigad,402105,1,1
07-09-2025,maharashtra,raigad,402106,0,1
07-09-2025,maharashtra,raigad,402403,0,1
07-09-2025,manipur,jiribam,795116,1,0
07-09-2025,manipur,thoubal,795130,9,14
07-09-2025,manipur,thoubal,795149,4,3
07-09-2025,nagaland,dimapur,797112,1,1
07-09-2025,punjab,sri muktsar sahib,152101,0,1
07-09-2025,punjab,s.a.s nagar,160014,0,2
07-09-2025,punjab,s.a.s nagar,160103,3,3
07-09-2025,telangana,medchal malkajgiri,500055,1,1
07-09-2025,telangana,warangal,506391,3,0
07-09-2025,tripura,khowai,799201,1,0
07-09-2025,tripura,khowai,799203,0,1
07-09-2025,tripura,north tripura,799270,1,2
07-09-2025,tripura,unakoti,799280,2,0
07-09-2025,tripura,west tripura,799001,0,1
07-09-2025,uttar pradesh,sant kabir nagar,221301,1,3
07-09-2025,uttar pradesh,sant kabir nagar,221309,0,1
07-09-2025,uttar pradesh,sant kabir nagar,221314,1,0
07-09-2025,west bengal,cooch behar,736133,0,2
07-09-2025,west bengal,cooch behar,736145,0,1
07-09-2025,west bengal,cooch behar,736146,0,1
07-09-2025,west bengal,cooch behar,736157,0,1
07-09-2025,west bengal,cooch behar,736165,0,1
07-09-2025,west bengal,cooch behar,736171,0,1
07-09-2025,west bengal,north 24 parganas,743194,0,1
07-09-2025,west bengal,north 24 parganas,743502,0,1
07-09-2025,west bengal,south 24 parganas,743338,0,1
07-09-2025,west bengal,south 24 parganas,743347,2,10
07-09-2025,west bengal,south 24 parganas,743354,0,1
07-09-2025,west bengal,south 24 parganas,743383,0,7
07-09-2025,delhi,central,110012,1,3
07-09-2025,delhi,east,110031,9,9
07-09-2025,delhi,east,110032,0,11
07-09-2025,delhi,east,110091,36,44
07-09-2025,delhi,north,110084,29,40
07-09-2025,delhi,south,110014,3,4
07-09-2025,delhi,south,110017,2,0
07-09-2025,delhi,south,110020,13,5
07-09-2025,delhi,south,110025,5,3
07-09-2025,delhi,south,110065,0,1
07-09-2025,delhi,south,110068,1,2
07-09-2025,delhi,south,110074,0,1
07-09-2025,delhi,west,110026,2,1
07-09-2025,gujarat,panch mahals,389172,1,0
07-09-2025,gujarat,panch mahals,389310,1,0
07-09-2025,gujarat,surendranagar,363415,0,1
07-09-2025,jharkhand,saraikela kharsawan,831012,6,9
07-09-2025,jharkhand,saraikela kharsawan,831013,0,1
07-09-2025,jharkhand,saraikela kharsawan,832403,0,1
07-09-2025,jharkhand,saraikela kharsawan,831013,0,1
07-09-2025,jharkhand,saraikela kharsawan,832401,0,1
07-09-2025,jharkhand,saraikela kharsawan,832402,0,1
07-09-2025,jharkhand,saraikela kharsawan,832403,1,2
07-09-2025,jharkhand,saraikela kharsawan,833219,0,1
07-09-2025,maharashtra,raigad,402303,0,2
07-09-2025,maharashtra,raigad,402307,1,0
07-09-2025,maharashtra,raigad,410210,1,0
07-09-2025,manipur,bishnupur,795134,4,2
07-09-2025,manipur,jiribam,795115,0,1
07-09-2025,manipur,kakching,795103,5,1
07-09-2025,manipur,senapati,795112,1,1
07-09-2025,nagaland,tuensang,798612,1,0
07-09-2025,punjab,sri muktsar sahib,152107,0,1
07-09-2025,punjab,s.a.s nagar,140604,1,0
07-09-2025,telangana,medchal malkajgiri,500067,1,0
07-09-2025,telangana,medchal malkajgiri,500055,2,0
07-09-2025,telangana,warangal,506164,1,0
07-09-2025,telangana,warangal,506316,1,1
07-09-2025,telangana,warangal,506002,0,2
07-09-2025,telangana,warangal,506006,0,1
07-09-2025,telangana,warangal,506015,0,1
07-09-2025,tripura,dhalai,799273,4,24
07-09-2025,tripura,north tripura,799277,0,1
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524004,2,2
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524303,1,0
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524309,0,1
07-09-2025,andhra pradesh,sri potti sriramulu nellore,524310,0,1
07-09-2025,uttar pradesh,sant kabir nagar,221409,1,0
07-09-2025,west bengal,cooch behar,736168,1,1
07-09-2025,west bengal,north 24 parganas,700102,0,1
07-09-2025,west bengal,north 24 parganas,700129,0,1
07-09-2025,west bengal,north 24 parganas,700156,0,3
07-09-2025,west bengal,north 24 parganas,700159,0,1
07-09-2025,west bengal,north 24 parganas,743127,0,1
07-09-2025,west bengal,north 24 parganas,743425,1,1
07-09-2025,west bengal,north 24 parganas,743456,0,1
07-09-2025,west bengal,south 24 parganas,743357,0,5
07-09-2025,west bengal,south 24 parganas,743606,0,2
07-09-2025,assam,cachar,788818,1,0
07-09-2025,chhattisgarh,balrampur-ramanujganj,497223,2,1
07-09-2025,chhattisgarh,dakshin bastar dantewada,494449,1,5
07-09-2025,chhattisgarh,janjgir-champa,495668,0,1
07-09-2025,delhi,central,110005,4,7
07-09-2025,delhi,east,110095,14,15
07-09-2025,delhi,east,110096,35,15
07-09-2025,delhi,north,110006,9,18
07-09-2025,delhi,north,110054,0,2
07-09-2025,delhi,south,110019,7,1
07-09-2025,delhi,south,110030,3,1
07-09-2025,delhi,south,110047,1,1
07-09-2025,delhi,south,110076,10,16
07-09-2025,delhi,south,110080,4,0
07-09-2025,delhi,west,110027,5,5
07-09-2025,gujarat,panch mahals,389350,0,1
07-09-2025,jharkhand,saraikela kharsawan,832401,0,1
07-09-2025,madhya pradesh,khandwa (east nimar),451115,1,0
07-09-2025,maharashtra,chhatrapati sambhajinagar,431001,0,1
07-09-2025,maharashtra,mumbai,400008,0,1
07-09-2025,maharashtra,raigad,400702,1,0
07-09-2025,maharashtra,raigad,402107,0,1
07-09-2025,maharashtra,raigad,410207,1,0
07-09-2025,manipur,bishnupur,795133,43,11
07-09-2025,nagaland,mon,798603,1,6
07-09-2025,nagaland,mon,798622,0,1
07-09-2025,punjab,s.a.s nagar,160059,0,1
07-09-2025,telangana,warangal,505101,1,0
07-09-2025,telangana,warangal,506166,0,1
07-09-2025,telangana,warangal,506371,1,0
07-09-2025,tripura,dhalai,799273,1,2
07-09-2025,tripura,north tripura,799263,1,4
07-09-2025,tripura,west tripura,799003,1,2
07-09-2025,tripura,west tripura,799009,0,2
07-09-2025,tripura,west tripura,799207,1,0
07-09-2025,uttar pradesh,bara banki,225302,0,1
07-09-2025,uttar pradesh,sant kabir nagar,221303,1,1
07-09-2025,uttar pradesh,sant kabir nagar,221304,2,0
07-09-2025,uttar pradesh,sant kabir nagar,221404,0,3
07-09-2025,west bengal,cooch behar,735303,0,1
07-09-2025,west bengal,cooch behar,736158,1,0
07-09-2025,west bengal,cooch behar,736207,0,1
07-09-2025,west bengal,north 24 parganas,743249,4,3
07-09-2025,west bengal,north 24 parganas,743289,1,0
07-09-2025,west bengal,south 24 parganas,743356,0,1
07-09-2025,west bengal,south 24 parganas,743371,0,1
07-09-2025,west bengal,south 24 parganas,743399,1,0
07-09-2025,west bengal,south 24 parganas,743503,2,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502001,2,5
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,0,6
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502117,1,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502247,4,3
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502273,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502286,4,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502381,0,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524121,6,7
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524126,0,9
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524142,3,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524223,7,1
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524226,2,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524227,1,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524230,3,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524317,2,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524343,5,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524344,2,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524346,3,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524366,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524407,4,9
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524413,4,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524414,1,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524421,2,4
08-09-2025,andhra pradesh,y.s.r. kadapa,516002,1,3
08-09-2025,andhra pradesh,y.s.r. kadapa,516003,1,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516289,2,3
08-09-2025,andhra pradesh,y.s.r. kadapa,516464,0,1
08-09-2025,assam,cachar,788832,2,0
08-09-2025,assam,tamulpur,781367,0,1
08-09-2025,chhattisgarh,balrampur-ramanujganj,497223,6,16
08-09-2025,chhattisgarh,dakshin bastar dantewada,494449,21,42
08-09-2025,chhattisgarh,dakshin bastar dantewada,494552,18,25
08-09-2025,chhattisgarh,janjgir-champa,495688,0,3
08-09-2025,chhattisgarh,uttar bastar kanker,494333,1,7
08-09-2025,chhattisgarh,uttar bastar kanker,494334,2,13
08-09-2025,chhattisgarh,uttar bastar kanker,494335,6,27
08-09-2025,chhattisgarh,uttar bastar kanker,494665,11,21
08-09-2025,delhi,central,110002,11,9
08-09-2025,delhi,central,110011,2,4
08-09-2025,delhi,central,110069,1,0
08-09-2025,delhi,east,110032,2,16
08-09-2025,delhi,east,110051,19,32
08-09-2025,delhi,south,110013,4,2
08-09-2025,delhi,south,110016,5,5
08-09-2025,delhi,south,110030,32,47
08-09-2025,delhi,west,110058,6,11
08-09-2025,delhi,west,110059,112,141
08-09-2025,delhi,west,110063,14,16
08-09-2025,gujarat,panch mahals,389232,3,4
08-09-2025,gujarat,panch mahals,389235,1,3
08-09-2025,gujarat,panch mahals,389265,0,6
08-09-2025,gujarat,panch mahals,389320,7,10
08-09-2025,gujarat,panch mahals,389330,11,9
08-09-2025,gujarat,panch mahals,389341,11,14
08-09-2025,gujarat,sabar kantha,383110,5,1
08-09-2025,gujarat,sabar kantha,383120,1,2
08-09-2025,gujarat,sabar kantha,383245,3,1
08-09-2025,gujarat,sabar kantha,383246,1,4
08-09-2025,gujarat,sabar kantha,383335,1,13
08-09-2025,gujarat,sabar kantha,383434,3,4
08-09-2025,gujarat,surendranagar,363310,7,25
08-09-2025,gujarat,surendranagar,363421,13,10
08-09-2025,gujarat,surendranagar,363425,3,3
08-09-2025,gujarat,surendranagar,363530,7,23
08-09-2025,gujarat,dangs,394710,43,56
08-09-2025,gujarat,dangs,394730,10,9
08-09-2025,madhya pradesh,khandwa (east nimar),450051,6,4
08-09-2025,madhya pradesh,khandwa (east nimar),450554,4,2
08-09-2025,madhya pradesh,khandwa (east nimar),450881,14,0
08-09-2025,madhya pradesh,khandwa (east nimar),450991,14,7
08-09-2025,madhya pradesh,khandwa (east nimar),451115,5,6
08-09-2025,madhya pradesh,khargone (west nimar),451001,46,62
08-09-2025,madhya pradesh,khargone (west nimar),451224,1,18
08-09-2025,madhya pradesh,khargone (west nimar),451449,3,0
08-09-2025,maharashtra,mumbai,400008,1,0
08-09-2025,maharashtra,mumbai,400010,1,1
08-09-2025,maharashtra,mumbai,400017,1,1
08-09-2025,maharashtra,mumbai,400033,2,2
08-09-2025,maharashtra,raigad,400702,4,7
08-09-2025,maharashtra,raigad,400704,1,1
08-09-2025,maharashtra,raigad,400707,1,1
08-09-2025,maharashtra,raigad,402106,16,6
08-09-2025,maharashtra,raigad,402109,13,20
08-09-2025,maharashtra,raigad,402110,4,5
08-09-2025,maharashtra,raigad,402120,4,5
08-09-2025,maharashtra,raigad,402201,5,12
08-09-2025,maharashtra,raigad,402302,7,5
08-09-2025,maharashtra,raigad,402304,2,8
08-09-2025,maharashtra,raigad,402308,3,1
08-09-2025,maharashtra,raigad,410203,8,7
08-09-2025,maharashtra,raigad,410218,0,1
08-09-2025,manipur,chandel,795135,2,4
08-09-2025,manipur,churachandpur,795006,11,1
08-09-2025,manipur,churachandpur,795128,22,16
08-09-2025,manipur,churachandpur,795143,0,1
08-09-2025,manipur,senapati,795002,0,1
08-09-2025,manipur,senapati,795104,17,4
08-09-2025,manipur,senapati,795136,1,1
08-09-2025,manipur,senapati,795144,1,0
08-09-2025,manipur,tamenglong,795159,6,3
08-09-2025,manipur,thoubal,795132,4,0
08-09-2025,manipur,thoubal,795149,8,7
08-09-2025,meghalaya,ri bhoi,781131,1,0
08-09-2025,meghalaya,ri bhoi,793101,0,2
08-09-2025,meghalaya,ri bhoi,793105,8,1
08-09-2025,nagaland,dimapur,797103,0,9
08-09-2025,nagaland,kiphire,798611,5,20
08-09-2025,nagaland,kohima,797005,0,6
08-09-2025,nagaland,mokokchung,798614,0,1
08-09-2025,nagaland,mokokchung,798618,0,2
08-09-2025,nagaland,mon,798621,1,17
08-09-2025,nagaland,peren,797101,1,2
08-09-2025,nagaland,phek,797102,0,2
08-09-2025,nagaland,phek,797107,2,7
08-09-2025,nagaland,shamator,798628,0,1
08-09-2025,nagaland,tuensang,798616,1,10
08-09-2025,nagaland,wokha,797100,0,3
08-09-2025,nagaland,zunheboto,798601,0,2
08-09-2025,nagaland,zunheboto,798619,1,1
08-09-2025,west bengal,north 24 parganas,700113,0,1
08-09-2025,west bengal,north 24 parganas,700125,0,2
08-09-2025,west bengal,north 24 parganas,700126,1,0
08-09-2025,west bengal,north 24 parganas,743122,1,2
08-09-2025,west bengal,north 24 parganas,743145,2,0
08-09-2025,west bengal,north 24 parganas,743165,0,1
08-09-2025,west bengal,north 24 parganas,743249,2,1
08-09-2025,west bengal,north 24 parganas,743263,1,3
08-09-2025,west bengal,south 24 parganas,700061,0,4
08-09-2025,west bengal,south 24 parganas,700063,0,2
08-09-2025,west bengal,south 24 parganas,700152,0,1
08-09-2025,west bengal,south 24 parganas,743613,1,0
08-09-2025,punjab,sri muktsar sahib,152101,0,8
08-09-2025,punjab,s.a.s nagar,140103,0,7
08-09-2025,punjab,s.a.s nagar,160062,0,2
08-09-2025,punjab,s.a.s nagar,140308,2,4
08-09-2025,telangana,medchal malkajgiri,500043,1,1
08-09-2025,telangana,medchal malkajgiri,500055,12,14
08-09-2025,telangana,medchal malkajgiri,500056,4,1
08-09-2025,telangana,medchal malkajgiri,500098,0,2
08-09-2025,telangana,medchal malkajgiri,500039,2,0
08-09-2025,telangana,medchal malkajgiri,501401,2,0
08-09-2025,telangana,warangal,506006,2,3
08-09-2025,telangana,warangal,506313,3,11
08-09-2025,telangana,warangal,506369,2,1
08-09-2025,telangana,warangal,506007,0,1
08-09-2025,telangana,warangal,506013,1,0
08-09-2025,telangana,warangal,506151,1,0
08-09-2025,telangana,warangal,506370,1,0
08-09-2025,telangana,warangal,506371,1,2
08-09-2025,telangana,yadadri bhuvanagiri,508111,1,1
08-09-2025,telangana,yadadri bhuvanagiri,508112,4,3
08-09-2025,telangana,yadadri bhuvanagiri,508115,0,2
08-09-2025,telangana,yadadri bhuvanagiri,508252,9,9
08-09-2025,telangana,yadadri bhuvanagiri,508277,8,2
08-09-2025,tripura,dhalai,799278,5,3
08-09-2025,tripura,dhalai,799287,2,2
08-09-2025,tripura,dhalai,799288,0,1
08-09-2025,tripura,gomati,799105,1,3
08-09-2025,tripura,gomati,799120,3,1
08-09-2025,tripura,khowai,799201,4,2
08-09-2025,tripura,khowai,799202,0,2
08-09-2025,tripura,north tripura,799250,3,1
08-09-2025,tripura,north tripura,799262,0,8
08-09-2025,tripura,north tripura,799290,0,6
08-09-2025,tripura,sepahijala,799130,0,1
08-09-2025,tripura,south tripura,799104,6,20
08-09-2025,tripura,south tripura,799145,5,27
08-09-2025,tripura,south tripura,799150,0,5
08-09-2025,tripura,south tripura,799155,8,19
08-09-2025,tripura,south tripura,799157,2,14
08-09-2025,tripura,west tripura,799002,1,5
08-09-2025,tripura,west tripura,799009,2,4
08-09-2025,tripura,west tripura,799045,2,12
08-09-2025,tripura,west tripura,799115,3,16
08-09-2025,tripura,west tripura,799213,1,1
08-09-2025,uttar pradesh,bara banki,225001,4,7
08-09-2025,uttar pradesh,sant kabir nagar,221304,52,18
08-09-2025,uttar pradesh,sant kabir nagar,221314,11,4
08-09-2025,uttar pradesh,sant kabir nagar,221402,22,13
08-09-2025,west bengal,cooch behar,736156,1,1
08-09-2025,west bengal,cooch behar,736157,0,3
08-09-2025,west bengal,cooch behar,736160,1,1
08-09-2025,west bengal,cooch behar,736167,1,11
08-09-2025,west bengal,cooch behar,736176,0,2
08-09-2025,haryana,yamunanagar,133103,10,21
08-09-2025,haryana,yamunanagar,133105,1,4
08-09-2025,haryana,yamunanagar,135102,6,17
08-09-2025,haryana,yamunanagar,135103,23,26
08-09-2025,haryana,yamunanagar,135106,19,19
08-09-2025,jharkhand,saraikela kharsawan,831013,9,12
08-09-2025,jharkhand,saraikela kharsawan,832402,2,3
08-09-2025,jharkhand,saraikela kharsawan,833220,14,29
08-09-2025,jharkhand,saraikela kharsawan,831002,0,1
08-09-2025,jharkhand,saraikela kharsawan,831012,0,3
08-09-2025,jharkhand,saraikela kharsawan,832402,0,1
08-09-2025,jharkhand,saraikela kharsawan,832403,1,9
08-09-2025,delhi,central,110001,0,3
08-09-2025,delhi,east,110053,4,3
08-09-2025,delhi,east,110091,50,56
08-09-2025,delhi,south,110019,26,31
08-09-2025,delhi,south,110024,1,9
08-09-2025,delhi,south,110065,16,13
08-09-2025,delhi,south,110076,22,29
08-09-2025,delhi,west,110018,47,63
08-09-2025,delhi,west,110043,6,11
08-09-2025,delhi,west,110087,14,14
08-09-2025,gujarat,panch mahals,388270,0,9
08-09-2025,gujarat,panch mahals,389001,43,58
08-09-2025,gujarat,panch mahals,389220,7,22
08-09-2025,gujarat,panch mahals,389350,21,15
08-09-2025,gujarat,sabar kantha,383210,3,5
08-09-2025,gujarat,sabar kantha,383225,2,1
08-09-2025,gujarat,sabar kantha,383230,7,6
08-09-2025,gujarat,sabar kantha,383235,3,8
08-09-2025,gujarat,sabar kantha,383240,1,3
08-09-2025,gujarat,sabar kantha,383250,3,3
08-09-2025,gujarat,sabar kantha,383276,3,11
08-09-2025,gujarat,sabar kantha,383350,4,15
08-09-2025,gujarat,sabar kantha,383440,3,6
08-09-2025,gujarat,sabar kantha,383450,20,10
08-09-2025,gujarat,sabar kantha,383462,9,6
08-09-2025,gujarat,surendranagar,363320,3,4
08-09-2025,gujarat,surendranagar,363423,1,7
08-09-2025,gujarat,surendranagar,363430,1,9
08-09-2025,gujarat,surendranagar,363440,10,7
08-09-2025,gujarat,surendranagar,363610,0,1
08-09-2025,gujarat,surendranagar,382745,2,8
08-09-2025,gujarat,dangs,394715,4,12
08-09-2025,gujarat,dangs,394720,0,2
08-09-2025,haryana,yamunanagar,133202,3,0
08-09-2025,haryana,yamunanagar,133204,9,14
08-09-2025,haryana,yamunanagar,135002,8,10
08-09-2025,jharkhand,saraikela kharsawan,832109,1,2
