,date,state,district,pincode,demo_age_5_17,demo_age_17_
1939,25-11-2025,maharashtra,buldana,444303,0,13
1940,25-11-2025,maharashtra,gondiya,441207,0,7
1941,25-11-2025,maharashtra,gondiya,441702,0,21
1942,25-11-2025,maharashtra,gondiya,441902,3,20
1943,25-11-2025,maharashtra,gondiya *,441614,0,2
1944,25-11-2025,maharashtra,gondiya *,441901,0,1
1945,25-11-2025,maharashtra,mumbai city,400001,0,4
1946,25-11-2025,maharashtra,mumbai city,400008,0,18
1947,25-11-2025,maharashtra,mumbai city,400009,1,6
1948,25-11-2025,maharashtra,mumbai city,400012,1,15
1949,25-11-2025,maharashtra,mumbai city,400025,0,1
1950,25-11-2025,maharashtra,mumbai city,400026,0,2
1951,25-11-2025,maharashtra,mumbai( sub urban ),400042,0,1
1952,25-11-2025,maharashtra,mumbai( sub urban ),400043,0,1
1953,25-11-2025,maharashtra,mumbai( sub urban ),400064,0,1
1954,25-11-2025,maharashtra,mumbai( sub urban ),400067,0,1
1955,25-11-2025,maharashtra,mumbai( sub urban ),400072,0,1
1956,25-11-2025,maharashtra,mumbai( sub urban ),400074,0,1
1957,25-11-2025,maharashtra,mumbai( sub urban ),400080,0,1
1958,25-11-2025,maharashtra,mumbai( sub urban ),400084,0,1
1959,25-11-2025,maharashtra,osmanabad,413502,0,22
1960,25-11-2025,maharashtra,osmanabad,413507,1,32
1961,25-11-2025,maharashtra,raigarh,400702,0,13
1962,25-11-2025,maharashtra,raigarh,402101,0,8
1963,25-11-2025,maharashtra,raigarh,402102,0,6
1964,25-11-2025,maharashtra,raigarh,402105,2,9
1965,25-11-2025,maharashtra,raigarh,402107,0,13
1966,25-11-2025,maharashtra,raigarh,402108,0,4
1967,25-11-2025,maharashtra,raigarh,402110,0,1
1968,25-11-2025,maharashtra,raigarh,402112,0,1
1969,25-11-2025,maharashtra,raigarh,402122,0,3
1970,25-11-2025,maharashtra,raigarh,402202,0,7
1971,25-11-2025,maharashtra,raigarh,402204,0,1
1972,25-11-2025,maharashtra,raigarh,402309,0,1
1973,25-11-2025,maharashtra,raigarh,402401,0,20
1974,25-11-2025,maharashtra,raigarh,410222,0,1
1975,25-11-2025,manipur,bishnupur,795133,5,22
1976,25-11-2025,manipur,chandel,795103,0,1
1977,25-11-2025,manipur,churachandpur,795124,0,1
1978,25-11-2025,manipur,churachandpur,795126,0,1
1979,25-11-2025,manipur,imphal west,795113,7,21
1980,25-11-2025,manipur,imphal west,795134,0,8
1981,25-11-2025,manipur,senapati,795106,1,1
1982,25-11-2025,manipur,senapati,795107,1,2
1983,25-11-2025,manipur,thoubal,795130,3,5
1984,25-11-2025,manipur,ukhrul,795145,1,11
1985,25-11-2025,meghalaya,east khasi hills,793004,0,1
1986,25-11-2025,meghalaya,east khasi hills,793015,0,4
1987,25-11-2025,meghalaya,east khasi hills,793022,0,1
1988,25-11-2025,meghalaya,east khasi hills,793112,0,2
1989,25-11-2025,meghalaya,east khasi hills,793113,1,6
1990,25-11-2025,meghalaya,north garo hills,794112,1,2
1991,25-11-2025,meghalaya,ri bhoi,793105,0,4
1992,25-11-2025,meghalaya,south garo hills,794102,1,0
1993,25-11-2025,meghalaya,south west garo hills,794115,0,13
1994,25-11-2025,meghalaya,west garo hills,794002,0,5
1995,25-11-2025,meghalaya,west garo hills,794005,0,1
1996,25-11-2025,nagaland,chumukedima,797103,1,2
1997,25-11-2025,nagaland,dimapur,797106,0,1
1998,25-11-2025,nagaland,kohima,797003,0,1
1999,25-11-2025,nagaland,kohima,797005,0,1
2000,25-11-2025,nagaland,kohima,797110,0,1
2001,25-11-2025,nagaland,mon,798602,0,1
2002,25-11-2025,odisha,anugul,759105,0,1
2003,25-11-2025,odisha,baleshwar,756032,0,2
2004,25-11-2025,odisha,baleshwar,756123,1,0
2005,25-11-2025,odisha,baleswar,756025,1,1
2006,25-11-2025,odisha,baleswar,756045,1,3
2007,25-11-2025,odisha,baleswar,756049,1,3
2008,25-11-2025,odisha,baleswar,756059,0,1
2009,25-11-2025,odisha,baleswar,756083,1,1
2010,25-11-2025,odisha,baleswar,756134,0,1
2011,25-11-2025,odisha,debagarh,768119,0,5
2012,25-11-2025,odisha,jagatsinghpur,754106,0,1
2013,25-11-2025,odisha,jagatsinghpur,754119,1,0
2014,25-11-2025,odisha,jajapur,755004,0,2
2015,25-11-2025,odisha,jajapur,755017,1,1
2016,25-11-2025,odisha,jajapur,755019,2,1
2017,25-11-2025,odisha,kendujhar,758019,0,7
2018,25-11-2025,odisha,kendujhar,758044,0,2
2019,25-11-2025,odisha,khorda,751001,0,1
2020,25-11-2025,uttar pradesh,barabanki,225301,0,4
2021,25-11-2025,uttar pradesh,faizabad,224001,2,19
2022,25-11-2025,uttar pradesh,faizabad,224153,1,1
2023,25-11-2025,uttar pradesh,faizabad,224161,0,3
2024,25-11-2025,uttar pradesh,faizabad,224203,0,3
2025,25-11-2025,uttar pradesh,faizabad,224225,0,1
2026,25-11-2025,uttar pradesh,faizabad,224284,0,2
2027,25-11-2025,uttar pradesh,faizabad,225402,1,7
2028,25-11-2025,uttar pradesh,faizabad,225406,0,1
2029,25-11-2025,uttar pradesh,jyotiba phule nagar,244222,0,1
2030,25-11-2025,uttar pradesh,maharajganj,273161,1,2
2031,25-11-2025,uttar pradesh,maharajganj,273163,0,14
2032,25-11-2025,uttarakhand,garhwal,246149,0,1
2033,25-11-2025,west bengal,barddhaman,713102,0,3
2034,25-11-2025,west bengal,barddhaman,713128,0,3
2035,25-11-2025,west bengal,barddhaman,713129,0,5
2036,25-11-2025,west bengal,barddhaman,713143,2,3
2037,25-11-2025,west bengal,barddhaman,713146,0,4
2038,25-11-2025,west bengal,barddhaman,713148,1,0
2039,25-11-2025,west bengal,barddhaman,713149,0,2
2040,25-11-2025,west bengal,barddhaman,713150,0,4
2041,25-11-2025,west bengal,barddhaman,713204,0,4
2042,25-11-2025,west bengal,barddhaman,713315,0,3
2043,25-11-2025,west bengal,barddhaman,713321,0,1
2044,25-11-2025,west bengal,barddhaman,713333,0,2
2045,25-11-2025,west bengal,barddhaman,713347,0,7
2046,25-11-2025,west bengal,barddhaman,713360,0,1
2047,25-11-2025,west bengal,barddhaman,713367,0,1
2048,25-11-2025,west bengal,barddhaman,713404,0,2
2049,25-11-2025,west bengal,barddhaman,713409,0,2
2050,25-11-2025,west bengal,barddhaman,713423,1,0
2051,25-11-2025,west bengal,bardhaman,713101,0,7
2052,25-11-2025,west bengal,bardhaman,713131,0,3
2053,25-11-2025,west bengal,bardhaman,713146,0,3
2054,25-11-2025,west bengal,bardhaman,713302,0,2
2055,25-11-2025,west bengal,bardhaman,713359,0,1
2056,25-11-2025,west bengal,bardhaman,713378,0,2
2057,25-11-2025,west bengal,darjiling,734426,0,1
2058,25-11-2025,west bengal,east midnapore,721440,0,2
2059,25-11-2025,west bengal,east midnapore,721442,0,2
2060,25-11-2025,west bengal,east midnapore,721447,1,1
2061,25-11-2025,west bengal,east midnapore,721448,0,3
2062,25-11-2025,west bengal,east midnapore,721626,0,1
2063,25-11-2025,west bengal,east midnapore,721636,0,1
2064,25-11-2025,west bengal,haora,711102,0,5
2065,25-11-2025,west bengal,haora,711104,0,6
2066,25-11-2025,west bengal,haora,711106,0,5
2067,25-11-2025,west bengal,haora,711108,0,2
2068,25-11-2025,west bengal,haora,711109,0,1
2069,25-11-2025,west bengal,haora,711110,0,1
2070,25-11-2025,west bengal,haora,711202,0,3
2071,25-11-2025,west bengal,haora,711303,0,5
2072,25-11-2025,west bengal,haora,711316,0,1
2073,25-11-2025,west bengal,haora,711403,0,1
2074,25-11-2025,west bengal,koch bihar,736101,0,1
2075,25-11-2025,west bengal,koch bihar,736133,0,1
2076,25-11-2025,west bengal,koch bihar,736134,0,3
2077,25-11-2025,west bengal,koch bihar,736168,0,1
2078,25-11-2025,west bengal,maldah,732101,0,2
2079,25-11-2025,west bengal,maldah,732144,0,2
2080,25-11-2025,west bengal,maldah,732205,0,1
2081,25-11-2025,west bengal,maldah,732206,0,1
2082,25-11-2025,west bengal,maldah,732214,0,1
2083,25-11-2025,west bengal,north twenty four parganas,700059,0,2
2084,25-11-2025,west bengal,north twenty four parganas,700065,0,2
2085,25-11-2025,west bengal,north twenty four parganas,700121,0,2
2086,25-11-2025,west bengal,north twenty four parganas,700135,0,8
2087,25-11-2025,west bengal,north twenty four parganas,700159,1,1
2088,25-11-2025,west bengal,puruliya,723102,0,2
2089,25-11-2025,west bengal,puruliya,723143,1,4
2090,25-11-2025,west bengal,puruliya,723147,0,1
2091,25-11-2025,west bengal,puruliya,723168,1,0
2092,25-11-2025,west bengal,puruliya,723201,0,1
2093,25-11-2025,west bengal,south twenty four parganas,743329,0,1
2094,25-11-2025,west bengal,south twenty four parganas,743347,0,9
2095,25-11-2025,west bengal,south twenty four parganas,743357,0,2
2096,25-11-2025,west bengal,south twenty four parganas,743387,0,1
2097,25-11-2025,west bengal,west midnapore,721101,0,2
2098,25-11-2025,west bengal,west midnapore,721149,0,1
2099,25-11-2025,west bengal,west midnapore,721301,1,12
2100,25-11-2025,west bengal,west midnapore,721304,0,1
2101,25-11-2025,west bengal,west midnapore,721424,0,1
2102,25-11-2025,west bengal,west midnapore,721506,0,1
2103,25-11-2025,haryana,yamuna nagar,133103,1,2
2104,25-11-2025,jammu and kashmir,baramula,193101,0,3
2105,25-11-2025,jammu and kashmir,badgam,191112,0,1
2106,25-11-2025,jammu and kashmir,badgam,193401,0,4
2107,25-11-2025,jammu and kashmir,baramula,193122,2,5
2108,25-11-2025,jammu and kashmir,baramula,193198,0,2
2109,25-11-2025,jammu and kashmir,baramula,193401,1,1
2110,25-11-2025,jammu and kashmir,baramula,193402,4,4
2111,25-11-2025,jammu and kashmir,punch,185102,1,2
2112,25-11-2025,jammu and kashmir,shupiyan,192303,7,14
2113,25-11-2025,jharkhand,hazaribag,825301,0,3
2114,25-11-2025,jharkhand,hazaribag,825323,0,1
2115,25-11-2025,jharkhand,kodarma,825409,0,7
2116,25-11-2025,jharkhand,palamau,822113,0,6
2117,25-11-2025,jharkhand,purbi singhbhum,831004,0,4
2118,25-11-2025,jharkhand,purbi singhbhum,831006,0,1
2119,25-11-2025,jharkhand,seraikela-kharsawan,831012,0,9
2120,25-11-2025,jharkhand,seraikela-kharsawan,832403,0,6
2121,25-11-2025,karnataka,bagalkot,587115,1,4
2122,25-11-2025,karnataka,bagalkot,587119,0,3
2123,25-11-2025,karnataka,bagalkot,587121,3,6
2124,25-11-2025,karnataka,bagalkot,587125,3,1
2125,25-11-2025,karnataka,bagalkot,587155,1,2
2126,25-11-2025,karnataka,bagalkot,587203,0,4
2127,25-11-2025,karnataka,bagalkot,587206,0,2
2128,25-11-2025,karnataka,bagalkot,587313,5,10
2129,25-11-2025,karnataka,bagalkot,587314,0,4
2130,25-11-2025,karnataka,bagalkot,587330,1,4
2131,25-11-2025,karnataka,bagalkot *,587103,0,2
2132,25-11-2025,karnataka,bangalore,560006,0,1
2133,25-11-2025,karnataka,bangalore,560008,0,2
2134,25-11-2025,karnataka,bangalore,560011,0,2
2135,25-11-2025,karnataka,bangalore,560028,0,1
2136,25-11-2025,karnataka,bangalore,560029,0,1
2137,25-11-2025,karnataka,bangalore,560033,0,1
2138,25-11-2025,karnataka,bangalore,560043,1,2
2139,25-11-2025,karnataka,bangalore,560057,0,2
2140,25-11-2025,karnataka,bangalore,560061,0,2
2141,25-11-2025,karnataka,bangalore,560072,2,4
2142,25-11-2025,karnataka,bangalore,560079,0,1
2143,25-11-2025,karnataka,bangalore,560083,0,3
2144,25-11-2025,karnataka,bangalore,560084,0,1
2145,25-11-2025,karnataka,bangalore,560085,1,3
2146,25-11-2025,karnataka,bangalore,560096,0,1
2147,25-11-2025,karnataka,bangalore,562106,0,3
2148,25-11-2025,karnataka,bangalore rural,560049,0,2
2149,25-11-2025,karnataka,bangalore rural,562110,0,11
2150,25-11-2025,karnataka,bangalore rural,562135,0,8
2151,25-11-2025,karnataka,belgaum,591123,2,1
2152,25-11-2025,karnataka,belgaum,591127,1,1
2153,25-11-2025,karnataka,belgaum,591143,0,1
2154,25-11-2025,karnataka,belgaum,591213,0,1
2155,25-11-2025,karnataka,belgaum,591214,0,1
2156,25-11-2025,karnataka,belgaum,591232,0,3
2157,25-11-2025,karnataka,belgaum,591235,0,2
2158,25-11-2025,karnataka,belgaum,591242,0,4
2159,25-11-2025,karnataka,belgaum,591243,0,3
2160,25-11-2025,karnataka,belgaum,591301,0,1
2161,25-11-2025,karnataka,belgaum,591302,1,5
2162,25-11-2025,karnataka,belgaum,591304,2,2
2163,25-11-2025,karnataka,bellary,583111,0,1
2164,25-11-2025,karnataka,bellary,583114,0,2
2165,25-11-2025,karnataka,bellary,583116,0,1
2166,25-11-2025,karnataka,bellary,583117,1,3
2167,25-11-2025,karnataka,bellary,583121,1,2
2168,25-11-2025,karnataka,bellary,583123,0,3
2169,25-11-2025,karnataka,bellary,583128,3,0
2170,25-11-2025,karnataka,bellary,583136,1,0
2171,25-11-2025,karnataka,bellary,583225,0,1
2172,25-11-2025,karnataka,bengaluru,560005,6,3
2173,25-11-2025,karnataka,bengaluru,560009,0,1
2174,25-11-2025,karnataka,bengaluru,560018,2,2
2175,25-11-2025,karnataka,bengaluru,560020,0,3
2176,25-11-2025,karnataka,bengaluru,560021,3,7
2177,25-11-2025,karnataka,bengaluru,560023,3,9
2178,25-11-2025,karnataka,bengaluru,560032,5,25
2179,25-11-2025,karnataka,bengaluru,560034,0,2
2180,25-11-2025,karnataka,bengaluru,560043,3,34
2181,25-11-2025,karnataka,bengaluru,560048,2,7
2182,25-11-2025,karnataka,bengaluru,560049,7,17
2183,25-11-2025,karnataka,bengaluru,560058,1,11
2184,25-11-2025,karnataka,bengaluru,560060,0,15
2185,25-11-2025,karnataka,bengaluru,560070,0,10
2186,25-11-2025,karnataka,bengaluru,560074,1,3
2187,25-11-2025,karnataka,bengaluru,560086,0,7
2188,25-11-2025,karnataka,bengaluru,560094,0,8
2189,25-11-2025,karnataka,bengaluru,560102,2,4
2190,25-11-2025,karnataka,bengaluru,560105,0,20
2191,25-11-2025,karnataka,bengaluru,560110,0,1
2192,25-11-2025,karnataka,bengaluru,560114,0,2
2193,25-11-2025,karnataka,bengaluru,562125,3,12
2194,25-11-2025,karnataka,bijapur,586103,0,2
2195,25-11-2025,karnataka,bijapur,586104,1,3
2196,25-11-2025,karnataka,bijapur,586119,1,1
2197,25-11-2025,karnataka,bijapur,586124,1,0
2198,25-11-2025,karnataka,bijapur,586201,1,0
2199,25-11-2025,karnataka,bijapur,586206,1,0
2200,25-11-2025,karnataka,chamrajanagar,571115,0,2
2201,25-11-2025,karnataka,chamrajanagar,571123,0,1
2202,25-11-2025,karnataka,chamrajanagar,571124,0,1
2203,25-11-2025,karnataka,chamrajanagar,571441,1,2
2204,25-11-2025,karnataka,chamrajanagar,571443,0,2
2205,25-11-2025,karnataka,chamrajnagar,571115,1,0
2206,25-11-2025,karnataka,chamrajnagar,571442,0,1
2207,25-11-2025,karnataka,chickmagalur,577124,1,1
2208,25-11-2025,karnataka,chickmagalur,577125,0,1
2209,25-11-2025,karnataka,chickmagalur,577130,1,2
2210,25-11-2025,karnataka,chickmagalur,577145,0,1
2211,25-11-2025,karnataka,chickmagalur,577160,0,1
2212,25-11-2025,karnataka,chickmagalur,577181,0,1
2213,25-11-2025,karnataka,chickmagalur,577228,0,8
2214,25-11-2025,karnataka,chikkaballapur,561212,0,2
2215,25-11-2025,karnataka,chikkaballapur,561213,1,3
2216,25-11-2025,karnataka,chikkaballapur,562103,1,4
2217,25-11-2025,karnataka,chikkaballapur,562104,0,6
2218,25-11-2025,karnataka,davangere,577230,0,1
2219,25-11-2025,karnataka,davangere,577512,0,1
2220,25-11-2025,karnataka,davangere,577514,0,2
2221,25-11-2025,karnataka,gadag *,582118,0,1
2222,25-11-2025,karnataka,gulbarga,585103,0,1
2223,25-11-2025,karnataka,gulbarga,585236,0,1
2224,25-11-2025,karnataka,gulbarga,585265,0,2
2225,25-11-2025,karnataka,gulbarga,585314,0,1
2226,25-11-2025,karnataka,gulbarga,585318,0,1
2227,25-11-2025,karnataka,hasan,573101,0,1
2228,25-11-2025,karnataka,hasan,573111,0,1
2229,25-11-2025,karnataka,hasan,573115,0,2
2230,25-11-2025,karnataka,hasan,573117,0,1
2231,25-11-2025,karnataka,hasan,573118,0,1
2232,25-11-2025,karnataka,hasan,573122,0,2
2233,25-11-2025,karnataka,hasan,573131,2,1
2234,25-11-2025,karnataka,hasan,573201,0,3
2235,25-11-2025,karnataka,hasan,573202,0,1
2236,25-11-2025,karnataka,hasan,573219,0,1
2237,25-11-2025,karnataka,mysore,570028,1,1
2238,25-11-2025,karnataka,mysore,571108,0,3
2239,25-11-2025,karnataka,mysore,571124,0,2
2240,25-11-2025,karnataka,mysore,571125,0,1
2241,25-11-2025,karnataka,mysore,571315,0,1
2242,25-11-2025,karnataka,mysore,571603,0,2
2243,25-11-2025,karnataka,mysore,571604,0,1
2244,25-11-2025,karnataka,ramanagar,571501,0,1
2245,25-11-2025,karnataka,shimoga,577202,0,1
2246,25-11-2025,karnataka,shimoga,577214,0,1
2247,25-11-2025,karnataka,shimoga,577417,0,1
2248,25-11-2025,karnataka,shimoga,577421,0,1
2249,25-11-2025,karnataka,shimoga,577426,0,2
2250,25-11-2025,karnataka,shimoga,577432,0,1
2251,25-11-2025,karnataka,shimoga,577434,0,2
2252,25-11-2025,karnataka,shimoga,577435,0,1
2253,25-11-2025,karnataka,tumkur,572102,1,0
2254,25-11-2025,karnataka,tumkur,572103,0,1
2255,25-11-2025,karnataka,tumkur,572107,0,1
2256,25-11-2025,karnataka,tumkur,572111,1,0
2257,25-11-2025,karnataka,tumkur,572132,1,2
2258,25-11-2025,karnataka,tumkur,572137,1,1
2259,25-11-2025,karnataka,tumkur,572201,0,4
2260,25-11-2025,karnataka,tumkur,572218,1,2
2261,25-11-2025,karnataka,tumkur,572224,0,2
2262,25-11-2025,madhya pradesh,agar malwa,465441,0,10
2263,25-11-2025,madhya pradesh,agar malwa,465447,0,8
2264,26-11-2025,andaman and nicobar islands,andamans,744105,0,2
2265,26-11-2025,andhra pradesh,adilabad,504109,0,3
2266,26-11-2025,andhra pradesh,adilabad,504203,0,2
2267,26-11-2025,andhra pradesh,adilabad,504295,0,7
2268,26-11-2025,andhra pradesh,adilabad,504307,1,4
2269,26-11-2025,andhra pradesh,adilabad,504308,0,6
2270,26-11-2025,andhra pradesh,adilabad,504311,0,1
2271,26-11-2025,andhra pradesh,anantapur,515101,1,4
2272,26-11-2025,andhra pradesh,anantapur,515201,6,13
2273,26-11-2025,andhra pradesh,anantapur,515281,0,7
2274,26-11-2025,andhra pradesh,anantapur,515401,1,8
2275,26-11-2025,andhra pradesh,anantapur,515402,0,3
2276,26-11-2025,andhra pradesh,anantapur,515415,0,2
2277,26-11-2025,andhra pradesh,anantapur,515425,1,7
2278,26-11-2025,andhra pradesh,anantapur,515501,0,2
2279,26-11-2025,andhra pradesh,anantapur,515521,1,6
2280,26-11-2025,andhra pradesh,anantapur,515541,0,1
2281,26-11-2025,andhra pradesh,anantapur,515551,0,1
2282,26-11-2025,andhra pradesh,anantapur,515672,2,1
2283,26-11-2025,andhra pradesh,anantapur,515721,0,1
2284,26-11-2025,andhra pradesh,anantapur,515767,0,11
2285,26-11-2025,andhra pradesh,anantapur,515787,1,1
2286,26-11-2025,andhra pradesh,ananthapur,515123,0,1
2287,26-11-2025,andhra pradesh,ananthapur,515159,1,0
2288,26-11-2025,andhra pradesh,ananthapur,515241,2,3
2289,26-11-2025,andhra pradesh,ananthapur,515271,0,1
2290,26-11-2025,andhra pradesh,ananthapur,515281,1,1
2291,26-11-2025,andhra pradesh,ananthapur,515301,4,2
2292,26-11-2025,andhra pradesh,ananthapur,515401,2,1
2293,26-11-2025,andhra pradesh,ananthapur,515425,1,3
2294,26-11-2025,andhra pradesh,ananthapur,515511,0,2
2295,26-11-2025,andhra pradesh,ananthapur,515561,0,2
2296,26-11-2025,andhra pradesh,ananthapur,515611,0,1
2297,26-11-2025,andhra pradesh,ananthapur,515641,2,1
2298,26-11-2025,andhra pradesh,ananthapur,515671,1,6
2299,26-11-2025,andhra pradesh,cuddapah,516107,1,12
2300,26-11-2025,andhra pradesh,cuddapah,516110,1,9
2301,26-11-2025,andhra pradesh,cuddapah,516126,1,6
2302,26-11-2025,andhra pradesh,cuddapah,516127,3,5
2303,26-11-2025,andhra pradesh,cuddapah,516152,0,1
2304,26-11-2025,andhra pradesh,cuddapah,516172,2,5
2305,26-11-2025,andhra pradesh,cuddapah,516214,1,8
2306,26-11-2025,andhra pradesh,cuddapah,516218,1,6
2307,26-11-2025,andhra pradesh,cuddapah,516227,3,10
2308,26-11-2025,andhra pradesh,cuddapah,516257,0,1
2309,26-11-2025,andhra pradesh,cuddapah,516259,3,1
2310,26-11-2025,andhra pradesh,cuddapah,516355,0,4
2311,26-11-2025,andhra pradesh,cuddapah,516362,1,9
2312,26-11-2025,andhra pradesh,cuddapah,516411,0,3
2313,26-11-2025,andhra pradesh,cuddapah,516421,0,2
2314,26-11-2025,andhra pradesh,cuddapah,516431,0,2
2315,26-11-2025,andhra pradesh,cuddapah,516433,2,6
2316,26-11-2025,andhra pradesh,cuddapah,516474,1,3
2317,26-11-2025,andhra pradesh,cuddapah,516503,0,2
2318,26-11-2025,andhra pradesh,dr. b. r. ambedkar konaseema,533214,1,2
2319,26-11-2025,andhra pradesh,dr. b. r. ambedkar konaseema,533221,0,3
2320,26-11-2025,andhra pradesh,dr. b. r. ambedkar konaseema,533233,0,2
2321,26-11-2025,andhra pradesh,dr. b. r. ambedkar konaseema,533237,0,1
2322,26-11-2025,andhra pradesh,hyderabad,500002,0,9
2323,26-11-2025,andhra pradesh,hyderabad,500007,1,4
2324,26-11-2025,andhra pradesh,hyderabad,500008,0,15
2325,26-11-2025,andhra pradesh,hyderabad,500018,0,1
2326,26-11-2025,andhra pradesh,hyderabad,500028,0,11
2327,26-11-2025,andhra pradesh,hyderabad,500056,1,5
2328,26-11-2025,andhra pradesh,hyderabad,500058,0,5
2329,26-11-2025,andhra pradesh,k.v.rangareddy,500090,0,1
2330,26-11-2025,andhra pradesh,k.v. rangareddy,501144,0,1
2331,26-11-2025,andhra pradesh,karim nagar,505301,1,1
2332,26-11-2025,andhra pradesh,karimnagar,505129,0,1
2333,26-11-2025,andhra pradesh,karimnagar,505184,0,1
2334,26-11-2025,andhra pradesh,khammam,507002,0,5
2335,26-11-2025,andhra pradesh,khammam,507136,1,1
2336,26-11-2025,andhra pradesh,khammam,507164,3,1
2337,26-11-2025,andhra pradesh,khammam,507183,0,4
2338,26-11-2025,andhra pradesh,khammam,507202,0,1
2339,26-11-2025,andhra pradesh,khammam,507302,0,1
2340,26-11-2025,andhra pradesh,mahabub nagar,509128,0,2
2341,26-11-2025,andhra pradesh,mahabub nagar,509205,1,2
2342,26-11-2025,andhra pradesh,mahabub nagar,509215,0,2
2343,26-11-2025,andhra pradesh,mahabub nagar,509311,1,4
2344,26-11-2025,andhra pradesh,mahabub nagar,509407,0,3
2345,26-11-2025,andhra pradesh,mahbubnagar,509127,0,1
2346,26-11-2025,andhra pradesh,mahbubnagar,509132,0,2
2347,26-11-2025,andhra pradesh,mahbubnagar,509301,0,1
2348,26-11-2025,andhra pradesh,mahbubnagar,509371,0,2
2349,26-11-2025,andhra pradesh,medak,502102,0,3
2350,26-11-2025,andhra pradesh,medak,502114,0,2
2351,26-11-2025,andhra pradesh,medak,502220,0,5
2352,26-11-2025,andhra pradesh,medak,502281,0,3
2353,26-11-2025,andhra pradesh,medak,502294,0,1
2354,26-11-2025,andhra pradesh,medak,502303,0,1
2355,26-11-2025,andhra pradesh,medak,502306,1,2
2356,26-11-2025,andhra pradesh,medak,502307,0,3
2357,26-11-2025,andhra pradesh,medak,502312,0,1
2358,26-11-2025,andhra pradesh,medak,502324,0,1
2359,26-11-2025,andhra pradesh,n. t. r,520007,0,4
2360,26-11-2025,andhra pradesh,n. t. r,520013,0,9
2361,26-11-2025,andhra pradesh,n. t. r,520015,1,7
2362,26-11-2025,andhra pradesh,n. t. r,521108,2,9
2363,26-11-2025,andhra pradesh,n. t. r,521226,1,0
2364,26-11-2025,andhra pradesh,n. t. r,521227,0,2
2365,26-11-2025,andhra pradesh,n. t. r,521402,0,1
2366,26-11-2025,andhra pradesh,n. t. r,521403,0,3
2367,26-11-2025,andhra pradesh,nalgonda,508001,0,3
2368,26-11-2025,andhra pradesh,nalgonda,508126,1,2
2369,26-11-2025,andhra pradesh,nalgonda,508205,0,5
2370,26-11-2025,andhra pradesh,nalgonda,508206,0,4
2371,26-11-2025,andhra pradesh,nalgonda,508223,0,3
2372,26-11-2025,andhra pradesh,nalgonda,508247,0,3
2373,26-11-2025,andhra pradesh,nalgonda,508254,1,0
2374,26-11-2025,andhra pradesh,nalgonda,508280,1,6
2375,26-11-2025,andhra pradesh,nalgonda,508286,0,3
2376,26-11-2025,andhra pradesh,nalgonda,508376,0,3
2377,26-11-2025,andhra pradesh,nellore,524001,0,21
2378,26-11-2025,andhra pradesh,nellore,524101,2,10
2379,26-11-2025,andhra pradesh,nellore,524124,0,1
2380,26-11-2025,andhra pradesh,nellore,524126,1,9
2381,26-11-2025,andhra pradesh,nellore,524221,0,4
2382,26-11-2025,andhra pradesh,nellore,524307,0,7
2383,26-11-2025,andhra pradesh,nellore,524311,1,2
2384,26-11-2025,andhra pradesh,nellore,524316,0,1
2385,26-11-2025,andhra pradesh,nellore,524318,1,0
2386,26-11-2025,andhra pradesh,nellore,524341,1,6
2387,26-11-2025,andhra pradesh,nellore,524405,1,5
2388,26-11-2025,andhra pradesh,nellore,524411,0,5
2389,26-11-2025,andhra pradesh,nellore,524413,0,5
2390,26-11-2025,andhra pradesh,nizamabad,503111,0,1
2391,26-11-2025,andhra pradesh,nizamabad,503206,1,1
2392,26-11-2025,andhra pradesh,rangareddi,500030,0,1
2393,26-11-2025,andhra pradesh,rangareddi,500043,1,0
2394,26-11-2025,andhra pradesh,rangareddi,500087,0,6
2395,26-11-2025,andhra pradesh,rangareddi,500089,0,1
2396,26-11-2025,andhra pradesh,rangareddi,500098,0,1
2397,26-11-2025,andhra pradesh,rangareddi,501503,0,1
2398,20-12-2025,andaman and nicobar islands,andamans,744106,0,1
2399,20-12-2025,andhra pradesh,adilabad,504101,0,1
2400,20-12-2025,andhra pradesh,adilabad,504203,1,1
2401,20-12-2025,andhra pradesh,adilabad,504205,1,5
2402,20-12-2025,andhra pradesh,adilabad,504219,0,3
2403,20-12-2025,andhra pradesh,adilabad,504251,1,5
2404,20-12-2025,andhra pradesh,adilabad,504311,0,6
2405,20-12-2025,andhra pradesh,anantapur,515281,1,0
2406,20-12-2025,andhra pradesh,anantapur,515291,0,6
2407,20-12-2025,andhra pradesh,anantapur,515331,0,3
2408,20-12-2025,andhra pradesh,anantapur,515435,0,1
2409,20-12-2025,andhra pradesh,anantapur,515531,0,1
2410,20-12-2025,andhra pradesh,anantapur,515581,1,3
2411,20-12-2025,andhra pradesh,anantapur,515601,0,3
2412,20-12-2025,andhra pradesh,anantapur,515641,0,2
2413,20-12-2025,andhra pradesh,anantapur,515661,0,2
2414,20-12-2025,andhra pradesh,anantapur,515731,2,10
2415,20-12-2025,andhra pradesh,anantapur,515767,0,9
2416,20-12-2025,andhra pradesh,anantapur,515787,0,2
2417,20-12-2025,andhra pradesh,anantapur,515801,1,1
2418,20-12-2025,andhra pradesh,anantapur,515865,1,9
2419,20-12-2025,andhra pradesh,anantapur,515870,0,5
2420,20-12-2025,andhra pradesh,ananthapur,515001,2,4
2421,20-12-2025,andhra pradesh,ananthapur,515004,0,3
