,date,state,district,pincode,bio_age_5_17,bio_age_17_
10788,11-12-2025,andhra pradesh,mahabub nagar,509208,0,8
10789,11-12-2025,andhra pradesh,mahabub nagar,509216,0,1
10790,11-12-2025,andhra pradesh,mahabub nagar,509311,0,2
10791,11-12-2025,andhra pradesh,mahabub nagar,509320,0,1
10792,11-12-2025,andhra pradesh,mahabub nagar,509339,0,1
10793,11-12-2025,andhra pradesh,mahabub nagar,509358,0,1
10794,11-12-2025,andhra pradesh,mahbubnagar,509103,1,2
10795,11-12-2025,andhra pradesh,mahbubnagar,509128,0,2
10796,11-12-2025,andhra pradesh,mahbubnagar,509152,0,1
10797,11-12-2025,andhra pradesh,mahbubnagar,509206,2,26
10798,11-12-2025,andhra pradesh,mahbubnagar,509216,1,4
10799,11-12-2025,andhra pradesh,mahbubnagar,509219,0,1
10800,11-12-2025,andhra pradesh,mahbubnagar,509228,1,0
10801,11-12-2025,andhra pradesh,mahbubnagar,509353,0,2
10802,11-12-2025,andhra pradesh,mahbubnagar,509382,0,3
10803,11-12-2025,andhra pradesh,medak,502102,0,3
10804,11-12-2025,andhra pradesh,medak,502220,1,4
10805,11-12-2025,andhra pradesh,medak,502246,0,1
10806,11-12-2025,andhra pradesh,medak,502279,1,0
10807,11-12-2025,andhra pradesh,medak,502301,0,2
10808,11-12-2025,andhra pradesh,n. t. r,520001,3,3
10809,11-12-2025,andhra pradesh,n. t. r,520002,1,0
10810,11-12-2025,andhra pradesh,n. t. r,521178,0,1
10811,11-12-2025,andhra pradesh,n. t. r,521225,0,2
10812,11-12-2025,andhra pradesh,n. t. r,521401,0,2
10813,11-12-2025,andhra pradesh,nalgonda,508001,0,4
10814,11-12-2025,andhra pradesh,nalgonda,508101,0,2
10815,11-12-2025,andhra pradesh,nalgonda,508113,0,2
10816,11-12-2025,andhra pradesh,nalgonda,508213,5,1
10817,11-12-2025,andhra pradesh,nalgonda,508238,0,1
10818,11-12-2025,andhra pradesh,nalgonda,508245,0,4
10819,11-12-2025,andhra pradesh,nalgonda,508250,0,6
10820,11-12-2025,andhra pradesh,nalgonda,508374,0,3
10821,11-12-2025,madhya pradesh,agar malwa,465449,3,24
10822,11-12-2025,madhya pradesh,east nimar,450116,3,15
10823,11-12-2025,madhya pradesh,harda *,461331,2,21
10824,11-12-2025,madhya pradesh,harda *,461444,1,4
10825,11-12-2025,madhya pradesh,hoshangabad,461111,29,49
10826,11-12-2025,madhya pradesh,hoshangabad,461115,0,5
10827,11-12-2025,madhya pradesh,hoshangabad,461223,30,29
10828,11-12-2025,madhya pradesh,hoshangabad,461990,11,31
10829,11-12-2025,madhya pradesh,khandwa,450117,17,22
10830,11-12-2025,madhya pradesh,khandwa,450337,4,3
10831,11-12-2025,madhya pradesh,khandwa,450991,6,3
10832,11-12-2025,madhya pradesh,khargone,451220,7,21
10833,11-12-2025,madhya pradesh,khargone,451221,6,10
10834,11-12-2025,madhya pradesh,khargone,451224,9,17
10835,11-12-2025,madhya pradesh,khargone,451225,9,12
10836,11-12-2025,madhya pradesh,narsinghpur,487337,13,1
10837,11-12-2025,madhya pradesh,narsinghpur,487661,9,12
10838,11-12-2025,madhya pradesh,west nimar,450116,1,2
10839,11-12-2025,madhya pradesh,west nimar,450771,2,0
10840,11-12-2025,madhya pradesh,west nimar,451228,0,4
10841,11-12-2025,madhya pradesh,west nimar,451441,0,5
10842,11-12-2025,maharashtra,ahmadnagar,413204,11,10
10843,11-12-2025,maharashtra,ahmadnagar,413205,4,9
10844,11-12-2025,maharashtra,ahmadnagar,413703,7,18
10845,11-12-2025,maharashtra,ahmadnagar,413711,8,9
10846,11-12-2025,maharashtra,ahmadnagar,413712,3,4
10847,11-12-2025,maharashtra,ahmadnagar,413714,7,9
10848,11-12-2025,maharashtra,ahmadnagar,413721,6,6
10849,11-12-2025,maharashtra,ahmadnagar,414005,6,16
10850,11-12-2025,maharashtra,ahmadnagar,414113,8,3
10851,11-12-2025,maharashtra,ahmadnagar,414302,4,14
10852,11-12-2025,maharashtra,ahmadnagar,414502,57,21
10853,11-12-2025,maharashtra,ahmadnagar,414606,4,0
10854,11-12-2025,maharashtra,ahmadnagar,422604,9,51
10855,11-12-2025,maharashtra,ahmadnagar,422611,5,16
10856,11-12-2025,maharashtra,ahmadnagar,423602,4,1
10857,11-12-2025,maharashtra,ahmadnagar,423605,60,5
10858,11-12-2025,maharashtra,ahmed nagar,413714,0,8
10859,11-12-2025,maharashtra,ahmed nagar,414001,2,2
10860,11-12-2025,maharashtra,ahmed nagar,422610,0,1
10861,11-12-2025,maharashtra,ahmed nagar,422611,0,4
10862,11-12-2025,maharashtra,aurangabad,423701,12,28
10863,11-12-2025,maharashtra,aurangabad,431001,128,236
10864,11-12-2025,maharashtra,aurangabad,431005,8,20
10865,11-12-2025,maharashtra,aurangabad,431009,3,7
10866,11-12-2025,maharashtra,aurangabad,431113,34,21
10867,11-12-2025,maharashtra,aurangabad,431115,12,16
10868,11-12-2025,maharashtra,aurangabad,431132,3,5
10869,11-12-2025,maharashtra,aurangabad,431151,5,9
10870,11-12-2025,maharashtra,aurangabad,431202,0,1
10871,11-12-2025,maharashtra,bid,431127,0,3
10872,11-12-2025,maharashtra,bid,431517,0,11
10873,11-12-2025,maharashtra,bid,431523,0,4
10874,11-12-2025,maharashtra,buldana,443101,1,15
10875,11-12-2025,maharashtra,buldana,443103,0,1
10876,11-12-2025,maharashtra,buldana,444202,2,6
10877,11-12-2025,maharashtra,buldana,444306,0,7
10878,11-12-2025,maharashtra,gondiya *,441801,0,6
10879,11-12-2025,maharashtra,mumbai city,400008,21,10
10880,11-12-2025,maharashtra,mumbai city,400009,12,2
10881,11-12-2025,maharashtra,mumbai city,400011,14,4
10882,11-12-2025,maharashtra,mumbai city,400027,4,1
10883,11-12-2025,maharashtra,mumbai city,400030,10,3
10884,11-12-2025,maharashtra,mumbai city,400064,0,1
10885,11-12-2025,maharashtra,mumbai city,400078,4,3
10886,11-12-2025,maharashtra,mumbai( sub urban ),400042,0,2
10887,11-12-2025,maharashtra,mumbai( sub urban ),400059,0,1
10888,11-12-2025,maharashtra,mumbai( sub urban ),400064,0,1
10889,11-12-2025,maharashtra,mumbai( sub urban ),400069,0,1
10890,11-12-2025,maharashtra,mumbai( sub urban ),400075,0,1
10891,11-12-2025,maharashtra,mumbai( sub urban ),400081,2,1
10892,11-12-2025,maharashtra,mumbai( sub urban ),400084,0,3
10893,11-12-2025,maharashtra,nandurbar *,425413,0,1
10894,11-12-2025,maharashtra,osmanabad,413504,15,45
10895,11-12-2025,maharashtra,osmanabad,413506,11,14
10896,11-12-2025,maharashtra,osmanabad,413507,65,33
10897,11-12-2025,maharashtra,osmanabad,413531,2,0
10898,11-12-2025,maharashtra,osmanabad,413534,2,10
10899,11-12-2025,maharashtra,osmanabad,413602,27,12
10900,11-12-2025,maharashtra,osmanabad,413605,16,15
10901,11-12-2025,maharashtra,raigarh,400703,1,2
10902,11-12-2025,maharashtra,raigarh,400707,1,0
10903,11-12-2025,maharashtra,raigarh,402106,5,6
10904,11-12-2025,maharashtra,raigarh,402107,27,59
10905,11-12-2025,maharashtra,raigarh,402109,10,34
10906,11-12-2025,maharashtra,raigarh,402126,0,1
10907,11-12-2025,maharashtra,raigarh,402209,4,3
10908,11-12-2025,maharashtra,raigarh,402304,3,9
10909,11-12-2025,maharashtra,raigarh,402306,1,3
10910,11-12-2025,maharashtra,raigarh,410102,1,2
10911,11-12-2025,maharashtra,raigarh,410205,12,5
10912,11-12-2025,maharashtra,raigarh,410221,7,9
10913,11-12-2025,maharashtra,raigarh,410222,1,3
10914,11-12-2025,maharashtra,raigarh,415213,2,2
10915,11-12-2025,maharashtra,raigarh(mh),410206,0,3
10916,11-12-2025,maharashtra,washim *,444506,0,1
10917,11-12-2025,manipur,chandel,795101,0,1
10918,11-12-2025,manipur,chandel,795135,2,0
10919,11-12-2025,manipur,churachandpur,795116,0,2
10920,11-12-2025,manipur,churachandpur,795124,2,0
10921,11-12-2025,manipur,churachandpur,795139,2,1
10922,11-12-2025,manipur,churachandpur,795143,1,7
10923,11-12-2025,manipur,imphal east,795002,16,10
10924,11-12-2025,manipur,imphal east,795005,14,12
10925,11-12-2025,manipur,imphal east,795116,0,5
10926,11-12-2025,manipur,imphal east,795130,2,0
10927,11-12-2025,manipur,imphal east,795149,11,8
10928,11-12-2025,manipur,imphal west,795002,2,1
10929,11-12-2025,manipur,imphal west,795003,0,3
10930,11-12-2025,manipur,imphal west,795134,2,1
10931,11-12-2025,manipur,kakching,795103,0,1
10932,11-12-2025,manipur,senapati,795002,3,0
10933,11-12-2025,manipur,senapati,795146,0,1
10934,11-12-2025,manipur,tamenglong,795116,0,1
10935,11-12-2025,manipur,tamenglong,795147,3,4
10936,11-12-2025,manipur,tamenglong,795159,0,1
10937,11-12-2025,manipur,thoubal,795101,1,0
10938,11-12-2025,manipur,thoubal,795138,18,20
10939,11-12-2025,manipur,thoubal,795148,28,16
10940,11-12-2025,manipur,ukhrul,795143,1,0
10941,11-12-2025,manipur,ukhrul,795144,2,1
10942,11-12-2025,meghalaya,east garo hills,794111,1,1
10943,11-12-2025,meghalaya,east jaintia hills,793160,3,2
10944,11-12-2025,meghalaya,east khasi hills,793009,4,1
10945,11-12-2025,meghalaya,east khasi hills,793016,2,2
10946,11-12-2025,meghalaya,east khasi hills,793017,1,2
10947,11-12-2025,meghalaya,east khasi hills,793021,2,0
10948,11-12-2025,meghalaya,east khasi hills,793022,3,1
10949,11-12-2025,meghalaya,east khasi hills,793112,0,2
10950,11-12-2025,meghalaya,south west garo hills,794106,2,7
10951,11-12-2025,meghalaya,south west khasi hills,793119,1,1
10952,11-12-2025,meghalaya,west garo hills,794001,1,4
10953,11-12-2025,meghalaya,west garo hills,794002,2,1
10954,11-12-2025,nagaland,chumukedima,797103,0,1
10955,11-12-2025,nagaland,dimapur,797103,22,23
10956,11-12-2025,nagaland,kiphire,798611,4,7
10957,11-12-2025,nagaland,kohima,797005,0,4
10958,11-12-2025,nagaland,kohima,797101,0,2
10959,11-12-2025,nagaland,meluri,797114,4,27
10960,11-12-2025,nagaland,mokokchung,798614,0,2
10961,11-12-2025,nagaland,noklak,798626,0,1
10962,11-12-2025,nagaland,peren,797101,5,5
10963,11-12-2025,nagaland,peren,797103,1,0
10964,11-12-2025,nagaland,phek,797114,0,3
10965,11-12-2025,nagaland,wokha,797100,1,1
10966,11-12-2025,nagaland,wokha,797111,14,14
10967,11-12-2025,nagaland,zunheboto,797109,3,4
10968,11-12-2025,nagaland,zunheboto,798620,4,16
10969,11-12-2025,odisha,anugul,759122,0,1
10970,11-12-2025,odisha,anugul,759128,0,2
10971,11-12-2025,odisha,baleshwar,756001,0,2
10972,11-12-2025,odisha,baleshwar,756026,0,3
10973,11-12-2025,odisha,baleshwar,756042,0,1
10974,11-12-2025,odisha,baleshwar,756046,1,0
10975,11-12-2025,odisha,baleshwar,756058,8,2
10976,11-12-2025,odisha,baleshwar,756079,2,0
10977,11-12-2025,odisha,baleshwar,756115,0,1
10978,11-12-2025,odisha,baleshwar,756182,0,1
10979,11-12-2025,odisha,baleshwar,757055,0,1
10980,11-12-2025,odisha,baleswar,756019,10,4
10981,11-12-2025,odisha,baleswar,756021,8,6
10982,11-12-2025,odisha,baleswar,756058,9,1
10983,11-12-2025,odisha,baleswar,756080,1,3
10984,11-12-2025,odisha,baleswar,756081,3,3
10985,11-12-2025,odisha,baleswar,756086,0,1
10986,11-12-2025,odisha,baleswar,756126,8,5
10987,11-12-2025,gujarat,sabarkantha,383001,23,29
10988,11-12-2025,gujarat,sabarkantha,383230,1,2
10989,11-12-2025,gujarat,sabarkantha,383245,2,4
10990,11-12-2025,gujarat,sabarkantha,383350,5,18
10991,11-12-2025,gujarat,sabarkantha,383422,12,30
10992,11-12-2025,gujarat,sabarkantha,383450,5,6
10993,11-12-2025,gujarat,surendra nagar,363415,5,6
10994,11-12-2025,gujarat,surendra nagar,363427,2,10
10995,11-12-2025,gujarat,surendra nagar,363510,4,14
10996,11-12-2025,gujarat,surendra nagar,382765,21,7
10997,11-12-2025,haryana,gurgaon,122001,95,53
10998,11-12-2025,haryana,gurgaon,122002,7,10
10999,11-12-2025,haryana,gurgaon,122003,10,8
11000,11-12-2025,haryana,gurgaon,122006,12,4
11001,11-12-2025,haryana,gurgaon,122009,2,5
11002,11-12-2025,haryana,gurgaon,122102,8,10
11003,11-12-2025,haryana,yamuna nagar,135001,107,112
11004,11-12-2025,haryana,yamuna nagar,135102,15,16
11005,11-12-2025,haryana,yamuna nagar,135106,2,9
11006,11-12-2025,haryana,yamuna nagar,135133,22,27
11007,11-12-2025,jammu and kashmir,badgam,191101,0,1
11008,11-12-2025,jammu and kashmir,badgam,192121,1,3
11009,11-12-2025,jammu and kashmir,badgam,193401,0,1
11010,11-12-2025,jammu and kashmir,badgam,193411,14,17
11011,11-12-2025,jammu and kashmir,bandipore,193504,30,2
11012,11-12-2025,jammu and kashmir,baramula,193108,0,4
11013,11-12-2025,jammu and kashmir,baramula,193401,7,4
11014,11-12-2025,jammu and kashmir,kargil,194103,3,3
11015,11-12-2025,jammu and kashmir,kargil,194105,2,2
11016,11-12-2025,jammu and kashmir,leh,194101,9,3
11017,11-12-2025,jammu and kashmir,leh,194104,2,0
11018,11-12-2025,jammu and kashmir,leh,194201,3,0
11019,11-12-2025,jharkhand,hazaribag,825312,2,16
11020,11-12-2025,jharkhand,pakaur,816107,6,2
11021,11-12-2025,jharkhand,palamau,822113,5,9
11022,11-12-2025,jharkhand,palamau,822132,0,1
11023,11-12-2025,jharkhand,purbi singhbhum,831002,2,16
11024,11-12-2025,jharkhand,purbi singhbhum,831003,0,2
11025,11-12-2025,jharkhand,purbi singhbhum,831005,1,2
11026,11-12-2025,jharkhand,purbi singhbhum,831011,0,8
11027,11-12-2025,jharkhand,sahibganj,816101,9,14
11028,11-12-2025,jharkhand,seraikela-kharsawan,831012,0,3
11029,11-12-2025,jharkhand,seraikela-kharsawan,833101,1,3
11030,11-12-2025,karnataka,bagalkot,587119,1,9
11031,11-12-2025,karnataka,bagalkot,587124,3,6
11032,11-12-2025,karnataka,bagalkot,587202,1,4
11033,11-12-2025,karnataka,bagalkot,587203,7,4
11034,11-12-2025,karnataka,bagalkot,587311,12,8
11035,11-12-2025,karnataka,bagalkot,587312,8,7
11036,11-12-2025,karnataka,bagalkot,587330,6,4
11037,11-12-2025,karnataka,bagalkot *,587101,1,1
11038,11-12-2025,karnataka,bagalkot *,587103,0,1
11039,11-12-2025,karnataka,bagalkot *,587125,1,2
11040,11-12-2025,karnataka,bagalkot *,587313,0,3
11041,11-12-2025,karnataka,bangalore,560002,2,2
11042,11-12-2025,karnataka,bangalore,560005,3,10
11043,11-12-2025,karnataka,bangalore,560006,0,4
11044,11-12-2025,karnataka,bangalore,560008,3,12
11045,11-12-2025,karnataka,bangalore,560016,2,14
11046,11-12-2025,karnataka,bangalore,560017,0,6
11047,11-12-2025,karnataka,bangalore,560024,4,3
11048,11-12-2025,karnataka,bangalore,560025,0,2
11049,11-12-2025,karnataka,bangalore,560026,6,19
11050,11-12-2025,karnataka,bangalore,560027,2,6
11051,11-12-2025,karnataka,bangalore,560030,1,6
11052,11-12-2025,karnataka,bangalore,560034,0,6
11053,11-12-2025,karnataka,bangalore,560035,0,2
11054,11-12-2025,karnataka,bangalore,560037,3,10
11055,11-12-2025,karnataka,bangalore,560054,2,3
11056,11-12-2025,karnataka,bangalore,560061,0,1
11057,11-12-2025,karnataka,bangalore,560065,0,1
11058,11-12-2025,karnataka,bangalore,560072,2,12
11059,11-12-2025,karnataka,bangalore,560075,3,7
11060,11-12-2025,karnataka,bangalore,560086,2,10
11061,11-12-2025,karnataka,bangalore,560090,3,2
11062,11-12-2025,karnataka,bangalore,561203,1,1
11063,11-12-2025,karnataka,bangalore rural,561203,28,24
11064,11-12-2025,karnataka,bangalore rural,562110,16,14
11065,11-12-2025,karnataka,bangalore rural,562132,3,7
11066,11-12-2025,karnataka,belgaum,590001,2,11
11067,11-12-2025,karnataka,belgaum,590010,3,5
11068,11-12-2025,karnataka,belgaum,591103,1,4
11069,11-12-2025,karnataka,belgaum,591106,1,0
11070,11-12-2025,karnataka,belgaum,591108,0,3
11071,11-12-2025,karnataka,belgaum,591111,2,2
11072,11-12-2025,karnataka,belgaum,591114,3,3
11073,11-12-2025,karnataka,belgaum,591115,3,9
11074,11-12-2025,karnataka,belgaum,591123,7,9
11075,11-12-2025,karnataka,belgaum,591125,2,1
11076,11-12-2025,karnataka,belgaum,591127,2,3
11077,11-12-2025,karnataka,belgaum,591128,1,5
11078,11-12-2025,karnataka,belgaum,591129,3,8
11079,11-12-2025,karnataka,belgaum,591131,1,1
11080,11-12-2025,karnataka,belgaum,591143,3,1
11081,11-12-2025,karnataka,belgaum,591212,1,8
11082,11-12-2025,karnataka,belgaum,591213,1,14
11083,11-12-2025,karnataka,belgaum,591220,24,3
11084,11-12-2025,karnataka,belgaum,591228,1,3
11085,11-12-2025,karnataka,belgaum,591231,4,2
11086,11-12-2025,karnataka,belgaum,591232,10,4
11087,11-12-2025,karnataka,belgaum,591233,1,2
11088,11-12-2025,karnataka,belgaum,591234,1,2
11089,11-12-2025,karnataka,belgaum,591235,8,4
11090,11-12-2025,karnataka,belgaum,591237,1,2
11091,11-12-2025,karnataka,belgaum,591303,8,5
11092,11-12-2025,karnataka,belgaum,591308,1,1
11093,11-12-2025,karnataka,belgaum,591309,7,7
11094,11-12-2025,karnataka,belgaum,591344,3,5
11095,11-12-2025,karnataka,bellary,583104,7,6
11096,11-12-2025,karnataka,bellary,583112,3,1
11097,11-12-2025,karnataka,bellary,583132,3,7
11098,11-12-2025,karnataka,bellary,583134,3,9
11099,11-12-2025,karnataka,bellary,583136,1,3
11100,11-12-2025,karnataka,bellary,583201,18,29
11101,11-12-2025,karnataka,bellary,583222,2,6
11102,11-12-2025,karnataka,bengaluru,560013,6,0
11103,11-12-2025,karnataka,bengaluru,560014,2,0
11104,11-12-2025,karnataka,bengaluru,560017,5,5
11105,11-12-2025,karnataka,bengaluru,560022,4,9
11106,11-12-2025,karnataka,bengaluru,560037,11,12
11107,11-12-2025,karnataka,bengaluru,560045,38,24
11108,11-12-2025,karnataka,bengaluru,560047,11,17
11109,11-12-2025,karnataka,bengaluru,560048,10,3
11110,11-12-2025,karnataka,bengaluru,560075,6,9
11111,11-12-2025,karnataka,bengaluru,560077,13,14
11112,11-12-2025,karnataka,bengaluru,560079,15,16
11113,11-12-2025,karnataka,bengaluru,560088,1,0
11114,11-12-2025,karnataka,bengaluru,560097,13,14
11115,11-12-2025,karnataka,bengaluru,560098,4,13
11116,11-12-2025,karnataka,bengaluru,560102,3,5
11117,11-12-2025,karnataka,bengaluru,560110,1,1
11118,11-12-2025,karnataka,bengaluru,562107,7,3
11119,11-12-2025,karnataka,bijapur,586102,7,4
11120,11-12-2025,karnataka,bijapur,586109,6,1
11121,11-12-2025,karnataka,bijapur,586112,8,12
11122,11-12-2025,karnataka,bijapur,586113,4,2
11123,11-12-2025,karnataka,bijapur,586114,0,5
11124,11-12-2025,karnataka,bijapur,586116,0,3
11125,11-12-2025,karnataka,bijapur,586123,8,5
11126,11-12-2025,karnataka,bijapur,586127,2,3
11127,11-12-2025,karnataka,bijapur,586128,14,21
11128,11-12-2025,karnataka,bijapur,586203,3,8
11129,11-12-2025,karnataka,bijapur,587117,0,1
11130,11-12-2025,karnataka,chamrajanagar,571109,1,1
11131,11-12-2025,karnataka,chamrajanagar,571111,2,2
11132,11-12-2025,karnataka,chamrajanagar,571439,18,17
11133,11-12-2025,karnataka,chamrajanagar,571442,17,0
11134,11-12-2025,karnataka,chamrajnagar,571115,2,1
11135,11-12-2025,karnataka,chamrajnagar,571127,1,2
11136,11-12-2025,karnataka,chamrajnagar,571313,0,3
11137,11-12-2025,karnataka,chamrajnagar,571439,1,0
11138,11-12-2025,karnataka,chamrajnagar,571441,1,5
11139,11-12-2025,karnataka,chamrajnagar,571443,3,1
11140,11-12-2025,karnataka,chickmagalur,577124,0,8
11141,11-12-2025,karnataka,chickmagalur,577130,2,1
11142,11-12-2025,karnataka,chickmagalur,577136,0,1
11143,11-12-2025,karnataka,chickmagalur,577146,1,2
11144,11-12-2025,karnataka,chickmagalur,577180,0,2
11145,11-12-2025,karnataka,chickmagalur,577181,0,1
11146,11-12-2025,karnataka,chikkaballapur,561207,20,15
11147,11-12-2025,karnataka,chikkaballapur,561209,3,8
11148,11-12-2025,karnataka,chikkaballapur,561228,1,6
11149,11-12-2025,karnataka,chikkaballapur,562101,6,16
11150,11-12-2025,karnataka,chikkaballapur,563123,3,3
11151,11-12-2025,karnataka,chikkaballapur,563159,0,2
11152,11-12-2025,karnataka,chikmagalur,577121,0,1
11153,11-12-2025,karnataka,davangere,577003,0,4
11154,11-12-2025,karnataka,davangere,577230,2,2
11155,11-12-2025,karnataka,davangere,577231,1,0
11156,11-12-2025,karnataka,davangere,577513,2,4
11157,11-12-2025,karnataka,davangere,577516,7,5
11158,11-12-2025,karnataka,davangere,577521,1,0
11159,11-12-2025,karnataka,davangere,577553,3,5
11160,11-12-2025,karnataka,davangere,583134,1,0
11161,11-12-2025,karnataka,gulbarga,585106,0,3
11162,11-12-2025,karnataka,gulbarga,585211,1,3
11163,11-12-2025,karnataka,gulbarga,585214,1,3
11164,11-12-2025,karnataka,gulbarga,585225,1,5
11165,11-12-2025,karnataka,gulbarga,585228,8,21
11166,11-12-2025,karnataka,gulbarga,585292,0,2
11167,11-12-2025,karnataka,gulbarga,585309,0,4
11168,11-12-2025,karnataka,gulbarga,585312,0,14
11169,11-12-2025,karnataka,gulbarga,585314,1,2
11170,11-12-2025,karnataka,gulbarga,585322,6,9
11171,11-12-2025,karnataka,hasan,573102,1,1
11172,11-12-2025,karnataka,hasan,573112,0,2
11173,11-12-2025,karnataka,hasan,573117,1,1
11174,11-12-2025,karnataka,hasan,573118,0,1
11175,11-12-2025,karnataka,hasan,573119,0,1
11176,11-12-2025,karnataka,hasan,573131,1,1
11177,11-12-2025,karnataka,hasan,573144,0,1
11178,11-12-2025,karnataka,hasan,573150,1,0
11179,11-12-2025,karnataka,hasan,573201,1,3
11180,11-12-2025,karnataka,hasan,573210,0,1
11181,11-12-2025,karnataka,mysore,570004,3,4
11182,11-12-2025,karnataka,mysore,570007,5,14
11183,11-12-2025,karnataka,mysore,570015,1,0
11184,11-12-2025,karnataka,mysore,570017,0,3
11185,11-12-2025,karnataka,mysore,570018,3,2
11186,11-12-2025,karnataka,mysore,570019,15,21
11187,11-12-2025,karnataka,mysore,570026,1,1
11188,11-12-2025,karnataka,mysore,571101,5,8
11189,11-12-2025,karnataka,mysore,571104,3,3
11190,11-12-2025,karnataka,mysore,571114,4,10
11191,11-12-2025,karnataka,mysore,571121,6,6
11192,11-12-2025,karnataka,mysore,571602,0,8
11193,11-12-2025,karnataka,mysore,571604,1,3
11194,11-12-2025,karnataka,ramanagar,562112,7,10
11195,11-12-2025,karnataka,ramanagar,562120,8,11
11196,11-12-2025,karnataka,ramanagar,562127,5,2
11197,11-12-2025,karnataka,ramanagar,562160,19,14
11198,11-12-2025,karnataka,shimoga,577201,2,8
11199,11-12-2025,karnataka,shimoga,577225,0,3
11200,11-12-2025,karnataka,shimoga,577302,3,0
11201,11-12-2025,karnataka,shimoga,577417,1,1
11202,11-12-2025,karnataka,shimoga,577419,2,1
11203,11-12-2025,karnataka,shimoga,577422,0,1
11204,11-12-2025,karnataka,shimoga,577428,4,2
11205,11-12-2025,karnataka,shimoga,577429,0,3
11206,11-12-2025,karnataka,shimoga,577447,2,1
11207,11-12-2025,karnataka,shimoga,577448,0,1
11208,11-12-2025,karnataka,tumkur,572101,4,22
11209,11-12-2025,karnataka,tumkur,572111,2,4
11210,11-12-2025,karnataka,tumkur,572112,5,3
11211,11-12-2025,karnataka,tumkur,572119,3,3
11212,11-12-2025,karnataka,tumkur,572121,3,1
11213,11-12-2025,karnataka,tumkur,572132,8,17
11214,11-12-2025,karnataka,tumkur,572201,7,13
11215,11-12-2025,karnataka,tumkur,572220,0,1
11216,11-12-2025,karnataka,tumkur,572221,0,1
11217,11-12-2025,karnataka,tumkur,572223,2,2
11218,11-12-2025,karnataka,tumkur,572227,1,4
11219,11-12-2025,kerala,kasargod,671318,0,1
11220,11-12-2025,kerala,kasargod,671321,0,1
11221,11-12-2025,andhra pradesh,nellore,524101,10,14
11222,11-12-2025,andhra pradesh,nellore,524121,10,12
11223,11-12-2025,andhra pradesh,nellore,524124,1,3
11224,11-12-2025,andhra pradesh,nellore,524131,3,1
11225,11-12-2025,andhra pradesh,nellore,524132,7,15
11226,11-12-2025,andhra pradesh,nellore,524137,7,22
11227,11-12-2025,andhra pradesh,nellore,524218,2,8
11228,11-12-2025,andhra pradesh,nellore,524230,3,5
11229,11-12-2025,andhra pradesh,nellore,524301,2,1
11230,11-12-2025,andhra pradesh,nellore,524344,2,4
11231,11-12-2025,andhra pradesh,nellore,524403,3,4
11232,11-12-2025,andhra pradesh,nellore,524407,1,4
11233,11-12-2025,andhra pradesh,nellore,524411,4,2
11234,11-12-2025,andhra pradesh,nellore,524414,3,4
11235,11-12-2025,andhra pradesh,nizamabad,503111,2,2
11236,11-12-2025,andhra pradesh,nizamabad,503120,0,2
11237,11-12-2025,andhra pradesh,nizamabad,503186,2,2
11238,11-12-2025,andhra pradesh,nizamabad,503307,0,2
11239,11-12-2025,andhra pradesh,nizamabad,503321,1,0
11240,11-12-2025,andhra pradesh,nizamabad,505307,0,1
11241,11-12-2025,andhra pradesh,rangareddi,500014,3,6
11242,11-12-2025,andhra pradesh,rangareddi,500015,3,10
11243,11-12-2025,andhra pradesh,rangareddi,500060,3,7
11244,11-12-2025,andhra pradesh,rangareddi,500075,1,2
11245,11-12-2025,andhra pradesh,rangareddi,500079,5,10
11246,11-12-2025,andhra pradesh,rangareddi,500084,3,3
11247,11-12-2025,andhra pradesh,rangareddi,500086,3,0
11248,11-12-2025,andhra pradesh,rangareddi,500088,0,2
11249,11-12-2025,andhra pradesh,rangareddi,501101,0,1
11250,11-12-2025,andhra pradesh,rangareddi,501401,0,3
11251,11-12-2025,andhra pradesh,rangareddi,501505,4,11
11252,11-12-2025,andhra pradesh,rangareddi,501509,0,1
11253,11-12-2025,andhra pradesh,rangareddi,509337,1,2
11254,11-12-2025,andhra pradesh,warangal,506011,1,0
11255,11-12-2025,andhra pradesh,warangal,506101,2,5
11256,11-12-2025,andhra pradesh,warangal,506134,0,2
11257,11-12-2025,andhra pradesh,warangal,506142,1,2
11258,11-12-2025,andhra pradesh,warangal,506301,0,1
11259,11-12-2025,andhra pradesh,warangal,506302,4,2
11260,11-12-2025,andhra pradesh,warangal,506316,2,1
11261,11-12-2025,andhra pradesh,warangal,506332,0,1
11262,11-12-2025,andhra pradesh,warangal,506349,1,3
11263,11-12-2025,andhra pradesh,warangal,506356,1,1
11264,11-12-2025,andhra pradesh,warangal,506371,0,1
11265,11-12-2025,andhra pradesh,warangal,506381,6,3
11266,11-12-2025,andhra pradesh,y. s. r,516172,2,0
11267,11-12-2025,andhra pradesh,y. s. r,516193,1,1
11268,11-12-2025,andhra pradesh,y. s. r,516312,1,0
11269,11-12-2025,andhra pradesh,y. s. r,516339,1,0
11270,11-12-2025,andhra pradesh,y. s. r,516361,0,1
11271,11-12-2025,andhra pradesh,y. s. r,516501,2,0
11272,11-12-2025,assam,karimganj,788156,4,5
11273,11-12-2025,assam,karimganj,788710,2,2
11274,11-12-2025,assam,karimganj,788724,62,4
11275,11-12-2025,assam,karimganj,788735,3,1
11276,11-12-2025,assam,karimganj,788781,3,2
11277,11-12-2025,assam,karimganj,788803,2,0
